,회사명,거래소코드,공시발생일,공시제목,text,link
10,후야인포넷,032050,2005-04-12 17:18,[정정]횡령사고발생,"






정 정 신 고 (보고)






2005년 04월 12일






1. 정정대상 공시서류 : 2005년 4월 12일


2. 정정대상 공시서류의 최초제출일 : 횡령사고 발생


3. 정정사유 : 기재오류


4. 정정사항


항  목
정정전
정정후


1. 횡령사고발생금액    - 자기자본
1,357,026,110
11,784,782,000


6. 기타
-
상기 자기자본은 자본금 금액임





횡령사고 발생





1. 횡령사고 발생금액 (원)
2,812,601,693


   - 자기자본 (원)
11,784,782,000


   - 자기자본 대비 (%)
23.87


2. 사고 발생확인일
2005년 04월 01일


   - 사고발생일 
2004년 10월 14일


3. 사고내용
선급금 명목으로 대금 인출 후 지급하지 않음


4. 향후대책 및 일정
대표이사 박정수에게 반환청구를 하며, 법무법인과 협의하여 형사고소 예정임.


5. 대규모법인 해당여부
아니오


6. 기타
상기 자기자본은 자본금 금액임


※ 관련공시일
-






",https://kind.krx.co.kr/external/2005/04/12/K00189/00000000407112/245481_00208.htm
11,후야인포넷,032050,2005-04-12 14:42,횡령사고발생,"






횡령사고 발생





1. 횡령사고 발생금액 (원)
2,812,601,693


   - 자기자본 (원)
1,357,026,110


   - 자기자본 대비 (%)
20.72


2. 사고 발생확인일
2005년 04월 01일


   - 사고발생일 
2004년 10월 14일


3. 사고내용
선급금 명목으로 대금 인출 후 지급하지 않음


4. 향후대책 및 일정
대표이사 박정수에게 반환청구를 하며, 법무법인과 협의하여 형사고소 예정임.


5. 대규모법인 해당여부
아니오


6. 기타
-


※ 관련공시일
-






",https://kind.krx.co.kr/external/2005/04/12/K00134/00000000406981/245402_00208.htm
12,에스브이에이치,046240,2005-03-31 21:28,횡령사고발생,"






횡령사고 발생





1. 횡령사고 발생금액 (원)
3,800,000,000


   - 자기자본 (원)
7,486,013,880


   - 자기자본 대비 (%)
50.76


2. 사고 발생확인일
2005년 03월 31일


   - 사고발생일 
2005년 01월 03일


3. 사고내용
현 대표이사 김대신이 예금을 임의로 인출하여 유용한 사항임.


4. 향후대책 및 일정
대표이사 김대신에게 반환청구를 하며, 법무법인과 협의하여 형사고소 예정임.


5. 대규모법인 해당여부
아니오


6. 기타
-


※ 관련공시일
-






",https://kind.krx.co.kr/external/2005/03/31/K01534/00000000402572/242810_00208.htm
13,하우리,049130,2005-03-28 20:06,[정정]횡령사고발생,"






정 정 신 고 (보고)






2005년 03월 28일






1. 정정대상 공시서류 : 횡령사고 발생


2. 정정대상 공시서류의 최초제출일 : 2005년 3월 28일


3. 정정사유 : 기재사항 추가


4. 정정사항


항  목
정정전
정정후


4. 향후대책 및 일정
2005년 3월 30일 전 대표이사(권석철) 형사고소 및 추후 반환청구 소송 제기 예정
2005년 3월 30일 전 대표이사(권석철) 형사고소(횡령혐의) 및 추후 반환청구 소송 제기 예정





횡령사고 발생





1. 횡령사고 발생금액 (원)
8,453,000,000


   - 자기자본 (원)
14,498,618,928


   - 자기자본 대비 (%)
58.3


2. 사고 발생확인일
2005년 03월 23일


   - 사고발생일 
-


3. 사고내용
(주)한컴리눅스 관련 선급금 22억 5천 3백만원, 부동산 매입 60억원, 제3자에 대한 차입금 2억원 관련 횡령사실 확인(전 대표이사 권석철)


4. 향후대책 및 일정
2005년 3월 30일 전 대표이사(권석철) 형사고소(횡령혐의) 및 추후 반환청구 소송 제기 예정


5. 대규모법인 해당여부
아니오


6. 기타
상기 사고발생일은 2004년 4월 23일 ~ 2004년 12월 31일 까지 기간임.


※ 관련공시일
-






",https://kind.krx.co.kr/external/2005/03/28/K00615/00000000392493/240130_00208.htm
14,초록뱀미디어,047820,2005-03-28 19:29,횡령사고발생,"






횡령사고 발생





1. 횡령사고 발생금액 (원)
9,050,723,159


   - 자기자본 (원)
10,769,349,825


   - 자기자본 대비 (%)
84


2. 사고 발생확인일
2005년 03월 28일


   - 사고발생일 
-


3. 사고내용
  당사는 전 대표이사 이진훈의 자금횡령관련하여 2004년  09월 14일, 2004년 09월 15일, 2004년 09월 23일조회    공시를 통하여 횡령사고발생에 대하여 공시하였으며       당사 제7기(2004.12.31)외부감사인의 회계감사에서       이진훈 관련 부실처리로 지적된 금액 9,050,723,159원    을 전액 이진훈의 단기대여금으로 처리하고 당기에 전액  대손상각하기로 결정하였음.


4. 향후대책 및 일정
  당사는 2004년 10월 1일 전 대표이사 이진훈을 고소  하였으며 금번 확정된 금액을 추가고소 예정.


5. 대규모법인 해당여부
아니오


6. 기타
위 사고 발생확인일은 당사 내부 회계처리 결정일임.


※ 관련공시일
-






",https://kind.krx.co.kr/external/2005/03/28/K00602/00000000392445/240104_00208.htm
15,하우리,049130,2005-03-28 18:27,횡령사고발생,"






횡령사고 발생





1. 횡령사고 발생금액 (원)
8,453,000,000


   - 자기자본 (원)
14,498,618,928


   - 자기자본 대비 (%)
58.3


2. 사고 발생확인일
2005년 03월 23일


   - 사고발생일 
-


3. 사고내용
(주)한컴리눅스 관련 선급금 22억 5천 3백만원, 부동산 매입 60억원, 제3자에 대한 차입금 2억원 관련 횡령사실 확인(전 대표이사 권석철)


4. 향후대책 및 일정
2005년 3월 30일 전 대표이사(권석철) 형사고소 및 추후 반환청구 소송 제기 예정


5. 대규모법인 해당여부
아니오


6. 기타
상기 사고발생일은 2004년 4월 23일 ~ 2004년 12월 31일 까지 기간임.


※ 관련공시일
-






",https://kind.krx.co.kr/external/2005/03/28/K00549/00000000392277/240028_00208.htm
16,어울림정보,038320,2005-03-16 16:49,횡령사고발생,"






횡령사고 발생





1. 횡령사고 발생금액 (원)
3,500,000,000


   - 자기자본 (원)
9,395,015,444


   - 자기자본 대비 (%)
37.25


2. 사고 발생확인일
2005년 03월 16일


   - 사고발생일 
2004년 09월 03일


3. 사고내용
- 전 최대주주인 장문수와 2004년 06월 18일 지창진과의  주식양수도계약(60만주/33억5천만원)을 통해 경영권   양수도가 있었으며, 양수도계약일에 양도성예금증서   35억원이 발행되었음.  이후 지창진의 계약잔금 미지급 및 임직원들의 불신임  으로 인해 2004년 09월 03일 임시주주총회 및 이사회  에서 이사 및 대표이사로 선임되지 못하였고, 넷시큐  어테크놀러지(주)의 박동혁 대표이사가 이사 및 대표  이사로 선임된 후 실사과정에서 회사 명의로 발행된   양도성예금증서가 분실된 사실을 발견하여 송파경찰서  가락지구대에 분실신고 및 법원에 공시최고신청을 한   후 관련내용을 공시하였음.  이에 당사는 그 당시 경영권을 인수한 지창진 및 관련  자가 양도성예금증서를 횡령하였다고 판단하여 금일    지창진 외 2인에 대하여 특정범죄가중처벌등에 관한  법률위반(횡령)죄로 고소함.


4. 향후대책 및 일정
- 금일 서울동부지방검찰청에 횡령 혐의로 지창진외 2인   을 고소함.- 당사는 본 사건과 관련하여 조속한 사건 처리와 사고 금   액 회수에 최대한 노력할 것임.  


5. 대규모법인 해당여부
아니오


6. 기타
1. 위 내용은 2004년 09월 03일 기 공시한 양도성예금증      서 분실 관련 사항임.2. 분실된 양도성예금증서 35억원은 2004년 재무제표에      전액 반영할 예정임.3. 상기 사고 발생확인일은 고소장 접수일임.


※ 관련공시일
2004년 09월 03일






",https://kind.krx.co.kr/external/2005/03/16/K00256/00000000383823/235434_00208.htm
17,아가방컴퍼니,013990,2005-03-09 20:47,횡령사고발생,"






횡령사고 발생





1. 횡령사고 발생금액 (원)
464,021,061


   - 자기자본 (원)
65,638,610,527


   - 자기자본 대비 (%)
0.70


2. 사고 발생확인일
2005년 03월 09일


   - 사고발생일 
2005년 03월 09일


3. 사고내용
 당사 직원에 의한 회사 자금 횡령 및 회사를 사칭한 외부인 보증금 편취 건


4. 향후대책 및 일정
· 2005년 03월 09일 관할 경찰서에 횡령 및 사기 관련자를    법적인 절차에 따라 고소하였습니다.  ·상기 1. 횡령사고 발생금액은 현재까지 내부 조사 결과    밝혀진 금액으로 고소장에 기재된 금액과 일치 합니다.   ① 자금 횡령 금액 : 464,021,061원   ② 회사를 사칭한 외부인 보증금 편취 금액 : 250,000,000원·단, 횡령 및 사기 관련자가 직접 진술한 외부인 보증금 편취    금액(미확인)은   약 16~17억으로,  정확한 횡령 및 사기 금액   은 추후 재 공시 하겠습니다. ·당사는 본 사건과 관련하여 조속한 사건 처리와 사고 금액 회수   에 최대한 노력 할 것입니다.


5. 대규모법인 해당여부
아니오


6. 기타
·상기 사항은 제26기(2004년) 감사보고서상에 반영할    예정임.


※ 관련공시일
-






",https://kind.krx.co.kr/external/2005/03/09/K00492/00000000379808/232913_00208.htm
18,예일바이오텍,054250,2005-03-02 11:34,[정정]횡령사고발생,"






정 정 신 고 (보고)






2005년 03월 02일






1. 정정대상 공시서류 : 횡령사고 발생


2. 정정대상 공시서류의 최초제출일 : 2005년 02월 28일


3. 정정사유 : 사고내용 상세 기재


4. 정정사항


항  목
정정전
정정후


3. 사고내용
현 관리이사, 비등기임원 및 자금부장의 회사자금 횡령
현 서울지점 관리이사, 비등기임원 및 자금부장의 회사자금 횡령





횡령사고 발생





1. 횡령사고 발생금액 (원)
400,000,000


   - 자기자본 (원)
18,345,820,000


   - 자기자본 대비 (%)
2.2


2. 사고 발생확인일
2005년 02월 28일


   - 사고발생일 
2005년 02월 16일


3. 사고내용
현 서울지점 관리이사, 비등기임원 및 자금부장의 회사자금 횡령


4. 향후대책 및 일정
금일 관리이사에 대해 이사직무집행정지 가처분 신청서를울산지방법원에 접수하였으며 추후 구체적 내용이 확인되는 대로 관련자에 대해 고소(고발)장을 접수할 예정임


5. 대규모법인 해당여부
아니오


6. 기타
- 상기 횡령사고 발생은 당사 비등기임원 등 횡령관련 혐의자들과 연락이 두절된 후 회사장부 검토 과정에서 금일 확인된 사항이며 추후 추가 조사에 다라 횡령금액이 증가할 가능성이 있음- 상기 자기자본은 전기 2003년12월31일 현재 기준임


※ 관련공시일
-






",https://kind.krx.co.kr/external/2005/03/02/K00120/00000000374942/230007_00208.htm
19,예일바이오텍,054250,2005-02-28 21:08,횡령사고발생,"






횡령사고 발생





1. 횡령사고 발생금액 (원)
400,000,000


   - 자기자본 (원)
18,345,820,000


   - 자기자본 대비 (%)
2.2


2. 사고 발생확인일
2005년 02월 28일


   - 사고발생일 
2005년 02월 16일


3. 사고내용
현 관리이사, 비등기임원 및 자금부장의 회사자금 횡령


4. 향후대책 및 일정
금일 관리이사에 대해 이사직무집행정지 가처분 신청서를울산지방법원에 접수하였으며 추후 구체적 내용이 확인되는 대로 관련자에 대해 고소(고발)장을 접수할 예정임


5. 대규모법인 해당여부
아니오


6. 기타
- 상기 횡령사고 발생은 당사 비등기임원 등 횡령관련 혐의자들과 연락이 두절된 후 회사장부 검토 과정에서 금일 확인된 사항이며 추후 추가 조사에 따라 횡령금액이 증가할 가능성이 있음- 상기 자기자본은 전기 2003년12월31일 현재 기준임


※ 관련공시일
-






",https://kind.krx.co.kr/external/2005/02/28/K00473/00000000374839/229925_00208.htm
20,테라리소스,053320,2005-02-26 11:14,횡령사고발생,"






횡령사고 발생





1. 횡령사고 발생금액 (원)
3,463,568,574


   - 자기자본 (원)
4,313,805,318


   - 자기자본 대비 (%)
80.29


2. 사고 발생확인일
2005년 02월 25일


   - 사고발생일 
2005년 01월 10일


3. 사고내용
현 대표이사 문 태홍의 회사 자금 유용 및 횡령


4. 향후대책 및 일정
2005년 2월 25일 서울동부지원에 대표이사 및 이사직 직무집행정지가처분 신청서를 제출하였으며 법무법인을 대리인으로 하여 회사 자금 유용 및 횡령에 대해 수사기관에고소(고발)장을 제출 할 예정 임


5. 대규모법인 해당여부
아니오


6. 기타
① 상기 횡령사고 발생 금액은 당사의 외부감사인으로 부터 결산회계를 받는 과정에서 밝혀진 금액이며 동 발생 금액은 전액 대손처리 하여 특별손실로 처리할 예정 임② 상기 자기자본은 전기 2003년 12월 31일 현재 기준임


※ 관련공시일
-






",https://kind.krx.co.kr/external/2005/02/26/K00009/00000000373942/229422_00208.htm
21,엔피케이,048830,2005-01-21 18:05,횡령사고발생,"






횡령사고 발생





1. 횡령사고 발생금액 (원)
520,800,000


   - 자기자본 (원)
12,188,661,069


   - 자기자본 대비 (%)
4.27


2. 사고 발생확인일
2005년 01월 21일


   - 사고발생일 
2003년 08월 12일


3. 사고내용
당사의 전 직원 김홍묵은 당사의 경리과장으로 재직시 임의로 현금을 유출하여 횡령한 건임.


4. 향후대책 및 일정
금일 구미경찰서에 업무상횡령으로 고소장을 접수하여 법적 대응할 예정임


5. 대규모법인 해당여부
아니오


6. 기타
상기 횡령사고 발생과 관련하여 당사에서는 김홍묵과 관계가 있는 (주)테크폴리머를 상대로 대구지방법원 김천지원에 변호사와 협의하여 소송을 진행할 예정임.


※ 관련공시일
-






",https://kind.krx.co.kr/external/2005/01/21/K00166/00000000364165/223276_00208.htm
22,프로비타,014420,2004-12-02 20:56,횡령사고발생,"







횡령사고 발생





1. 횡령사고 발생금액 (원)
920,000,000


   - 자기자본 (원)
5,085,304,387


   - 자기자본 대비 (%)
18.09


2. 사고 발생확인일
2004년 12월 02일


   - 사고발생일 
2002년 12월 27일


3. 사고내용
전 최대주주인 경대현은 2002년 10월16일 주식양수도계약을 통하여 최훈에게 105만주,기타 최훈의 특별관계자4인에게 95만주를 총46억원에 양도하기로 하고 최훈은 계약금 6억원을 경대현에게, 경대현은 회사명의로 임의발행한 9억 2000만원짜리 약속어음 및 95만주를 최훈에게 담보로 제공함.그후 같은해 12월 18일 상기 계약을 합의 해제하는 과정에서 최훈은 상기 약속어음 및 95만주를 경대현에게 반환하여야 함에도 불구하고 지급기일(2002년 12월 27일)에지급제시하여 금원을 수령함으로써 당사에 손해를 입혔으며 95만주 역시 제3자에게 양도하여 강제집행이 불가능하게 함.이에 당사는 최훈이 대표이사의 지위를 이용한 배임횡령에 해당된다고 판단하여 경대현으로부터 상기 약속어음및 95만주에 대한 채권 양도를 받고 고소하는 것임.


4. 향후대책 및 일정
금일 서울동부지방검찰청에 횡령 및 배임등 혐의로 전대표이사인 최훈을 고소함


5. 대규모법인 해당여부
아니오


6. 기타
-


※ 관련공시일
-






",https://kind.krx.co.kr/external/2004/12/02/K00187/00000000352977/215666_00208.htm
