,회사명,거래소코드,공시발생일,text,link
",https://kind.krx.co.kr/external/2017/12/21/000134/20171221000285/70057.htm
4,동성화인텍,033500,2017-12-20 17:49,"





:: 70057_횡령ㆍ배임 혐의 진행사항








횡령ㆍ배임 혐의 진행사항








1. 사고발생내용


퇴직임원의 업무상 횡령 및 배임 혐의 발생
         
가.대상자: 유선근 前 상무
         
나.신청인: (주)화인텍피엔씨 대표이사




2. 횡령 등 관련사항


발생금액(원)


742,020,000




자기자본(원)


122,341,495,480




자기자본대비(%)


0.6




대기업해당여부


미해당




최초 공시일자


2017-08-14




3. 진행사항


본 사건에 대하여 서울중앙지방검찰청에서 각하 처분 통지하였습니다.




4. 진행사항 확인일자


2017-12-20




5. 기타 투자판단에 참고할 사항


1.상기 2.횡령 등 금액 중 자기자본은 16년 말 별도재무제표 기준입니다.
         
2.상기 4.진행사항 확인일자는 당사가 처분결과통지서를 접수한 일자입니다.




※ 관련공시



2017-08-21 횡령ㆍ배임혐의발생









",https://kind.krx.co.kr/external/2017/12/20/000798/20171220001756/70057.htm
5,매일유업,267980,2017-12-20 13:27,"





:: 70193_가족친화 인증․








가족친화 인증ㆍ유효기간 연장ㆍ인증취소(자율공시)








1. 구분


가족친화 인증




2. 인증기관


여성가족부




3. 유효기간


2017.12.01 ~ 2020.11.30




4. 주요내용


1. 당 인증은 ""가족친화 사회환경의 조성 촉진에 관한 법률"" 제15조 제1항에 따라 가족친화 사회환경의 조성을 촉진하기 위해 가족친화제도를 모범적으로 운영하고 있는 기업 또는 공공기관을 대상으로 하는 인증 제도입니다.
         
2.당사는 자녀의 출산 및 양육 지원제도 실시, 탄력적 근무제도 실시, '패밀리 데이'를 통한 정시 퇴근 유도 등 다양한 가족친화 제도를 운영하면서 근로자의 삶의 질과 국가 경쟁력 향상을 위해 선도적인 역할을 한 공로를 인정받아 2009년 식품업계 최초로 보건복지부 가족친화경영 인증 기업으로 선정되었으며, 2017년에도 여성가족부로부터 가족친화 우수기업으로 재선정되었습니다.




5. 결정(확인)일자


2017-12-19




6. 기타 투자판단에 참고할 사항


- 당 공시는 분할 전 회사인 매일홀딩스(주)에서 2013년 8월 29일 가족친화 인증의 최초 신고 이후, 분할 후 신설법인인 당사에서 2017년 12월 19일 가족친화 우수기업으로 재선정 됨에 따라 하는 최초 공시 입니다.
         
- 당사는 2017년 5월 1일 매일홀딩스(주)로부터 분할된 신설법인입니다.
         
- 결정(확인)일자는 가족친화인증서 수령일자 기준입니다.




※관련공시


-







",https://kind.krx.co.kr/external/2017/12/20/000323/20171220000097/70193.htm
6,이엠앤아이,083470,2017-12-08 18:52,"





:: 70340_파산신청








파산신청








1. 사건번호


2017하합10071




2. 신청인(회사와의 관계)


주식회사 지엔씨파트너스




3. 관할법원


수원지방법원




4. 신청사유


신청취지
         - (채무자에 대하여 파산을 선고한다.) 라는 결정을 구합니다.




5. 신청일자


2017-12-06




6. 확인일자


2017-12-08




7. 향후대책 및 일정


- 당사는 소송대리인을 선임하여 법적 절차에 따라 적극적으로 대응할 예정입니다.




8. 기타 투자판단에 참고할 사항


1.상기 신청일자는 신청자가 수원지방법원에 소장을 접수한 일자입니다.
         
2.상기 확인일자는 당사가 신청사실을 확인한 일자입니다.
         
3.상기사항은 2017.12.06, 한국거래소 조회공시요구(풍문 또는 보도) 파산신청설에 대한 공시 답변입니다.
         
4. 당시는 2017년 10월 19일  신청인((주)지엔씨파트너스)과 투자 이행을 목적으로 채무변제계약 공정증서에 기한 이행약정을 체결한 바 있습니다.
         
당사는 2017년 11월 27일 상기 이행약정과 관련하여 신청인의 약정 불이행을 이유로 채무 부존재확인의 소(서울중앙지방법원2017가합582157)를 제기 하였으나 피고인 정정으로 인해 기존 2017년 12월 7일 채무 부존재확인의 소(서울중앙지방법원2017가합582157) 취하 하였고 다시 2017년 12월 8일 채무부존재확인의 소(2017가합585507)를 제기하였습니다.
         
또한 2017년 11월 29일 공정증서에 기초한 강제집행을 불허하는 청구이의 청구의소(서울중앙지방법원2017가합582157) 및 강제집행정지 신청(서울지방법원 2017카정30957)를 제기하였고 2017년 12월 1일 강제집행정지 결정(서울지방법원 2017카정30957 강제집행정지)를 받은 바 있습니다.
         
이에 2017년 12월 5일 상기 법원의 결정에 따라 약정금액 전액을 금전공탁(서울지방법원 2017금25899)함에 따라 강제 집행은 정지 되어있는 상태입니다.
         
상기와 같이 당사는 채무의 존재를 부인하고 있으며 그에 따른 적법한 절차를 걸쳐 업무 처리를 하고 있습니다. 또한 신청인의 파산신청 남용 등이 확인되는 경우 민사상 및 형사상의 조치를 적극 강구할 예정입니다.
         
5. 당사는 현재 건전한 재무구조를 유지하고 있으며 정상적으로 사업을 진행하고 있음을 알려드리며, 당사와 주주들의 피해를 최소화할 수 있도록 최선을 다하겠습니다.







",https://kind.krx.co.kr/external/2017/12/08/000901/20171208002000/70340.htm
7,HB테크놀러지,078150,2017-12-06 17:22,"





:: 70009_횡령ㆍ배임 사실확인







정정신고(보고)




정정일자


2017-12-06








1. 정정관련 공시서류


횡령ㆍ배임 사실확인




2. 정정관련 공시서류제출일


2017-12-06




3. 정정사유


기재정정




4. 정정사항




정정항목


정정전


정정후




1. 사고발생내용


당사의 전 대표이사인 허대영에 대한 서울남부지방검찰청이 업무상 배임/횡령 공소 제기한 사안의 1심판결 결과 입니다.


前대표이사인 허대영이, 당사 대표이사로 재직한 당시(2006.10.10~2011.3.31) 기간 동안에 발생한 업무상 배임/횡령과 관련하여 서울남부지방검찰청에서 공소한 사안에 대한 1심 판결 결과 입니다.




6.기타투자판단에 참고할 사항


기재내용 추가


1)상기 횡령 및 배임혐의 내용은 2015년 12월 24일 횡령,배임혐의발생건과 동일한 내용으로 당사가 확인하여 공시하는 사항입니다.








-









횡령ㆍ배임 사실확인








1. 사고발생내용


前대표이사인 허대영이, 당사 대표이사로 재직한 당시(2006.10.10~2011.3.31) 기간 동안에 발생한 업무상 배임/횡령과 관련하여 서울남부지방검찰청에서 공소한 사안에 대한 1심 판결 결과 입니다.
         
1. 판결선고일 : 2017년 11월 23일
         
2. 판결내용:허대영(전대표이사) 징역 3년,
         
            집행유예 5년, 벌금 5억원.




2. 횡령 등 금액


발생금액(원)


12,864,000,000




자기자본(원)


79,176,080,228




자기자본대비(%)


16.24




대기업해당여부


미해당




3. 향후대책


당사는 향후 본건과 관련하여 진행되는 제반 과정에 대해 적법한 절차에 따라 조치를 취할 계획입니다.




4. 사고발생일자


2015-11-24




5. 확인일자


2017-12-06




6. 기타 투자판단에 참고할 사항


1)상기 횡령 및 배임혐의 내용은 2015년 12월 24일 횡령,배임혐의발생건과 동일한 내용으로 당사가 확인하여 공시하는 사항입니다.
         2)상기 내용은 서울남부지방법원의 1심 판결에 따른 것이며, 향후 항소심 결과에 따라 변동될 수 있습니다.
         3)상기 자기자본은 2014년말 개별재무제표 기준 입니다.
         4)상기 '2. 횡령 등 금액의 발생금액'은 1심 판결결과 판결문에 기재된 금액입니다.
         5)상기 배임/횡령금액은 회수되거나 손실반영되어 현재 추가적으로 재무제표에 반영할 손실은 없습니다.
         6) 상기 5의 '확인일자'는 1심선고 판결문을 수령하여 확인한 일자입니다.




※관련공시



2015-12-02 횡령ㆍ배임혐의발생









",https://kind.krx.co.kr/external/2017/12/06/000657/20171206001377/70009.htm
8,HB테크놀러지,078150,2017-12-06 16:08,"





:: 70009_횡령ㆍ배임 사실확인








횡령ㆍ배임 사실확인








1. 사고발생내용


당사의 전 대표이사인 허대영에 대한 서울남부지방검찰청이 업무상 배임/횡령 공소 제기한 사안의 1심판결 결과 입니다.
         
1. 판결선고일 : 2017년 11월 23일
         
2. 판결내용:허대영(전대표이사) 징역 3년,
         
            집행유예 5년, 벌금 5억원.




2. 횡령 등 금액


발생금액(원)


12,864,000,000




자기자본(원)


79,176,080,228




자기자본대비(%)


16.24




대기업해당여부


미해당




3. 향후대책


당사는 향후 본건과 관련하여 진행되는 제반 과정에 대해 적법한 절차에 따라 조치를 취할 계획입니다.




4. 사고발생일자


2015-11-24




5. 확인일자


2017-12-06




6. 기타 투자판단에 참고할 사항


1)상기 내용은 서울남부지방법원의 1심 판결에 따른 것이며, 향후 항소심 결과에 따라 변동될 수 있습니다.
         2)상기 자기자본은 2014년말 개별재무제표 기준 입니다.
         3)상기 '2. 횡령 등 금액의 발생금액'은 1심 판결결과 판결문에 기재된 금액입니다.
         4)상기 배임/횡령금액은 회수되거나 손실반영되어 현재 추가적으로 재무제표에 반영할 손실은 없습니다.
         5) 상기 5의 '확인일자'는 1심선고 판결문을 수령하여 확인한 일자입니다.




※관련공시



2015-12-02 횡령ㆍ배임혐의발생









",https://kind.krx.co.kr/external/2017/12/06/000436/20171205000324/70009.htm
9,GV,045890,2017-12-06 15:36,"





:: 70193_가족친화 인증․








가족친화 인증ㆍ유효기간 연장ㆍ인증취소(자율공시)








1. 구분


가족친화 인증




2. 인증기관


여성가족부




3. 유효기간


2017-12-01~ 2020-11-30




4. 주요내용


1.인증제도 소개
         
본 인증은 「가족친화 사회환경의 조성 촉진에 관한 법률」 제 15조에 따라 가족친화 사회환경의 조성을 촉진하기 위하여 가족친화제도를 모범적으로 운영하고 있는 기업 또는 공공기관을 대상으로 하는 인증제도입니다.
         
2. 당사는 다양한 가족 지향적 프로그램 시행 및 새로운 제도 개발 노력 등에 대한 기대효과에 힘입어 가족친화 인증을 획득하였습니다.
         
3. 당사 가족친화 경영 소개
         
가) 가족 관계 증진 분위기 조성
         
1) 가정의 날 운영
         2) 경조휴가 및 지원금
         3) 적극적인 연차사용 분위기 조성
         4) 휴양시설 이용지원
         5) 정시퇴근제 도입
         
나) 근로자 지원제도
         
1) 장기근속자 및 우수사원 포상
         2) 임산부 근로시간 단축 허용
         3) 태아 검진시간 지원(유급휴가)
         4) 배우자 출산 휴가(최대 5일)/ 여성근로자 출산휴가
         5) 육아휴직 및 육아기 근로시간 단축제도
         6) 가족돌봄 휴직제도
         7) 보건휴가 허용
         8) 자녀 학자금 지원  
         9) 사내동호회 운영
         10) 자기계발을 위한 교육 프로그램 운영 및 교육비 지원




5. 결정(확인)일자


2017-12-05




6. 기타 투자판단에 참고할 사항


-




※관련공시


-







",https://kind.krx.co.kr/external/2017/12/06/000397/20171206000988/70193.htm
10,솔루에타,154040,2017-12-05 17:53,"





:: 70008_횡령ㆍ배임 혐의발생








횡령ㆍ배임 혐의발생








1. 사고발생내용


1) 퇴직임원의 업무상 배임 혐의 발생
         
2) 대상자 : 前 대표이사 조재위(퇴직일 15.06.17)
                     前 사내이사 조재관(퇴직일 15.06.09)




2. 횡령 등 금액


발생금액(원)


697,266,871




자기자본(원)


71,545,200,030




자기자본대비(%)


0.97




대기업해당여부


미해당




3. 향후대책


당사는 본 건과 관련하여 제반 과정에 대해 적법한 절차에 따라 조치를 취할 것입니다.




4. 사고발생일자


-




5. 확인일자


2017-04-04




6. 기타 투자판단에 참고할 사항


1) 상기 배임 혐의와 관련하여 2017년 4월 4일 서울중앙지방법원에 손해배상(기) 청구 소장을 제출하였습니다.
         
2) 상기 배임 혐의와 관련하여 2017년 8월 21일 서울지방검찰청에 특정경제범죄가중처벌등에관한법률 위반(업무상 배임)으로 추가 고소장을 제출하였습니다.
         
3) 상기 자기자본은 2016년말 별도재무제표 기준 자기자본 총계입니다.
         
4) 당사는 향후 진행사항 및 확정사실 등이 있을 경우 지체없이 관련 사항을 공시할 예정입니다.




※관련공시


-







",https://kind.krx.co.kr/external/2017/12/05/000753/20171205001439/70008.htm
11,녹십자셀,031390,2017-11-30 15:29,"





:: 70193_가족친화 인증․








가족친화 인증ㆍ유효기간 연장ㆍ인증취소(자율공시)








1. 구분


가족친화 인증




2. 인증기관


여성가족부




3. 유효기간


2017-12-01 ~ 2020-11-30




4. 주요내용


1.인증제도 소개
         
본 인증은 「가족친화 사회환경의 조성 촉진에 관한 법률」 제 15조에 따라 가족친화 사회환경의 조성을 촉진하기 위하여 가족친화제도를 모범적으로 운영하고 있는 기업 또는 공공기관을 대상으로 하는 인증제도입니다.
         
2. 당사는 다양한 가족 지향적 프로그램 시행 및 새로운 제도 개발 노력 등에 대한 기대효과에 힘입어 가족친화 인증을 획득하였습니다.
         
3. 당사 가족친화 경영 소개
         가) 가족 친화적 프로그램
         1) 가족(부부)건강검진 지원
         2) 가족초청행사
         3) 휴양시설 이용지원
         4) 정시퇴근제 도입
         
나) 생활 안정 지원 프로그램
         1) 사내근로복지기금 운영
         2) 주택구입과 생활안정 대출제도시행
         3) 자녀 학자금 지원
         4) 각종 경조금 및 휴가 부여
         5) 출산축하금 및 선물 지급
         6) 출산휴가, 육아휴직, 육아기 근로시간 단축제도 허용
         
다) 근로자 지원 프로그램
         1) 장기근속자 및 우수사원 포상
         2) 적극적인 연차사용 분위기 조성
         3) 사내동호회 운영
         4) 자기계발을 위한 다양한 교육 프로그램 운영과 교육비 지원




5. 결정(확인)일자


2017-11-29




6. 기타 투자판단에 참고할 사항


-상기 5.의 결정(확인)일자는 인증기업 선정발표 공문 수령일이며,공문상의 인증효력발생일은 2017년12월1일입니다.




※관련공시


-







",https://kind.krx.co.kr/external/2017/11/30/000396/20171129000747/70193.htm
12,폴라리스웍스,123010,2017-11-29 17:15,"





:: 70193_가족친화 인증․








가족친화 인증ㆍ유효기간 연장ㆍ인증취소(자율공시)








1. 구분


가족친화 인증




2. 인증기관


여성가족부




3. 유효기간


2017년 12월1일~2020년11월30일




4. 주요내용


1. 본 인증은「가족친화 사회환경의 조성 촉진에 관한 법률」제15조에 따라 가족친화 사회환경의 조성을 촉진하기 위하여 가족친화제도를 모범적으로 운영하고 있는 기업 또는 공공기관을 대상으로 하는 인증제도입니다.
         
2. 당사의 가족친화 인증은 근로자 삶의 질 향상을 위한 새로운 제도 개발 등에 대한 기대효과에 힘입어 가족친화 인증을 획득함.
         
3. 당사 가족친화경영 소개
         
가) 가족관계 증진 분위기 조성
            1) 가정의 날 운영
            2) 휴양 시설 이용지원
            3) 가족애경사 지원제도
            4) 적극적인 연차 사용 분위기 조성
            5) 가족초청행사
            6) 가족친화직장교육
         나) 부양가족 지원
            1) 경조 휴가 및 지원금
            2) 출산 후 선물 제공
         다) 근로자 지원제도
            1) 장기근속자 및 우수사원 포상
            2) 임산부 근로시간 단축 허용
            3) 태아 검진 시간 지원(유급휴가)
            4) 배우자 출산 휴가 (최대 5일) / 여성근로자 출산 휴가
            5) 육아휴직 및 육아기 근로시간 단축 제도
            6) 가족돌봄 휴직제도
            7) 보건휴가 허용
          




5. 결정(확인)일자


2017-11-28




6. 기타 투자판단에 참고할 사항


-




※관련공시


-







",https://kind.krx.co.kr/external/2017/11/29/000798/20171129001897/70193.htm
13,에스에프씨,112240,2017-11-17 17:37,"





:: 70340_파산신청








파산신청








1. 사건번호


2017하합7098




2. 신청인(회사와의 관계)


장동선




3. 관할법원


대전지방법원




4. 신청사유


신청취지
         -(채무자를 파산자로 한다) 라는 결정을 구합니다.




5. 신청일자


2017-11-15




6. 확인일자


2017-11-17




7. 향후대책 및 일정


-이번 조회공시 요구 건은 2017.11.14일자 조회공시 요구 건과 동일 내용의 파산신청 건으로 최초 파산신청인은 당사와 실질적인 채권채무관계가 부존재함을 인지하여, 사실관계 오인의 사유로 파산신청을 철회한 바 있습니다.
         
-2017.11.15일자 상기 파산신청 건은 신청인 장동선이 부존재하는 채권을 최초 파산신청인으로 부터 양수하였다고 주장하며 동일 건으로 파산신청을 접수한 건입니다.
         
-당사는 신청인인 장동선에 대하여 다각도로 접촉을 시도하였으나, 연락불명인 상태로 소재파악의 어려움을 겪고 있습니다.
         
-당사는 관련 사건에 대한 인지와 동시에 소송대리인을 선임하여 법적 대응에 들어간 상태이며, 당사 및 당사의 소송대리인은 '상장사를 상대로 파산신청을 할 경우 업무절차상 무조건 주식매매거래정지가 되는 것'을 악용한 악의적인 사건으로 판단하고 있습니다.
         
-당사는 신청인 및 그 관련자들을 상대로 사문서 위조, 사기, 업무방해, 손해배상 청구 등 민,형사상 절차를 포함하는 모든 법적인 절차를 강력하게 진행할 예정입니다.




8. 기타 투자판단에 참고할 사항


1.상기 신청일자는 신청자가 대전지방법에 소장을 접수한 일자입니다.
         
2.상기 확인일자는 당사가 신청사실을 확인한 일자입니다.
         
3.상기사항은 2017.11.16, 11:10 한국거래소 조회공시요구(풍문 또는 보도) 파산신청설에 대한 공시 답변입니다.
         
4.당사는 현재 건전한 재무구조를 유지하고 있으며 정상적으로 사업을 진행하고 있음을 알려드리며, 당사와 주주들의 피해를 최소화할 수 있도록 최선을 다하겠습니다.







",https://kind.krx.co.kr/external/2017/11/17/000562/20171117001332/70340.htm
14,레이젠,047440,2017-11-14 17:28,"





:: 70340_파산신청








파산신청








1. 사건번호


2017하합127




2. 신청인(회사와의 관계)


김민강




3. 관할법원


대구지방법원




4. 신청사유


-




5. 신청일자


2017-11-08




6. 확인일자


2017-11-14




7. 향후대책 및 일정


-당사는 소송대리인을 선임하여 법적 절차에 따라 적극적으로 대응할 예정입니다.




8. 기타 투자판단에 참고할 사항


1.상기 신청일자는 신청자가 대구지방법원에 소장을 접수한 일자입니다.
         
2.상기 확인일자는 당사가 신청사실을 확인한 일자입니다.
         
3.당사는 소송대리인을 선임하여 법적 절차에 따라 적극적으로 대응하고 있으며, 파산신청인에 대하여 민사상 및 형사상의 조치를 진행중입니다.
         
4.상기사항은 2017.11.13 한국거래소 조회공시요구(풍문 또는 보도)(채권자에 의한 파산신청설)에 대한 공시 답변입니다.







",https://kind.krx.co.kr/external/2017/11/14/002406/20171114001555/70340.htm
15,행남사,008800,2017-11-03 15:46,"





:: 70341_파산신청 기각








파산신청 기각








1. 사건번호


2017하합5007 파산선고




2. 기각일자


2017-11-02




3. 관할법원


광주지방법원




4. 기각사유


신청인의 신청취하서 접수(2017하합5007 파산선고)




5. 확인(결정서 접수)일자


2017-11-03




6. 기타 투자판단에 참고할 사항


상기 ""2017하합5007 파산선고""의 신청인인 주식회사 매그넘홀딩스가 파산신청 전부를 취하합니다. 라는 신청취하서를 2017년11월3일에 접수하였습니다.




※관련공시



2017-09-14 파산신청









",https://kind.krx.co.kr/external/2017/11/03/000418/20171025000621/70341.htm
16,에이티세미콘,089530,2017-10-20 11:46,"





:: 70183_벌금 등의 부과







정정신고(보고)




정정일자


2017-10-20








1. 정정관련 공시서류


벌금 등의 부과




2. 정정관련 공시서류제출일


2017.09.19




3. 정정사유


과세전 적부심사 결과에 따른 정정




4. 정정사항




정정항목


정정전


정정후




1. 부과금액


2,552,406,980


2,138,733,550




   납부기한


-


2018-04-09




자기자본대비(%)


7.8


6.54




4. 향후대책


- 상기 부과금액은 기업심사결과통지 후 과세전 적부심사결과를 거쳐 변경된 통지문상의 고지금액이며 향후 납부고지서 수령 후 고지금액을 법적기한 내에 납부예정입니다. 또한,인용되지 않은 일부 항목에 대하여는 조세심판을 통하여 부과처분 취소 청구를진행할 예정입니다.


- 상기 부과금액은 과세전 적부심사결과를 거쳐 발급 고지된 고지서상의 고지금액이며 향후 고지금액을 법적기한 내에 납부예정입니다. 또한,인용되지 않은 일부 항목에 대하여는 조세심판을 통하여 부과처분 취소 청구를진행할 예정입니다.




5. 확인(통지서접수)일자


2017-09-19


2017-10-20




6. 기타 투자판단에 참고할 사항


1. 상기 1항의 추징금액에 대한 세부내역은 아래와 같습니다.
            
* 수입신고물품 단가오류, 임가공비 과소신고, 통화오류, 임차수입물품 과세가격 과소신고 등  
            
  - 관세   :             0원
              - 부가세 : 2,095,755,720원
              - 가산세 :   456,651,260원
              - 합계   : 2,552,406,980원
            
2. 금번 과세전 적부심 결과로 취소 인용된 금액은 402,820,640원이며, 납부 후 환급 대상으로 결정된 금액은 1,014,343,840원입니다.
            
3. 상기 1항의 자기자본은 공시 당시의 최근사업연도말인 2015년말 재무제표기준 금액 입니다.
            
4. 상기 5항의 확인일자는 과세전 적부심사 결과통지문을 수령한 일자입니다.


1. 상기 1항의 추징금액에 대한 세부내역은 아래와 같습니다.
            
* 수입신고물품 단가오류, 임가공비 과소신고, 통화오류, 임차수입물품 과세가격 과소신고 등
            
  - 관세   :             0원
              - 부가세 : 1,770,439,960원
              - 가산세 :   368,293,590원
              - 합계   : 2,138,733,550원
            
2. 금번 과세전적부심 결과로 취소인용된 금액과 고지서상 확인된 취소금액의 합계는 816,494,070원이며, 납부 후 환급 대상으로 결정된 금액은 1,006,839,800원입니다.
            
3. 상기 1항의 자기자본은 공시 당시의 최근사업연도말인 2015년말 재무제표기준 금액 입니다.
            
