회사명,거래소코드,회계년도,발행종류
(주)릭스솔루션,029480,2016/12,10
(주)릭스솔루션,029480,2017/12,10
(주)릭스솔루션,029480,2018/12,10
(주)릭스솔루션,029480,2018/12,10
(주)릭스솔루션,029480,2018/12,10
(주)릭스솔루션,029480,2019/12,10
(주)릭스솔루션,029480,2019/12,10
(주)릭스솔루션,029480,2019/12,10
(주)릭스솔루션,029480,2019/12,10
(주)릭스솔루션,029480,2019/12,10
(주)릭스솔루션,029480,2020/12,10
(주)릭스솔루션,029480,2020/12,10
(주)릭스솔루션,029480,2020/12,10
(주)릭스솔루션,029480,2020/12,10
(주)링네트,042500,2000/12,
(주)링네트,042500,2001/12,
(주)링네트,042500,2002/12,
(주)링네트,042500,2003/12,
(주)링네트,042500,2004/12,
(주)링네트,042500,2005/12,
(주)링네트,042500,2006/12,
(주)링네트,042500,2007/12,
(주)링네트,042500,2008/12,
(주)링네트,042500,2009/12,
(주)링네트,042500,2010/12,
(주)링네트,042500,2011/12,
(주)링네트,042500,2012/12,
(주)링네트,042500,2013/12,
(주)링네트,042500,2014/12,
(주)링네트,042500,2015/12,
(주)링네트,042500,2016/12,
(주)링네트,042500,2017/12,
(주)링네트,042500,2018/12,
(주)링네트,042500,2019/12,
(주)링네트,042500,2020/12,
(주)링크제니시스,219420,2014/12,
(주)링크제니시스,219420,2015/12,
(주)링크제니시스,219420,2016/12,
(주)링크제니시스,219420,2017/12,
(주)링크제니시스,219420,2018/12,
(주)링크제니시스,219420,2019/12,
(주)링크제니시스,219420,2020/12,
(주)마니커,027740,2000/12,
(주)마니커,027740,2001/12,
(주)마니커에프앤지,195500,2008/12,
(주)마니커에프앤지,195500,2009/12,
(주)마니커에프앤지,195500,2010/12,
(주)마니커에프앤지,195500,2011/12,
(주)마니커에프앤지,195500,2012/12,
(주)마니커에프앤지,195500,2013/12,
(주)마니커에프앤지,195500,2014/12,
(주)마니커에프앤지,195500,2015/12,
(주)마니커에프앤지,195500,2016/12,
(주)마니커에프앤지,195500,2017/12,
(주)마니커에프앤지,195500,2018/12,
(주)마니커에프앤지,195500,2019/12,
(주)마니커에프앤지,195500,2020/12,
(주)마이더스AI,222810,2015/12,10
(주)마이더스AI,222810,2016/12,10
(주)마이더스AI,222810,2017/12,10
(주)마이더스AI,222810,2017/12,10
(주)마이더스AI,222810,2018/12,10
(주)마이더스AI,222810,2018/12,10
(주)마이더스AI,222810,2018/12,30
(주)마이더스AI,222810,2018/12,20
(주)마이더스AI,222810,2019/12,10
(주)마이더스AI,222810,2019/12,10
(주)마이더스AI,222810,2019/12,10
(주)마이더스AI,222810,2019/12,10
(주)마이더스AI,222810,2020/12,10
(주)마이스코,088700,2002/12,
(주)마이스코,088700,2003/12,
(주)마이스코,088700,2004/12,
(주)마이스코,088700,2005/12,
(주)마이스코,088700,2006/12,
(주)마이스코,088700,2007/12,10
(주)마이스코,088700,2008/12,10
(주)마이스코,088700,2009/12,
(주)마이스코,088700,2010/12,
(주)마이스코,088700,2011/12,20
(주)마이스코,088700,2012/12,20
(주)마이스코,088700,2012/12,20
(주)마이크로디지탈,305090,2017/12,
(주)마이크로디지탈,305090,2018/12,
(주)마이크로디지탈,305090,2019/12,
(주)마이크로디지탈,305090,2020/12,
(주)마이크로컨텍솔루션,098120,2005/12,
(주)마이크로컨텍솔루션,098120,2006/12,
(주)마이크로컨텍솔루션,098120,2007/12,
(주)마이크로컨텍솔루션,098120,2008/12,
(주)마이크로컨텍솔루션,098120,2009/12,
(주)마이크로컨텍솔루션,098120,2010/12,
(주)마이크로컨텍솔루션,098120,2011/12,
(주)마이크로컨텍솔루션,098120,2012/12,
(주)마이크로컨텍솔루션,098120,2013/12,
(주)마이크로컨텍솔루션,098120,2014/12,
(주)마이크로컨텍솔루션,098120,2015/12,
(주)마이크로컨텍솔루션,098120,2016/12,
(주)마이크로컨텍솔루션,098120,2017/12,
(주)마이크로컨텍솔루션,098120,2018/12,
(주)마이크로컨텍솔루션,098120,2019/12,
(주)마이크로컨텍솔루션,098120,2020/12,
(주)마이크로프랜드,147760,2007/12,
(주)마이크로프랜드,147760,2008/12,
(주)마이크로프랜드,147760,2009/12,
(주)마이크로프랜드,147760,2010/12,
(주)마이크로프랜드,147760,2011/12,
(주)마이크로프랜드,147760,2012/12,
(주)마이크로프랜드,147760,2013/12,
(주)마이크로프랜드,147760,2014/12,
(주)마이크로프랜드,147760,2015/12,
(주)마이크로프랜드,147760,2016/12,
(주)마이크로프랜드,147760,2017/12,
(주)마이크로프랜드,147760,2018/12,
(주)마이크로프랜드,147760,2019/12,
(주)마이크로프랜드,147760,2020/12,
(주)마인에스에이,039500,2000/08,
(주)마인에스에이,039500,2001/08,
(주)마크로밀엠브레인,169330,2010/12,
(주)마크로밀엠브레인,169330,2011/12,
(주)마크로밀엠브레인,169330,2012/12,
(주)마크로밀엠브레인,169330,2013/12,
(주)마크로밀엠브레인,169330,2014/12,
(주)마크로밀엠브레인,169330,2015/12,
(주)마크로밀엠브레인,169330,2017/06,
(주)마크로밀엠브레인,169330,2018/06,
(주)마크로밀엠브레인,169330,2019/06,
(주)마크로밀엠브레인,169330,2020/06,
(주)마크로젠,038290,2000/06,
(주)마크로젠,038290,2001/06,
(주)마크로젠,038290,2002/06,
(주)마크로젠,038290,2003/06,
(주)마크로젠,038290,2004/06,
(주)마크로젠,038290,2005/06,
(주)마크로젠,038290,2006/06,
(주)마크로젠,038290,2007/06,
(주)마크로젠,038290,2008/06,
(주)마크로젠,038290,2009/06,
(주)마크로젠,038290,2010/12,20
(주)마크로젠,038290,2011/12,20
(주)마크로젠,038290,2012/12,20
(주)마크로젠,038290,2013/12,20
(주)마크로젠,038290,2014/12,10
(주)마크로젠,038290,2014/12,20
(주)마크로젠,038290,2015/12,20
(주)마크로젠,038290,2015/12,10
(주)마크로젠,038290,2016/12,20
(주)마크로젠,038290,2016/12,10
(주)마크로젠,038290,2017/12,10
(주)마크로젠,038290,2018/12,
(주)마크로젠,038290,2019/12,10
(주)마크로젠,038290,2020/12,10
(주)맘스터치앤컴퍼니,220630,2015/12,10
(주)맘스터치앤컴퍼니,220630,2016/12,10
(주)맘스터치앤컴퍼니,220630,2016/12,20
(주)맘스터치앤컴퍼니,220630,2017/12,10
(주)맘스터치앤컴퍼니,220630,2018/12,10
(주)맘스터치앤컴퍼니,220630,2019/12,10
(주)맘스터치앤컴퍼니,220630,2020/12,
(주)매직마이크로,127160,2009/12,
(주)매직마이크로,127160,2010/12,
(주)매직마이크로,127160,2011/12,
(주)매직마이크로,127160,2012/12,
(주)매직마이크로,127160,2013/12,
(주)매직마이크로,127160,2014/12,
(주)매직마이크로,127160,2015/12,
(주)매직마이크로,127160,2016/12,10
(주)매직마이크로,127160,2017/12,10
(주)매직마이크로,127160,2018/12,10
(주)매직마이크로,127160,2018/12,10
(주)매직마이크로,127160,2019/12,10
(주)매직마이크로,127160,2019/12,10
(주)매직마이크로,127160,2019/12,10
(주)매직마이크로,127160,2019/12,10
(주)매직마이크로,127160,2019/12,10
(주)매직마이크로,127160,2019/12,10
(주)매직마이크로,127160,2020/12,10
(주)매직마이크로,127160,2020/12,10
(주)매직마이크로,127160,2020/12,10
(주)매직마이크로,127160,2020/12,10
(주)매직마이크로,127160,2020/12,10
(주)매커스,093520,2006/12,20
(주)매커스,093520,2007/12,20
(주)매커스,093520,2007/12,10
(주)매커스,093520,2008/12,20
(주)매커스,093520,2008/12,20
(주)매커스,093520,2008/12,10
(주)매커스,093520,2009/12,20
(주)매커스,093520,2009/12,20
(주)매커스,093520,2009/12,20
(주)매커스,093520,2010/12,20
(주)매커스,093520,2010/12,20
(주)매커스,093520,2011/12,
(주)매커스,093520,2012/12,
(주)매커스,093520,2013/12,
(주)매커스,093520,2014/12,
(주)매커스,093520,2015/12,
(주)매커스,093520,2016/12,
(주)매커스,093520,2017/12,
(주)매커스,093520,2018/12,
(주)매커스,093520,2019/12,
(주)매커스,093520,2020/12,
(주)맥스브로,088810,2006/12,20
(주)맥스브로,088810,2007/12,20
(주)맥스브로,088810,2007/12,10
(주)맥스브로,088810,2008/12,20
(주)맥스브로,088810,2008/12,20
(주)맥스브로,088810,2009/12,
(주)맥스브로,088810,2010/12,10
(주)맥스브로,088810,2010/12,20
(주)맥스트,377030,2020/12,
(주)맥시스템,036880,2000/12,10
(주)맥시스템,036880,2000/12,20
(주)맥시스템,036880,2000/12,10
(주)맥시스템,036880,2001/12,10
(주)맥시스템,036880,2001/12,10
(주)맥시스템,036880,2001/12,20
(주)맥시스템,036880,2002/12,20
(주)맥시스템,036880,2002/12,10
(주)맥시스템,036880,2003/12,10
(주)맥시스템,036880,2003/12,20
(주)맥시스템,036880,2004/12,20
(주)머큐리,100590,2000/12,
(주)머큐리,100590,2001/12,
(주)머큐리,100590,2002/12,
(주)머큐리,100590,2003/12,
(주)머큐리,100590,2004/12,
(주)머큐리,100590,2005/12,
(주)머큐리,100590,2006/12,
(주)머큐리,100590,2007/12,
(주)머큐리,100590,2008/12,
(주)머큐리,100590,2009/12,
(주)머큐리,100590,2010/12,
(주)머큐리,100590,2011/12,
(주)머큐리,100590,2012/12,
(주)머큐리,100590,2013/12,
(주)머큐리,100590,2014/12,
(주)머큐리,100590,2015/12,
(주)머큐리,100590,2016/12,
(주)머큐리,100590,2017/12,
(주)머큐리,100590,2018/12,
(주)머큐리,100590,2019/12,10
(주)머큐리,100590,2020/12,10
(주)멀티캠퍼스,067280,2006/12,
(주)멀티캠퍼스,067280,2007/12,
(주)멀티캠퍼스,067280,2008/12,
(주)멀티캠퍼스,067280,2009/12,
(주)멀티캠퍼스,067280,2010/12,
(주)멀티캠퍼스,067280,2011/12,
(주)멀티캠퍼스,067280,2012/12,
(주)멀티캠퍼스,067280,2013/12,
(주)멀티캠퍼스,067280,2014/12,
(주)멀티캠퍼스,067280,2015/12,
(주)멀티캠퍼스,067280,2016/12,
(주)멀티캠퍼스,067280,2017/12,
(주)멀티캠퍼스,067280,2018/12,
(주)멀티캠퍼스,067280,2019/12,
(주)멀티캠퍼스,067280,2020/12,
(주)메드팩토,235980,2018/12,
(주)메드팩토,235980,2019/12,
(주)메드팩토,235980,2020/12,
(주)메디아나,041920,2001/12,
(주)메디아나,041920,2002/12,
(주)메디아나,041920,2003/12,
(주)메디아나,041920,2004/12,
(주)메디아나,041920,2005/12,
(주)메디아나,041920,2006/12,
(주)메디아나,041920,2007/12,
(주)메디아나,041920,2008/12,
(주)메디아나,041920,2009/12,
(주)메디아나,041920,2010/12,
(주)메디아나,041920,2011/12,
(주)메디아나,041920,2012/12,
(주)메디아나,041920,2013/12,
(주)메디아나,041920,2014/12,
(주)메디아나,041920,2015/12,
(주)메디아나,041920,2016/12,
(주)메디아나,041920,2017/12,
(주)메디아나,041920,2018/12,
(주)메디아나,041920,2019/12,
(주)메디아나,041920,2020/12,
(주)메디콕스,054180,2000/12,
(주)메디콕스,054180,2001/12,
(주)메디콕스,054180,2002/12,
(주)메디콕스,054180,2003/12,
(주)메디콕스,054180,2004/12,
(주)메디콕스,054180,2005/12,10
(주)메디콕스,054180,2006/12,10
(주)메디콕스,054180,2006/12,10
(주)메디콕스,054180,2008/06,
(주)메디콕스,054180,2009/06,20
(주)메디콕스,054180,2009/06,10
(주)메디콕스,054180,2010/06,10
(주)메디콕스,054180,2011/06,
(주)메디콕스,054180,2012/06,
(주)메디콕스,054180,2013/06,
(주)메디콕스,054180,2014/06,
(주)메디콕스,054180,2015/06,
(주)메디콕스,054180,2016/06,
(주)메디콕스,054180,2017/06,10
(주)메디콕스,054180,2018/06,10
(주)메디콕스,054180,2019/06,10
(주)메디콕스,054180,2019/06,10
(주)메디콕스,054180,2019/06,10
(주)메디콕스,054180,2020/12,10
(주)메디콕스,054180,2020/12,10
(주)메디콕스,054180,2020/12,10
(주)메디톡스,086900,2005/12,
(주)메디톡스,086900,2006/12,
(주)메디톡스,086900,2007/12,
(주)메디톡스,086900,2008/12,
(주)메디톡스,086900,2009/12,
(주)메디톡스,086900,2010/12,
(주)메디톡스,086900,2011/12,
(주)메디톡스,086900,2012/12,
(주)메디톡스,086900,2013/12,
(주)메디톡스,086900,2014/12,
(주)메디톡스,086900,2015/12,
(주)메디톡스,086900,2016/12,
(주)메디톡스,086900,2017/12,
(주)메디톡스,086900,2018/12,
(주)메디톡스,086900,2019/12,
(주)메디톡스,086900,2020/12,10
(주)메디프론디비티,065650,2000/12,
(주)메디프론디비티,065650,2001/12,
(주)메디프론디비티,065650,2002/12,
(주)메디프론디비티,065650,2003/12,
(주)메디프론디비티,065650,2004/12,10
(주)메디프론디비티,065650,2005/12,
(주)메디프론디비티,065650,2006/12,
(주)메디프론디비티,065650,2007/12,10
(주)메디프론디비티,065650,2008/12,20
(주)메디프론디비티,065650,2009/12,20
(주)메디프론디비티,065650,2010/12,20
(주)메디프론디비티,065650,2011/12,
(주)메디프론디비티,065650,2012/12,
(주)메디프론디비티,065650,2013/12,
(주)메디프론디비티,065650,2014/12,10
(주)메디프론디비티,065650,2015/12,10
(주)메디프론디비티,065650,2016/12,10
(주)메디프론디비티,065650,2017/12,
(주)메디프론디비티,065650,2018/12,
(주)메디프론디비티,065650,2019/12,
(주)메디프론디비티,065650,2020/12,20
(주)메디프론디비티,065650,2020/12,10
(주)메지온,140410,2009/12,
(주)메지온,140410,2010/12,
(주)메지온,140410,2011/12,
(주)메지온,140410,2012/12,
(주)메지온,140410,2013/12,
(주)메지온,140410,2014/12,
(주)메지온,140410,2015/12,10
(주)메지온,140410,2016/12,20
(주)메지온,140410,2016/12,10
(주)메지온,140410,2017/12,20
(주)메지온,140410,2017/12,10
(주)메지온,140410,2018/12,20
(주)메지온,140410,2018/12,10
(주)메지온,140410,2019/12,20
(주)메지온,140410,2020/12,20
(주)메카로,241770,2007/12,
(주)메카로,241770,2008/12,
(주)메카로,241770,2011/12,
(주)메카로,241770,2012/12,
(주)메카로,241770,2013/12,
(주)메카로,241770,2014/12,
(주)메카로,241770,2015/12,
(주)메카로,241770,2016/12,
(주)메카로,241770,2017/12,
(주)메카로,241770,2018/12,
(주)메카로,241770,2019/12,
(주)메카로,241770,2020/12,
(주)메카포럼,035830,2000/12,
(주)메카포럼,035830,2001/12,
(주)메카포럼,035830,2002/12,
(주)메카포럼,035830,2003/12,
(주)메카포럼,035830,2004/12,
(주)메카포럼,035830,2005/12,10
(주)메카포럼,035830,2005/12,20
(주)메카포럼,035830,2006/12,20
(주)메카포럼,035830,2006/12,20
(주)메카포럼,035830,2006/12,10
(주)메카포럼,035830,2006/12,10
(주)메카포럼,035830,2006/12,10
(주)메카포럼,035830,2006/12,10
(주)메카포럼,035830,2007/12,20
(주)메카포럼,035830,2007/12,20
(주)메카포럼,035830,2008/12,20
(주)메카포럼,035830,2008/12,20
(주)메카포럼,035830,2008/12,10
(주)메카포럼,035830,2008/12,10
(주)메카포럼,035830,2009/12,10
(주)메카포럼,035830,2009/12,10
(주)메카포럼,035830,2009/12,10
(주)메카포럼,035830,2009/12,20
(주)메카포럼,035830,2009/12,20
(주)메카포럼,035830,2009/12,20
(주)메타바이오메드,059210,2000/12,
(주)메타바이오메드,059210,2001/12,
(주)메타바이오메드,059210,2002/12,
(주)메타바이오메드,059210,2003/12,
(주)메타바이오메드,059210,2004/12,
(주)메타바이오메드,059210,2005/12,
(주)메타바이오메드,059210,2006/12,
(주)메타바이오메드,059210,2007/12,
(주)메타바이오메드,059210,2008/12,
(주)메타바이오메드,059210,2009/12,
(주)메타바이오메드,059210,2010/12,10
(주)메타바이오메드,059210,2011/12,
(주)메타바이오메드,059210,2012/12,20
(주)메타바이오메드,059210,2013/12,20
(주)메타바이오메드,059210,2013/12,20
(주)메타바이오메드,059210,2014/12,20
(주)메타바이오메드,059210,2014/12,20
(주)메타바이오메드,059210,2015/12,20
(주)메타바이오메드,059210,2016/12,20
(주)메타바이오메드,059210,2017/12,20
(주)메타바이오메드,059210,2018/12,
(주)메타바이오메드,059210,2019/12,
(주)메타바이오메드,059210,2020/12,
(주)멕아이씨에스,058110,2000/12,
(주)멕아이씨에스,058110,2001/12,
(주)멕아이씨에스,058110,2002/12,
(주)멕아이씨에스,058110,2003/12,
(주)멕아이씨에스,058110,2004/12,
(주)멕아이씨에스,058110,2005/12,
(주)멕아이씨에스,058110,2006/12,
(주)멕아이씨에스,058110,2015/12,
(주)멕아이씨에스,058110,2016/12,10
(주)멕아이씨에스,058110,2017/12,10
(주)멕아이씨에스,058110,2018/12,10
(주)멕아이씨에스,058110,2019/12,10
(주)멕아이씨에스,058110,2019/12,10
(주)멕아이씨에스,058110,2020/12,10
(주)멕아이씨에스,058110,2020/12,10
(주)멕아이씨에스,058110,2020/12,10
(주)멜파스,096640,2006/12,
(주)멜파스,096640,2007/12,
(주)멜파스,096640,2008/12,
(주)멜파스,096640,2009/12,
(주)멜파스,096640,2010/12,
(주)멜파스,096640,2011/12,
(주)멜파스,096640,2012/12,
(주)멜파스,096640,2013/12,20
(주)멜파스,096640,2014/12,20
(주)멜파스,096640,2015/12,20
(주)멜파스,096640,2016/12,20
(주)멜파스,096640,2017/12,20
(주)멜파스,096640,2018/12,20
(주)멜파스,096640,2018/12,10
(주)멜파스,096640,2018/12,20
(주)멜파스,096640,2018/12,10
(주)멜파스,096640,2019/12,20
(주)멜파스,096640,2019/12,10
(주)멜파스,096640,2019/12,10
(주)멜파스,096640,2019/12,10
(주)멜파스,096640,2020/12,10
(주)멜파스,096640,2020/12,20
(주)모다,149940,2008/12,
(주)모다,149940,2009/12,
(주)모다,149940,2010/12,
(주)모다,149940,2011/12,
(주)모다,149940,2012/12,
(주)모다,149940,2013/12,
(주)모다,149940,2014/12,10
(주)모다,149940,2014/12,10
(주)모다,149940,2015/12,10
(주)모다,149940,2015/12,10
(주)모다,149940,2015/12,10
(주)모다,149940,2016/12,10
(주)모다,149940,2016/12,10
(주)모다,149940,2016/12,10
(주)모다,149940,2016/12,10
(주)모다,149940,2016/12,10
(주)모다,149940,2016/12,10
(주)모다,149940,2016/12,10
(주)모다,149940,2016/12,20
(주)모다,149940,2017/12,10
(주)모다,149940,2017/12,10
(주)모다,149940,2017/12,10
(주)모다,149940,2017/12,20
(주)모다,149940,2017/12,10
(주)모다,149940,2017/12,10
(주)모다,149940,2018/12,10
(주)모다,149940,2018/12,10
(주)모다,149940,2018/12,10
(주)모다,149940,2018/12,20
(주)모다,149940,2019/12,10
(주)모다,149940,2019/12,10
(주)모다,149940,2019/12,10
(주)모다,149940,2019/12,10
(주)모다,149940,2019/12,20
(주)모다,149940,2019/12,10
(주)모다,149940,2019/12,10
(주)모다,149940,2019/12,20
(주)모다이노칩,080420,2002/12,
(주)모다이노칩,080420,2003/12,
(주)모다이노칩,080420,2004/12,
(주)모다이노칩,080420,2005/12,10
(주)모다이노칩,080420,2006/12,
(주)모다이노칩,080420,2007/12,10
(주)모다이노칩,080420,2008/12,10
(주)모다이노칩,080420,2009/12,
(주)모다이노칩,080420,2010/12,
(주)모다이노칩,080420,2011/12,
(주)모다이노칩,080420,2012/12,
(주)모다이노칩,080420,2013/12,
(주)모다이노칩,080420,2014/12,
(주)모다이노칩,080420,2015/12,
(주)모다이노칩,080420,2016/12,
(주)모다이노칩,080420,2017/12,
(주)모다이노칩,080420,2018/12,
(주)모다이노칩,080420,2019/12,
(주)모다이노칩,080420,2020/12,
(주)모닷텔,048150,2000/12,
(주)모닷텔,048150,2001/12,
(주)모닷텔,048150,2002/12,10
(주)모닷텔,048150,2003/12,10
(주)모닷텔,048150,2003/12,10
(주)모델라인,064720,2000/12,
(주)모델라인,064720,2001/12,
(주)모델라인,064720,2002/12,
(주)모델라인,064720,2003/12,
(주)모델라인,064720,2004/12,20
(주)모델라인,064720,2005/12,20
(주)모델라인,064720,2006/12,20
(주)모델라인,064720,2007/12,20
(주)모두투어네트워크,080160,2002/12,
(주)모두투어네트워크,080160,2003/12,
(주)모두투어네트워크,080160,2004/12,
(주)모두투어네트워크,080160,2005/12,
(주)모두투어네트워크,080160,2006/12,
(주)모두투어네트워크,080160,2007/12,
(주)모두투어네트워크,080160,2008/12,
(주)모두투어네트워크,080160,2009/12,
(주)모두투어네트워크,080160,2010/12,
(주)모두투어네트워크,080160,2011/12,
(주)모두투어네트워크,080160,2012/12,
(주)모두투어네트워크,080160,2013/12,
(주)모두투어네트워크,080160,2014/12,
(주)모두투어네트워크,080160,2015/12,
(주)모두투어네트워크,080160,2016/12,20
(주)모두투어네트워크,080160,2016/12,20
(주)모두투어네트워크,080160,2017/12,20
(주)모두투어네트워크,080160,2017/12,20
(주)모두투어네트워크,080160,2018/12,20
(주)모두투어네트워크,080160,2018/12,20
(주)모두투어네트워크,080160,2019/12,20
(주)모두투어네트워크,080160,2019/12,20
(주)모두투어네트워크,080160,2020/12,20
(주)모디아,046000,2000/12,
(주)모디아,046000,2001/12,20
(주)모디아,046000,2001/12,10
(주)모디아,046000,2002/12,10
(주)모디아,046000,2002/12,20
(주)모디아,046000,2003/12,
(주)모라리소스,018890,2000/12,
(주)모라리소스,018890,2001/12,10
(주)모라리소스,018890,2002/12,10
(주)모라리소스,018890,2002/12,20
(주)모라리소스,018890,2003/12,
(주)모라리소스,018890,2004/12,
(주)모라리소스,018890,2005/12,20
(주)모라리소스,018890,2006/12,20
(주)모라리소스,018890,2007/12,
(주)모라리소스,018890,2008/12,
(주)모라리소스,018890,2009/12,
(주)모린스,110310,2007/12,
(주)모린스,110310,2008/12,
(주)모린스,110310,2009/12,
(주)모린스,110310,2010/12,20
(주)모린스,110310,2011/12,20
(주)모린스,110310,2012/12,20
(주)모린스,110310,2013/12,20
(주)모린스,110310,2013/12,20
(주)모바일리더,100030,2007/12,
(주)모바일리더,100030,2008/12,
(주)모바일리더,100030,2009/12,
(주)모바일리더,100030,2010/12,
(주)모바일리더,100030,2011/12,
(주)모바일리더,100030,2012/12,
(주)모바일리더,100030,2013/12,
(주)모바일리더,100030,2014/12,
(주)모바일리더,100030,2015/12,
(주)모바일리더,100030,2016/12,
(주)모바일리더,100030,2017/12,
(주)모바일리더,100030,2018/12,
(주)모바일리더,100030,2019/12,
(주)모바일리더,100030,2020/12,
(주)모베이스,101330,2004/12,
(주)모베이스,101330,2005/12,
(주)모베이스,101330,2006/12,
(주)모베이스,101330,2007/12,
(주)모베이스,101330,2008/12,
(주)모베이스,101330,2009/12,
(주)모베이스,101330,2010/12,
(주)모베이스,101330,2011/12,
(주)모베이스,101330,2012/12,
(주)모베이스,101330,2013/12,
(주)모베이스,101330,2014/12,
(주)모베이스,101330,2015/12,
(주)모베이스,101330,2016/12,
(주)모베이스,101330,2017/12,
(주)모베이스,101330,2018/12,
(주)모베이스,101330,2019/12,
(주)모베이스,101330,2020/12,
(주)모베이스전자,012860,2000/12,
(주)모베이스전자,012860,2001/12,
(주)모베이스전자,012860,2002/12,
(주)모베이스전자,012860,2003/12,
(주)모베이스전자,012860,2004/12,10
(주)모베이스전자,012860,2005/12,10
(주)모베이스전자,012860,2006/12,
(주)모베이스전자,012860,2007/12,
(주)모베이스전자,012860,2008/12,
(주)모베이스전자,012860,2009/12,
(주)모베이스전자,012860,2010/12,
(주)모베이스전자,012860,2011/12,
(주)모베이스전자,012860,2012/12,
(주)모베이스전자,012860,2013/12,
(주)모베이스전자,012860,2014/12,
(주)모베이스전자,012860,2015/12,
(주)모베이스전자,012860,2016/12,
(주)모베이스전자,012860,2017/12,
(주)모베이스전자,012860,2018/12,
(주)모베이스전자,012860,2019/12,10
(주)모베이스전자,012860,2020/12,10
(주)모보,051810,2000/12,
(주)모보,051810,2001/12,20
(주)모보,051810,2002/12,20
(주)모보,051810,2003/12,10
(주)모보,051810,2004/12,20
(주)모보,051810,2005/12,
(주)모보,051810,2006/12,
(주)모보,051810,2007/12,20
(주)모보,051810,2008/12,20
(주)모보,051810,2009/12,20
(주)모비릭스,348030,2016/12,
(주)모비릭스,348030,2017/12,
(주)모비릭스,348030,2018/12,
(주)모비릭스,348030,2019/12,
(주)모비릭스,348030,2020/12,
(주)모비스,250060,2016/12,10
(주)모비스,250060,2017/12,
(주)모비스,250060,2018/12,
(주)모비스,250060,2019/12,
(주)모비스,250060,2020/12,
(주)모빌탑,085680,2002/12,
(주)모빌탑,085680,2003/12,
(주)모빌탑,085680,2004/12,
(주)모빌탑,085680,2005/12,
(주)모빌탑,085680,2006/12,
(주)모빌탑,085680,2007/12,10
(주)모빌탑,085680,2007/12,10
(주)모빌탑,085680,2008/12,10
(주)모빌탑,085680,2008/12,10
(주)모빌탑,085680,2008/12,10
(주)모아텍,033200,2000/12,
(주)모아텍,033200,2001/12,
(주)모아텍,033200,2002/12,
(주)모아텍,033200,2003/12,
(주)모아텍,033200,2004/12,
(주)모아텍,033200,2005/12,
(주)모아텍,033200,2006/12,
(주)모아텍,033200,2007/12,
(주)모아텍,033200,2008/12,
(주)모아텍,033200,2009/12,
(주)모아텍,033200,2010/12,
(주)모아텍,033200,2011/12,
(주)모아텍,033200,2012/12,
(주)모아텍,033200,2013/12,
(주)모아텍,033200,2014/12,
(주)모아텍,033200,2015/12,
(주)모아텍,033200,2016/12,
(주)모아텍,033200,2018/03,
(주)모아텍,033200,2019/03,
(주)모아텍,033200,2020/03,
(주)모젬,079560,2002/12,
(주)모젬,079560,2003/12,
(주)모젬,079560,2004/12,
(주)모젬,079560,2005/12,
(주)모젬,079560,2006/12,
(주)모젬,079560,2007/12,10
(주)모젬,079560,2008/12,10
(주)모젬,079560,2009/12,
(주)모헨즈,006920,2000/12,
(주)모헨즈,006920,2001/12,
(주)모헨즈,006920,2002/12,
(주)모헨즈,006920,2003/12,
(주)모헨즈,006920,2004/12,
(주)모헨즈,006920,2005/12,
(주)모헨즈,006920,2006/12,
(주)모헨즈,006920,2007/12,
(주)모헨즈,006920,2008/12,
(주)모헨즈,006920,2009/12,
(주)모헨즈,006920,2010/12,
(주)모헨즈,006920,2011/12,
(주)모헨즈,006920,2012/12,
(주)모헨즈,006920,2013/12,
(주)모헨즈,006920,2014/12,
(주)모헨즈,006920,2015/12,
(주)모헨즈,006920,2016/12,
(주)모헨즈,006920,2017/12,
(주)모헨즈,006920,2018/12,
(주)모헨즈,006920,2019/12,
(주)모헨즈,006920,2020/12,
(주)무학,033920,2000/12,
(주)무학,033920,2001/12,
(주)무학,033920,2002/12,
(주)무학,033920,2003/12,
(주)무학,033920,2004/12,
(주)무학,033920,2005/12,
(주)무학,033920,2006/12,
(주)무학,033920,2007/12,
(주)무학,033920,2008/12,
(주)무학,033920,2009/12,
(주)미디어코프,053890,2001/12,
(주)미디어코프,053890,2002/12,10
(주)미디어코프,053890,2003/12,
(주)미디어코프,053890,2004/12,
(주)미디어코프,053890,2005/12,10
(주)미디어코프,053890,2005/12,10
(주)미디어코프,053890,2005/12,10
(주)미디어코프,053890,2005/12,10
(주)미디어코프,053890,2005/12,10
(주)미디어코프,053890,2005/12,20
(주)미디어코프,053890,2005/12,20
(주)미디어코프,053890,2006/12,10
(주)미디어코프,053890,2006/12,10
(주)미디어코프,053890,2006/12,10
(주)미디어코프,053890,2006/12,20
(주)미디어코프,053890,2006/12,20
(주)미디어코프,053890,2006/12,20
(주)미디어코프,053890,2006/12,10
(주)미디어코프,053890,2007/12,20
(주)미디어코프,053890,2007/12,20
(주)미디어코프,053890,2007/12,10
(주)미디어코프,053890,2007/12,10
(주)미디어코프,053890,2007/12,10
(주)미디어코프,053890,2007/12,10
(주)미디어코프,053890,2007/12,20
(주)미디어코프,053890,2007/12,10
(주)미디어코프,053890,2007/12,10
(주)미디어코프,053890,2007/12,20
(주)미디어코프,053890,2007/12,20
(주)미디어코프,053890,2007/12,10
(주)미디어코프,053890,2007/12,10
(주)미디어코프,053890,2007/12,20
(주)미디어코프,053890,2008/12,
