,회사명,거래소코드,공시발생일,text,link
10,보성파워텍,006910,2002-12-03 19:31,"








회계처리기준 변경




1. 변경대상
투자유가증권(관계회사 주식)


2. 변경내용


   가. 변경전
원가법


   나. 변경후
지분법


3. 변경기준일
2001년 10월 01일


4. 변경사유(이유, 근거)
회사의 적정한 손익 회계처리


5. 손익에 미치는 영향
- 당기의 영향  경상이익 : 384,259,927원 감소  당기순이익  :  265,907,869 원 감소- 전기의 영향  경상이익 : 485,991,415원 감소  당기순이익  :  336,306,059 원 감소


6. 변경일(이사회결의일)
2002년 12월 03일


   - 사외이사 참석여부
참석(명)
0
불참(명)
1


   - 감사 참석여부
참석


7. 기타
- 당사 자체 결산시 위와 같이 적용하였으며, 외부감사인의 과정에서 지분법 적용 여부가 최종적으로 결정 될 것이며,변동사항 발생시 재공시 하겠습니다.





",https://kind.krx.co.kr/external/2002/12/03/K00172/00000000157804/91827_00461.htm
11,트레이스,052290,2002-12-03 09:43,"








자본도입 또는 기술도입 계약체결




1. 공여자
한국전자통신연구원(ETRI)
(국적)
대한민국


2. 회사와의 관계
-


3. 계약의 주요   내용
도입명
클러스터드 EJB(Enterprise JavaBeans) 2.0 서버 시스템


도입내용
- EJB 서버 클러스터링 지원 소프트웨어- EJB 컨테이너 서버 소프트웨어- GUI 기반 EJB 서버 개발 및 관리 시스템


도입방법
소스코드(Source Code) 제공, 기술지원, 기술교육


대가
- 착수기본료(Initial Payment) : 17,500천원- 기술전수교육비 : 500천원- 매출정률사용료(Running Royalty) : 총매출액의 2%   


계약기간
2002년 12월 2일 ~ 2012년 12월 31


4. 도입이유
제품 기능 강화


5. 계약체결일
2002년 12월 02일


6. 결정일(이사회 결의일)
2002년 12월 02일


   - 사외이사 참석여부
참석(명)
-
불참(명)
-


   - 감사 참석여부
불참


7. 공정거래법 해당여부
아니오


8. 기타
-


※ 관련공시일
-





",https://kind.krx.co.kr/external/2002/12/03/K00011/00000000157530/91646_00362.htm
12,삼천당제약,000250,2002-11-29 16:48,"








자본도입 또는 기술도입 계약체결




1. 공여자
한국화학연구원
(국적)
대한민국


2. 회사와의 관계
없음


3. 계약의 주요   내용
도입명
경구용 이트라코나졸 제제


도입내용
생체이용율을 증진시키기 위한 제제기술


도입방법
전용실시권(제조,판매독점 등) 획득


대가
선급실시료 : 1억경상실시료 : 본 제품 생산개시일 2년이 경과한 시점부터                 총매출액의 2%


계약기간
계약체결일부터 특허 효력이 최종 종료되는 년도말


4. 도입이유
기술 확보


5. 계약체결일
2002년 11월 29일


6. 결정일(이사회 결의일)
2002년 11월 28일


   - 사외이사 참석여부
참석(명)
-
불참(명)
-


   - 감사 참석여부
참석


7. 공정거래법 해당여부
아니오


8. 기타
본 제제기술은 특허출원중인 상태임.


※ 관련공시일
-





",https://kind.krx.co.kr/external/2002/11/29/K00113/00000000157146/91364_00362.htm
13,알에프텍,061040,2002-11-15 11:56,"








자본도입 또는 기술도입 계약체결




1. 공여자
 MOBILE WISE,  INC.
(국적)
 미 국


2. 회사와의 관계
 관계없음


3. 계약의 주요   내용
도입명
 무선충전 베이스(Wire Free Electric Power Base)


도입내용
 ① 무선충전베이스의 설계 스펙 및 관련기술문서 제공 ② 제품의 개발, 생산, 시험, 판매를 위한 기술지도 ③ 특허권, 상표권등 지적재산권의 사용권한 ④ 무선충전베이스의 제조 및 전세계지역 판매권


도입방법
 기술이전 및 License계약


대가
 ①기술도입 및  License 총 실행비 USD $359,281 ②Running Royalty : zero %


계약기간
 2002년 11월 15일 부터 2003년 11월 15일 후로부터는 연속 하는 1년의 기간동안 자동으로 갱신된다.


4. 도입이유
 혁신적인  무선충전 원천기술 확보를 통한 신제품개발 및  신규시장 진입


5. 계약체결일
2002년 11월 15일


6. 결정일(이사회 결의일)
-


   - 사외이사 참석여부
참석(명)
-
불참(명)
-


   - 감사 참석여부
불참


7. 공정거래법 해당여부
아니오


8. 기타
-


※ 관련공시일
-





",https://kind.krx.co.kr/external/2002/11/15/K00043/00000000154563/89633_00362.htm
14,대림제지,017650,2002-11-01 12:02,"








회계추정 변경




1. 변경대상
신규취득자산 감가상각 방법 변경


2. 변경내용


   가. 변경전
정액법(반년상각)


   나. 변경후
정액법(월할상각)


3. 변경기준일
2002년 01월 01일


4. 변경사유(이유, 근거)
거래의 실질과 경제적 사실을 정확하게 재무제표에 반영하고 수익과 비용을 보다 적절히 대응시키기 위함


5. 손익에 미치는 영향
당기 (2002년12월31일현재) 손익계산서에 감가상각비 10,559,233원 감소 및 당기순이익 10,559,233원 증가예상


6. 변경일(이사회결의일)
2002년 11월 01일


   - 사외이사 참석여부
참석(명)
1
불참(명)
-


   - 감사 참석여부
참석


7. 기타
-





",https://kind.krx.co.kr/external/2002/11/01/K00077/00000000150730/86619_00462.htm
15,정산애강,022220,2002-10-31 18:27,"








부도발생 및 은행거래정지




1. 부도내용
만기된 당좌수표 및 약속어음 미결재


2. 부도금액 (원)
4,055,050,600


3. 부도처리 또는 은행거래정지은행
신한은행 역삼 기업금융


4. 부도처리.은행거래    정지일
부도처리일
2002년 10월 31일


은행거래정지일
2002년 11월 01일


5. 부도사유 및 경위
현금자금 부족


6. 주거래은행
신한은행 역삼 기업금융


7. 향후일정
-


8. 기타
부도일자 : 10월30일 1,000,000,000(당좌수표)부도일자 : 10월31일 3,055,050,600(약속어음)2002년 10월 31일 부도설 관련 조회공시 답변입니다.공시책임자 대표이사 김철환





",https://kind.krx.co.kr/external/2002/10/31/K00181/00000000150584/86521_00165.htm
16,상신브레이크,041650,2002-10-23 11:25,"








자본도입 또는 기술도입 계약체결




1. 공여자
일본브레이크공업주식회사(JB)
(국적)
일본


2. 회사와의 관계
없음


3. 계약의 주요   내용
도입명
비석면계 Rear Disc Pad


도입내용
비석면계 Rear Disc Pad 개발ㆍ설계ㆍ제조에 필요한 설계상및 기술상의 원조


도입방법
기술자ㆍ영업인의 파견 및 받아들임


대가
- 기술지도료 : 월1,200,000엔(매년 협의해서 수정함)- Running Royalty : 총판매가격의 3%


계약기간
2002년10월22일∼2012년10월21일


4. 도입이유
선진 마찰재 기술 취득으로 인하여 Rear Disc Pad 신규개발차종 및 보수용시장 선점


5. 계약체결일
2002년 10월 22일


6. 결정일(이사회 결의일)
-


   - 사외이사 참석여부
참석(명)
-
불참(명)
-


   - 감사 참석여부
불참


7. 공정거래법 해당여부
아니오


8. 기타
-


※ 관련공시일
-





",https://kind.krx.co.kr/external/2002/10/23/K00007/00000000148754/85295_00362.htm
17,KNS홀딩스,036760,2002-10-15 12:50,"








기술제휴 계약체결




1. 기술공여자
(주)네모스
(국적)
대한민국


2. 회사와의 관계
-


3. 계약의 주요    내용
제휴 기술명
휴대용저장장치 USB FLASH MEMORY DRIVE 기술


제휴 기술내용
(주)네모스의 USB FLASH MEMORY DRIVE기술에 대한제휴와 독점영업권 및 독점생산권


제휴방법
상호방문에 의한 기술제휴


대가
Running 로열티지급 방식1)판매수량 1EA당 \1,300지급 조건2)최초 1년간 로열티 보장액 (\39,000,000) 


계약기간
2002년 10월 15일 ~ 2004년 10월 15일계약종료일 1개월전까지 당사자간 계약종료의사가 없으면자동연장


4. 기술제휴 이유
신규 사업의 확장


5. 계약체결일
2002년 10월 15일


6. 결정일(이사회 결의일)
-


   - 사외이사 참석여부
참석(명)
-
불참(명)
-


   - 감사 참석여부
불참


7. 공정거래법 해당여부
아니오


8. 기타
...


※ 관련공시일
-





",https://kind.krx.co.kr/external/2002/10/15/K00025/00000000147475/84427_00366.htm
18,대호특수강,021040,2002-10-08 12:06,"








은행거래 재개




1, 은행거래정지
정지일자
2001년 10월 12일


정지사유
최종부도로 인한 당좌거래 정지


2. 은행거래재개
거래재개일자
2002년 10월 08일


거래재개은행
부산은행 부전동기업고객지점


거래재개사유
회사정리절차 인가에 따른 금융거래 정상화


3. 주거래은행
부산은행 부전동기업고객지점


4. 향후일정
정리계획의 이행에 따른 조기 경영정상화 (인가후 6개월이내에 유상증자를 통한 채무 전액변제)


5. 기타
상기사항은 최근의 현저한 시황변동 관련 조회공시(2002.10.04)에 포함된 사항임.                                - 공시책임자 관리인 이영천 -





",https://kind.krx.co.kr/external/2002/10/08/K00031/00000000146159/83581_00168.htm
19,유니셈,036200,2002-09-30 11:36,"








회계처리기준 변경




1. 변경대상
재고자산등 평가방법


2. 변경내용


   가. 변경전
선입선출법


   나. 변경후
총평균법


3. 변경기준일
2002년 01월 01일


4. 변경사유(이유, 근거)
당사 원재료 소요의 소액화, 다품종화 및 주문형 제품생산으로 인한 정확한 제조원가 및 재고자산 단가를 산정키 위함.


5. 손익에 미치는 영향
 -


6. 변경일(이사회결의일)
2002년 09월 28일


   - 사외이사 참석여부
참석(명)
 -
불참(명)
 -


   - 감사 참석여부
참석


7. 기타
 -





",https://kind.krx.co.kr/external/2002/09/30/K00019/00000000144741/82665_00461.htm
20,오페스,053470,2002-09-24 18:21,"








벌금 등의 부과




1. 부과일
2002년 09월 01일


   - 납부기한
2002년 9월 30일


2. 부과금에     관한 사항
부과대상
법인세,부가세등('99년 ~ '00년) 


종      류
법인세 등 추가납부세액


자본금 (원)
2,700,000,000


부과액 (원)
394,880,220


 - 자본금대비 (%)
14.62


3. 부과기관
금천세무서,부천세무서


4. 부과사유
정기세무조사


5. 대책(납부 또는 이의제기)
납부


6. 당해회사의 직전사업연도말 자산총액 (원)
26,324,896,533


7. 기타
※ 납부고지서 접수일 : 2002년 9월 23일





",https://kind.krx.co.kr/external/2002/09/24/K00110/00000000143685/82126_00183.htm
21,세종공업,033530,2002-09-19 14:59,"








자본도입 또는 기술도입 계약체결




1. 공여자
ARVINMERITOR
(국적)
미국


2. 회사와의 관계
없음


3. 계약의 주요   내용
도입명
XD 스테인레스 MANIFOLD 개발


도입내용
스테인레스 MANIFOLD의 STAMPING 방식 공법을 적용하여생산 할 수 있는 기술.


도입방법
PROJEC 공동 개발 


대가
설계용역비 $174,700, 로얄티 : 제품가의 2%


계약기간
2002년09월18일 - 프로젝트업무 종료일까지


4. 도입이유
미국 캘리포니아 EMISSION(자동차배기가스)규제에 대응하기 위한 기술 도입


5. 계약체결일
2002년 09월 18일


6. 결정일(이사회 결의일)
2002년 09월 18일


   - 사외이사 참석여부
참석(명)
-
불참(명)
2


   - 감사 참석여부
참석


7. 공정거래법 해당여부
아니오


8. 기타
-


※ 관련공시일
-





",https://kind.krx.co.kr/external/2002/09/19/K00062/00000000143215/81831_00362.htm
22,이지홀딩스,035810,2002-09-13 15:59,"








회계처리기준 변경




1. 변경대상
재고자산 평가방법(원재료, 제품, 상품, 저장품, 반제품 및 재공품)


2. 변경내용


   가. 변경전
선입선출법


   나. 변경후
이동평균법


3. 변경기준일
2002년 01월 01일


4. 변경사유(이유, 근거)
ERP System 구축으로 인한 재고자산 평가방법의 변경


5. 손익에 미치는 영향
-


6. 변경일(이사회결의일)
2002년 09월 13일


   - 사외이사 참석여부
참석(명)
-
불참(명)
-


   - 감사 참석여부
참석


7. 기타
-





",https://kind.krx.co.kr/external/2002/09/13/K00065/00000000142263/81260_00461.htm
23,모빌링크,041310,2002-09-11 19:06,"








특별손실발생




1. 발생부문
투자유가증권 관련


2. 발생금액 (원)
 1,220,893,007


   - 직전사업연도말 자본금 (원)
2,295,000,000


   - 자본금대비 (%)
53.1


3. 발생일자
-


4. 발생사유
투자유가증권의 평가


5. 회계처리방법
투자유가증권감액손실


6. 당해회사의 직전사업연도말   자산총액 (원)
14,943,205,530


7. 기타
외부감사인의 감사결과 변동될수 있슴





",https://kind.krx.co.kr/external/2002/09/11/K00116/00000000141891/81030_00434.htm
24,풍국주정,023900,2002-09-11 17:24,"








벌금 등의 부과




1. 부과일
2002년 09월 01일


   - 납부기한
2002년 9 월 30 일


2. 부과금에     관한 사항
부과대상
법인세(1997년~2001년)


종      류
법인세 등 추가납부세액


자본금 (원)
1,400,000,000


부과액 (원)
714,641,160


 - 자본금대비 (%)
51


3. 부과기관
남대구 세무서


4. 부과사유
세무조사에 의한 법인세 등 추가납부세액


5. 대책(납부 또는 이의제기)
납부예정


6. 당해회사의 직전사업연도말 자산총액 (원)
31,786,076,557


7. 기타
-





",https://kind.krx.co.kr/external/2002/09/11/K00072/00000000141829/80979_00183.htm
25,코센,009730,2002-09-11 16:33,"








특별이익발생




1. 발생부문
채무면제이익


2. 발생금액 (원)
1,611,000,000


   - 직전사업연도말 자본금 (원)
13,722,256,000


   - 자본금대비 (%)
11.74


3. 발생일자
2002년 09월 11일


4. 발생사유
단기차입금 면제


5. 회계처리방법
채무면제이익


6. 당해회사의 직전사업연도말   자산총액 (원)
43,727,117,680


7. 기타
-기존 당사가 임중순,임상우,임상윤 에게 차입한 채무 22억에 대하여 9월11일자로   수증받은 동사주식 2,000,003주중 620,000주를 임중순 70,000주 임상우 230,000주 임상윤 320,000주를 교부하고(9월 10일 종가기준 589,000,000원) 나머지 1,611,000,000원 채무면제를 하는 내용임-상기 1주당 금액은 전일의(9월10일)협회중개시장에서의 최종종가(950원) 기준임 





",https://kind.krx.co.kr/external/2002/09/11/K00054/00000000141791/80952_00433.htm
26,에이디칩스,054630,2002-09-03 15:56,"








벌금 등의 부과




1. 부과일
2002년 08월 30일


   - 납부기한
2002년 11월 4일


2. 부과금에     관한 사항
부과대상
상장법인등의 신고.공시의무위반등에 대한 금융감독위원회 조치사항(증권거래법 제206조의11 제3항 및 제 4항)


종      류
과징금


자본금 (원)
2,600,000,000


부과액 (원)
863,800,000


 - 자본금대비 (%)
33.2


3. 부과기관
금융감독위원회


4. 부과사유
1. 2002. 3. 20. 대표이사 권기홍이 미국 아메릭스에 대규모 기술이전수출이 있었던 것처럼 위장계약을 체결하고 이와 같은 허위사실을 공시2. 2002. 5. 9. 2002년 1/4분기보고서제출함에 있어 상기 위장계약에 따른 거래내역을 지적재산권 매출액(500만불, 6,632백만원)으로 계상하여 2002년 1/4분기 순손익을 실제로는 적자(△0.3억원)임에도 대규모 흑자(45.8억원)가 발생한 것처럼 허위로 작성. 공시한 사실


5. 대책(납부 또는 이의제기)
당사는 상기 부과사유에 대하여 아래와 같은 이유로 이의를 제기할 것이며, 법적인 절차를 통하여 사실과 다름을 증명할 것임1. 미국 아메릭스사에 기술이전수출한 EISC MCU 기술은 미국, 한국, 대만에서의 특허취득 3개와 특허출원 17개와 산자부/과기부 주관의 SYSTEM 2010 고성능 CPU개발사업에 참여하여 당시 4차년도 사업을 수행하고 있었으며, 정부지원금으로 현재까지 약 40억여원을 지원받고 있습니다. 또한 정보통신부지원 국책사업 3개에 EISC MCU Core기술로 참여기업의 자격으로 공동 개발하는 등 그 기술을 인정받고 있습니다. 국책 사업 뿐만 아니라 MCU기술을 통하여 정보통신부장관으로부터 유망중소정보통신기업, 정보통신우수신기술지정업체등으로 선정이 되었으며, 우수벤쳐기업 대상에서 대통령 표창, 신개발전자부품콘테스트 우수상, 반도체기술개발경진대회 산자부장관상 등을 수상한 기술임2. 2002년 1/4분기 결산시 ""기업회계기준등에 관한 해석42-59"" 에 의거 당사의 피투자회사인 Amerix Group,Inc.와의 기술이전계약으로 인한 매출채권의 대가로 Amerix Group,Inc.의 주식을 취득한 거래를 지분법적용 대상회사가 되기 전의 매출거래에서 발생한 내부미실현손익으로 인식하여 내부미실현손익을 제거하지 않고 회계처리하였으나, ""내부미실현손익의 제거에 대한 한국회계연구원(문서번호 2002-KQA133)의 회계처리지침""에 의거 당사의 피투자회사인 Amerix Group,Inc.와의 기술이전계약으로 인한 매출채권의 대가로 Amerix Group,Inc.의 주식을 취득한 거래를 동시에 발생된 거래로 인식하여, 내부미실현손익을 일시에 제거한 후 Amerix Group, Inc.의 무형자산상각기간(3년) 동안 이미 제거된 미실현 손익을 3년동안 분할하여 다시 이익으로 인식하는 회계처리로 변경하게되어 반기 경상이익이 감소됨


6. 당해회사의 직전사업연도말 자산총액 (원)
 11,734,945,637


7. 기타
납부고지서 접수일 : 2002년 9월 2일





",https://kind.krx.co.kr/external/2002/09/03/K00035/00000000140117/79906_00183.htm
27,인바디,041830,2002-09-02 17:55,"








회계추정 변경




1. 변경대상
유형자산(소프트웨어) 감가상각 내용연수 변경 


2. 변경내용


   가. 변경전
내용연수 1년 (비용처리)


   나. 변경후
내용연수 4년 (정율상각)


3. 변경기준일
2002년 01월 01일


4. 변경사유(이유, 근거)
100만원 이상의 자산성 있는 소프트웨어는 실질에 따라 감가상각 하기로 함


5. 손익에 미치는 영향
손익에 미치는 영향 없음


6. 변경일(이사회결의일)
2002년 09월 02일


   - 사외이사 참석여부
참석(명)
-
불참(명)
-


   - 감사 참석여부
참석


7. 기타
-





",https://kind.krx.co.kr/external/2002/09/02/K00107/00000000140024/79848_00462.htm
