회사명,거래소코드,회계년도,순운전자본비율,자기자본배당률,자기자본배율,유동부채비율,매입채무회전률,총자본투자효율,유동자산회전률
(주)카카오,035720,2005/12,-3.8,0,1021.79,267.75,15.79,8.26,1.28
(주)카카오,035720,2006/12,-18.96,0,1266.32,141.85,13.92,32.78,1.47
(주)카카오,035720,2007/12,7.95,0,1774.04,61.6,14.17,36.86,2.72
(주)카카오,035720,2008/12,19.55,0,2689.6,49.5,14.8,49.8,2.04
(주)카카오,035720,2009/12,27.69,0,3209.91,37.12,21.05,38.32,1.62
(주)카카오,035720,2010/12,34.24,2.85,5258.33,23.95,42.56,47.56,1.75
(주)카카오,035720,2011/12,41.51,5.17,6156.7,21.67,43.12,43.56,1.55
(주)카카오,035720,2012/12,40.38,3.1,7108.29,14.86,40.1,36.85,1.41
(주)카카오,035720,2013/12,35.5,2.95,7437.89,16.02,30.43,34.39,1.68
(주)카카오,035720,2014/12,18.17,0.41,8450.21,8.87,43.35,11.22,0.96
(주)카카오,035720,2015/12,14.53,0.39,8554.98,10.32,0,12.42,1.2
(주)카카오,035720,2016/12,-2.08,0.3,9968.61,18.12,0,7.91,1.4
(주)카카오,035720,2017/12,-6.38,0.28,10462.54,26.67,0,10.67,1.71
(주)카카오,035720,2018/12,0.17,0.21,11382.13,26.32,0,8.25,1.24
(주)카카오,035720,2019/12,-5.5,0.21,11256.17,28.22,0,2.57,1.33
(주)카카오,035720,2020/12,4.91,0.24,12021.05,26.69,0,4.91,1.27
(주)카카오,035720,2001/12,11.93,0,898.38,74.47,12.32,-5.63,2.18
(주)카카오,035720,2000/12,3.89,0,892.69,34.65,7.19,10.32,1.14
(주)카카오페이,377300,2020/12,13.12,0,1706.02,289.69,0,5.81,0.44
(주)카카오페이,377300,2019/12,3.24,0,516.66,931.59,0,-3.56,0.3
(주)카카오페이,377300,2018/12,,,,,,,
(주)카프로,006380,2002/12,7.02,1.08,1859.88,34.71,12.75,12.43,3.02
(주)카프로,006380,2003/12,-0.67,0,1505.96,64.19,9.68,3.74,2.71
(주)카프로,006380,2004/12,1.03,0,771.91,71,8.1,3.88,2.61
(주)카프로,006380,2005/12,1.7,2.74,730.11,82.4,14.69,15.47,5.06
(주)카프로,006380,2006/12,-8.16,0,404.74,208.98,8.92,4.93,3.89
(주)카프로,006380,2007/12,-5.77,0,401.02,228.43,8.89,16.28,4.65
(주)카프로,006380,2008/12,-3.67,0,499.36,160.72,9.45,13.97,5.61
(주)카프로,006380,2009/12,2.81,0,541.45,155.26,7.58,20.4,4.23
(주)카프로,006380,2010/12,20.8,7.6,1052.81,87.82,10.63,35.66,4.03
(주)카프로,006380,2011/12,30.58,7.8,2565.36,48.71,10.07,29.03,2.92
(주)카프로,006380,2012/12,29.79,2.19,2285.03,32.45,7.69,0.57,2.15
(주)카프로,006380,2013/12,28.45,0,1793.72,30.83,9.13,-12.68,2.34
(주)카프로,006380,2014/12,-2.13,0,1407.43,61.1,8.7,-13.16,1.72
(주)카프로,006380,2015/12,-3.79,0,1301.08,61.76,8.4,6.34,1.41
(주)카프로,006380,2016/12,2.66,0,1259.69,80.59,7.58,4.99,1.92
(주)카프로,006380,2017/12,10.64,0.76,1317.95,67.81,7.39,10.75,2.44
(주)카프로,006380,2018/12,19.47,0.74,1348.46,51.57,8.85,10.56,2.57
(주)카프로,006380,2019/12,13.37,0,922.58,78.55,9.98,-7.4,2.11
(주)카프로,006380,2020/12,-5.97,0,618.91,123.39,7.23,-14.58,1.55
(주)카프로,006380,2001/12,7.34,1.03,1933.17,27.19,10.87,13.61,2.41
(주)카프로,006380,2000/12,29.21,2.41,2077.93,20.37,12.82,24.55,2.11
(주)케이씨,029460,2002/12,38.72,1.12,481.97,15.51,17.36,0.89,1.49
(주)케이씨,029460,2003/12,28.26,1.98,501.49,39.65,6.94,15.24,1.65
(주)케이씨,029460,2004/12,34.37,1.69,586.55,28.25,10.14,21.08,2.87
(주)케이씨,029460,2005/12,30.08,1.49,653.29,33.56,10.37,19.81,2.27
(주)케이씨,029460,2006/12,31.03,1.72,737.52,33.93,9.33,19.45,2.07
(주)케이씨,029460,2007/12,39.5,1.5,843.54,24.35,7.73,19.53,1.54
(주)케이씨,029460,2008/12,27.26,0.44,891.07,31.41,11.79,14.71,2.06
(주)케이씨,029460,2009/12,28.63,0.63,928.78,24.59,4.72,10.94,1.09
(주)케이씨,029460,2010/12,35.06,1.1,1086.51,22.03,9.98,19.67,2.3
(주)케이씨,029460,2011/12,36.77,0.53,1122.13,16.38,12.93,13.49,1.73
(주)케이씨,029460,2012/12,40.53,0.35,1130.8,10.3,16.21,10.89,1.08
(주)케이씨,029460,2013/12,41.31,1.1,1235.15,21.25,21.08,16.41,1.74
(주)케이씨,029460,2014/12,44.78,1.42,1359.1,23.46,12.96,15.5,1.41
(주)케이씨,029460,2015/12,42.19,1.85,1555.54,25.17,16.94,19.55,1.52
(주)케이씨,029460,2016/12,38.55,1.64,1715.43,22.97,18.98,18.59,1.55
(주)케이씨,029460,2017/12,30.69,1.44,2300.52,23.86,9.11,18.18,0.82
(주)케이씨,029460,2018/12,21.98,0.89,4533.92,15.56,26.53,69.29,1.26
(주)케이씨,029460,2019/12,27.94,0.8,5708.28,7.62,27.37,14.75,0.92
(주)케이씨,029460,2020/12,32.74,0.73,7568.84,8.01,25.15,8.89,0.78
(주)케이씨,029460,2001/12,39.86,2.95,658.42,7.5,9.01,16.63,0.92
(주)케이씨,029460,2000/12,37.59,3.09,608.41,18.08,13.3,15.64,1.78
(주)케이씨씨,002380,2002/12,5.25,2.23,2121.72,45.95,19.09,26.13,2.56
(주)케이씨씨,002380,2003/12,1.94,2.19,3086,36.29,17.35,20.22,2.57
(주)케이씨씨,002380,2004/12,3.46,2.04,3161.64,38.92,14.46,15.31,2.53
(주)케이씨씨,002380,2005/12,7.38,1.68,3845.66,28.86,13.73,14.45,2.24
(주)케이씨씨,002380,2006/12,6.97,1.83,4679.24,27.32,14.28,12.02,2.04
(주)케이씨씨,002380,2007/12,15.49,1.99,8160,18.56,13.82,7.29,1.42
(주)케이씨씨,002380,2008/12,14.68,1.73,6247.6,21.31,14.5,9.27,1.41
(주)케이씨씨,002380,2009/12,14.61,1.55,8130.1,12.26,14.6,9.91,1.7
(주)케이씨씨,002380,2010/12,11.79,1.19,10285.27,10.52,12.64,8.7,1.79
(주)케이씨씨,002380,2011/12,16.41,1.39,8786.6,16.24,12.84,9.9,1.7
(주)케이씨씨,002380,2012/12,0.89,1.41,8655.63,23.52,15.79,12.48,1.81
(주)케이씨씨,002380,2001/12,11.25,2.43,1946.55,38.81,18.42,28.19,2.52
(주)케이씨씨,002380,2014/12,13.97,1.29,10813.45,13.77,16.49,8.29,1.73
(주)케이씨씨,002380,2015/12,3.69,1.38,10128.46,23.35,15.81,6.3,1.68
(주)케이씨씨,002380,2016/12,3,1.35,10292.71,27.97,14.56,6.48,1.78
(주)케이씨씨,002380,2017/12,-5.75,1.38,10116.69,44.21,14.28,4.4,1.76
(주)케이씨씨,002380,2018/12,10.62,1.41,9913.29,24.36,13.87,4.5,1.57
(주)케이씨씨,002380,2019/12,-3.41,1,7866.09,70.13,11.79,2.97,0.94
(주)케이씨씨,002380,2020/12,-2.17,0.76,10453,45.79,11.58,12.1,0.84
(주)케이씨씨,002380,2013/12,14.03,1.37,8870.89,10.78,17.06,8.2,2.12
(주)케이씨씨,002380,2000/12,7.12,1.67,1850.67,48.25,20.55,23.24,2.76
(주)케이씨씨글라스,344820,2020/12,,,,,,,
(주)케이씨텍,281820,2017/12,,,,,,,
(주)케이씨텍,281820,2020/12,59.22,1.32,3334.41,16.24,18.13,18.62,1.21
(주)케이씨텍,281820,2018/12,49.9,2.08,2590.51,21.57,29.3,27.88,1.69
(주)케이씨텍,281820,2019/12,54.54,1.38,2908.18,16.33,18.02,20.33,1.2
(주)케이씨티시,009070,2002/12,6.13,0.33,4483.37,24.93,9.31,65.27,3.25
(주)케이씨티시,009070,2003/12,5.51,0.33,4598.23,23.84,9.04,56.33,3.72
(주)케이씨티시,009070,2004/12,2.99,0.38,4776.67,43.68,9.54,57.78,3.25
(주)케이씨티시,009070,2005/12,-2.48,0.36,4906.66,40.81,10.47,67.44,3.33
(주)케이씨티시,009070,2006/12,5.07,0.28,661.59,35.77,10.82,64.68,3.43
(주)케이씨티시,009070,2007/12,22.38,0.41,760.68,26.26,11.54,22.91,2.57
(주)케이씨티시,009070,2001/12,3.48,0.34,4438.49,41.26,8.45,61.74,3.17
(주)케이씨티시,009070,2009/12,9.38,0.5,803.93,20.99,12.49,17,3.45
(주)케이씨티시,009070,2010/12,7.03,0.37,804.68,42,13.54,13.19,2.87
(주)케이씨티시,009070,2011/12,0.51,0.42,953.43,28.33,15.72,12.49,3.44
(주)케이씨티시,009070,2012/12,-4.73,0.51,977.54,46.73,14.2,12.8,4.39
(주)케이씨티시,009070,2013/12,1.75,0.6,824.1,37.92,14.62,3.21,4.08
(주)케이씨티시,009070,2014/12,-9.32,0.7,856.98,55.85,15.85,13.17,4.31
(주)케이씨티시,009070,2015/12,-13.51,0.76,920.83,77.76,16.6,9.01,4.37
(주)케이씨티시,009070,2016/12,-14.11,0.69,1005.84,59.65,16.01,14.01,4.49
(주)케이씨티시,009070,2017/12,-19.19,0.67,1041.4,77.75,11.81,12.22,4.98
(주)케이씨티시,009070,2018/12,-10.93,0.82,1093.35,54.27,13.09,13.16,5.46
(주)케이씨티시,009070,2019/12,-12.61,0.79,1130.38,62.44,16.92,13.33,5.67
(주)케이씨티시,009070,2020/12,-8.47,0.83,1195.16,59.33,15.06,14.46,5.15
(주)케이씨티시,009070,2008/12,16.38,0.64,782.23,20.75,12.86,16.78,2.79
(주)케이씨티시,009070,2000/12,4.95,0.23,4368.34,27.81,8.73,65.75,3.74
(주)케이에스에스해운,044450,2000/12,-2.07,1.39,569.06,78.77,39.06,7.5,3.55
(주)케이에스에스해운,044450,2002/12,-7.81,1.71,865.31,90.4,39.78,15.81,3.5
(주)케이에스에스해운,044450,2004/12,-14.56,1.06,1300.91,81.11,27.63,22.48,2.49
(주)케이에스에스해운,044450,2003/12,-8.77,1.13,1049.39,99.41,27.56,21.47,2.59
(주)케이에스에스해운,044450,2006/12,-12.17,0.73,2026.79,42.47,26.11,20.67,5.14
(주)케이에스에스해운,044450,2005/12,-9.95,0.71,1660.75,50.68,23.09,20,3.49
(주)케이에스에스해운,044450,2008/12,-0.21,0.9,1654.46,33.12,33.77,2.97,3.9
(주)케이에스에스해운,044450,2009/12,1.35,1.02,1918.37,29.07,25.28,16.73,3.16
(주)케이에스에스해운,044450,2010/12,-2.82,0.81,2044.11,36.59,21.49,9.66,2.94
(주)케이에스에스해운,044450,2007/12,-2.43,1.47,2035.97,22.47,33.54,16.85,4.47
(주)케이에스에스해운,044450,2012/12,-6.25,0.75,2354.51,24.65,20.96,11.34,6.07
(주)케이에스에스해운,044450,2013/12,-5.31,0.94,2761.6,18.67,22.02,15.07,8.84
(주)케이에스에스해운,044450,2014/12,-9.53,1.25,3180.38,37.62,27.05,10.54,8.05
(주)케이에스에스해운,044450,2011/12,-8.87,0.75,2292.85,35.63,19.81,14.2,3.32
(주)케이에스에스해운,044450,2016/12,-8.35,1.66,2033.42,35.85,22.54,8.25,4.38
(주)케이에스에스해운,044450,2017/12,-7.62,2.3,1960.58,59.45,38.16,9.13,3.66
(주)케이에스에스해운,044450,2018/12,-8.68,2.07,2149.76,48.71,28.51,9.95,3.7
(주)케이에스에스해운,044450,2019/12,-11.06,2.16,2419.79,59.87,24.77,10.04,4.38
(주)케이에스에스해운,044450,2020/12,-15.85,2.51,2314.68,89.2,29.99,7.54,3.41
(주)케이에스에스해운,044450,2001/12,1.76,1.5,660.77,62.17,55.35,18.5,4.45
(주)케이에스에스해운,044450,2015/12,-9.75,1.37,3659.68,41.02,21.6,10.75,5.13
(주)케이에이치필룩스,033180,2002/12,21.77,0.39,249.76,81.57,10.21,13.46,1.62
(주)케이에이치필룩스,033180,2003/12,4.21,0.93,309.8,81.65,11.01,17.21,1.63
(주)케이에이치필룩스,033180,2001/12,29.07,3.21,270.93,51.66,11.2,20.39,2.01
(주)케이에이치필룩스,033180,2005/12,13.14,1.66,285.21,66.34,11.08,16.1,1.78
(주)케이에이치필룩스,033180,2006/12,16.85,1.42,269.23,53.1,8.46,12.75,1.36
(주)케이에이치필룩스,033180,2007/12,16.76,2.33,296.12,38.43,9.41,14.51,1.39
(주)케이에이치필룩스,033180,2008/12,7.13,1.61,368.54,42.11,8.46,13.56,1.61
(주)케이에이치필룩스,033180,2009/12,6.46,1.63,363.73,41.71,7.53,13.19,1.6
(주)케이에이치필룩스,033180,2010/12,7.93,1.82,380.42,41.64,8.5,13.12,1.65
(주)케이에이치필룩스,033180,2011/12,6.02,2.15,275.78,64.21,8.39,12.61,1.83
(주)케이에이치필룩스,033180,2012/12,4.44,2.15,275.78,61.1,7.95,12.66,1.88
(주)케이에이치필룩스,033180,2013/12,5.6,2.42,286.27,60.2,7.95,14.56,1.95
(주)케이에이치필룩스,033180,2014/12,5.72,2.72,290.36,53.68,7.99,13.68,2.04
(주)케이에이치필룩스,033180,2015/12,4.95,0,303.54,51.01,10.07,15.94,2.16
(주)케이에이치필룩스,033180,2016/12,7.62,4.34,355.28,119.19,10.03,10.26,1.19
(주)케이에이치필룩스,033180,2017/12,22.38,3.16,411.81,77.09,10,11.08,0.89
(주)케이에이치필룩스,033180,2018/12,-2.09,0,540.67,82.25,9.21,3.35,0.69
(주)케이에이치필룩스,033180,2019/12,-8.19,0,631.85,49.34,12.7,1.15,0.82
(주)케이에이치필룩스,033180,2020/12,2.37,0,552.17,34.24,13.3,-9.85,0.72
(주)케이에이치필룩스,033180,2004/12,9.17,1.05,269.55,67.5,13.7,17.57,1.95
(주)케이에이치필룩스,033180,2000/12,21.2,4.49,245.06,59.87,9.9,26.6,2.49
(주)케이이씨,092220,2008/12,3.07,0,540.69,69.38,8.54,13.9,2.28
(주)케이이씨,092220,2009/12,14.66,0,289.72,54.8,6.26,7.94,2.18
(주)케이이씨,092220,2010/12,3.33,0,215.56,85.27,5.67,-3.2,2.38
(주)케이이씨,092220,2011/12,-12.59,0,187.49,175.74,5.32,0.78,1.81
(주)케이이씨,092220,2012/12,-10.64,0,130.36,155.67,4.79,-6.62,1.53
(주)케이이씨,092220,2013/12,-1.12,0,457.8,118.45,4.92,3.72,1.67
(주)케이이씨,092220,2014/12,-4.22,0,512.77,113.39,4.2,12.65,1.35
(주)케이이씨,092220,2015/12,10.42,0,508.82,85.66,4.45,7.68,1.25
(주)케이이씨,092220,2016/12,7.97,0,451.75,65.36,6.25,6.3,1.35
(주)케이이씨,092220,2017/12,9.53,0.61,395.73,55.56,6.94,5.35,1.43
(주)케이이씨,092220,2018/12,14.19,0,390.54,48.85,5.72,5.97,1.31
(주)케이이씨,092220,2019/12,8.93,0,357.21,59.9,5.1,-0.45,1.22
(주)케이이씨,092220,2020/12,18.84,0,279.85,72.68,4.84,-7.58,1.09
(주)케이이씨,092220,2007/12,21.38,0,525.9,42.53,8.06,15.32,2.23
(주)케이이씨,092220,2006/12,,,,,,,
(주)케이티,030200,2002/12,-1.51,2.74,498.25,56.59,12.43,39.61,3.4
(주)케이티,030200,2001/12,-4.46,1.9,755.46,32.47,11.21,45.24,4.31
(주)케이티,030200,2004/12,-4.22,5.66,477.04,82.51,15.03,34.85,2.74
(주)케이티,030200,2000/12,-9.82,1.39,732,42.14,9.75,42.36,3.73
(주)케이티,030200,2005/12,1.89,5.32,513.1,38.45,16.74,38.34,2.73
(주)케이티,030200,2007/12,1.78,4.58,569.69,33.64,16.73,36.41,3.64
(주)케이티,030200,2008/12,6.38,2.56,565.78,29.28,16.67,31.77,3.33
(주)케이티,030200,2009/12,3.25,4.68,664.64,54.67,15.95,30.18,3.1
(주)케이티,030200,2010/12,0,5.31,705.71,55.36,15.67,32.22,3.22
(주)케이티,030200,2006/12,-0.17,4.87,547.67,38.25,16.91,37.99,3.54
(주)케이티,030200,2012/12,-4.71,4.11,758.79,61.81,13.23,28.18,3.03
(주)케이티,030200,2011/12,1.28,4.15,750.01,51.44,15.56,29.22,3.23
(주)케이티,030200,2014/12,-10.01,0,613.99,65.9,15.84,23.77,4.08
(주)케이티,030200,2015/12,-5.54,1.18,663.72,57.58,18.49,29.78,4
(주)케이티,030200,2016/12,-4.76,1.77,708.5,54.38,19.44,28.83,3.59
(주)케이티,030200,2017/12,-5.22,2.17,722.98,49.48,19.83,29.13,3.76
(주)케이티,030200,2018/12,3.66,2.12,812.51,46.48,20.07,26.36,3.09
(주)케이티,030200,2019/12,1.7,2.09,824.33,52.45,21.78,22.72,2.58
(주)케이티,030200,2020/12,1.95,2.47,843.95,50.05,22.91,23.26,2.48
(주)케이티,030200,2003/12,-0.67,6.19,436.43,51.26,12.63,57.16,3.11
(주)케이티,030200,2013/12,-9.07,1.77,705.92,63.75,12.77,24.28,3.32
(주)케이티스카이라이프,053210,2002/12,57.3,0,65.34,41.44,3.83,-17.63,0.16
(주)케이티스카이라이프,053210,2004/12,41.99,0,21.04,245.09,10.05,-9.19,0.55
(주)케이티스카이라이프,053210,2005/12,23.95,0,12.08,440.59,8.69,-2.02,0.71
(주)케이티스카이라이프,053210,2006/12,17.32,0,12.87,339.34,8.28,12.08,1.1
(주)케이티스카이라이프,053210,2007/12,24.11,0,31.98,112.82,24.22,18.63,1.24
(주)케이티스카이라이프,053210,2008/12,25.91,0,39.07,94.25,69.62,12.75,1.17
(주)케이티스카이라이프,053210,2009/12,34.37,0,105.07,108.24,19.45,16.09,1.32
(주)케이티스카이라이프,053210,2010/12,15.83,0.39,146.67,139.15,21.65,16.63,1.56
(주)케이티스카이라이프,053210,2011/12,-0.86,0,243.43,77.32,273.4,24.6,1.84
(주)케이티스카이라이프,053210,2012/12,14.89,4.81,290.92,54.49,0,26.73,2.2
(주)케이티스카이라이프,053210,2013/12,13.29,5.41,334.79,45.44,0,29.81,2.17
(주)케이티스카이라이프,053210,2014/12,4.16,3.82,364.36,50.81,0,27.66,2.4
(주)케이티스카이라이프,053210,2015/12,19.81,3.37,413.02,26.88,0,31.54,2.41
(주)케이티스카이라이프,053210,2016/12,26.99,3.64,454.11,26.72,0,27.07,2.01
(주)케이티스카이라이프,053210,2017/12,18.03,2.89,481.95,31.26,0,25.95,1.93
(주)케이티스카이라이프,053210,2018/12,22.73,2.53,551.15,16.27,0,25.06,2.16
(주)케이티스카이라이프,053210,2019/12,40.66,2.4,579.51,16.23,0,21.86,1.79
(주)케이티스카이라이프,053210,2020/12,37.03,2.28,611.7,19.42,0,20.07,1.44
(주)케이티스카이라이프,053210,2003/12,25.69,0,35.76,161.73,5.23,-22.35,0.4
(주)케이티스카이라이프,053210,2001/12,,,,,,,
(주)케이티씨에스,058850,2001/12,,,,,,,
(주)케이티씨에스,058850,2004/12,42.34,0,240.48,38.97,175.7,144.63,3.07
(주)케이티씨에스,058850,2005/12,54.94,1.71,281.42,36.62,116.21,126.8,2.76
(주)케이티씨에스,058850,2006/12,48.24,1.49,321.84,41.25,158.64,112.82,2.57
(주)케이티씨에스,058850,2007/12,52.25,1.93,352,29.45,283.5,114.99,2.66
(주)케이티씨에스,058850,2008/12,36.21,1.21,350.11,35.83,296.38,126.22,3.15
(주)케이티씨에스,058850,2009/12,40.09,1.68,405.11,49.83,292.35,115.63,3.17
(주)케이티씨에스,058850,2010/12,52.91,1.43,477.8,40.67,297.31,145.63,3.08
(주)케이티씨에스,058850,2011/12,47.08,2.44,484.97,44.34,192.66,162.02,2.84
(주)케이티씨에스,058850,2012/12,46.98,3.24,514.46,46.26,344.21,153.44,2.81
(주)케이티씨에스,058850,2013/12,42.01,3.7,515.35,44.91,2130.44,157.41,2.91
(주)케이티씨에스,058850,2014/12,37.04,3.61,595.34,39.56,681.36,152.49,3.35
(주)케이티씨에스,058850,2015/12,32.94,2.95,594.25,43.81,414.53,168.47,3.69
(주)케이티씨에스,058850,2016/12,32.26,2.3,609.18,41.5,619.96,167.21,3.56
(주)케이티씨에스,058850,2017/12,36.01,2.24,627.71,41,979.25,157.58,3.54
(주)케이티씨에스,058850,2018/12,38.3,2.48,636.98,45.96,1010.92,157.79,3.57
(주)케이티씨에스,058850,2019/12,28.2,2.17,646.75,58.23,1826.9,128.27,3.24
(주)케이티씨에스,058850,2020/12,30.57,2.11,646.13,59.96,2064.21,123.38,2.92
(주)케이티씨에스,058850,2002/12,66.21,0,137.71,31.38,0,196.73,2.56
(주)케이티씨에스,058850,2003/12,54.56,0,180.51,39.36,0,172.13,2.83
(주)케이티아이에스,058860,2003/12,56.58,0,159.71,40.66,0,179.91,3.02
(주)케이티아이에스,058860,2004/12,59.43,0,210.75,35.14,0,167.75,2.85
(주)케이티아이에스,058860,2005/12,33.77,2.01,238.86,41.96,1158127,136.99,3.3
(주)케이티아이에스,058860,2006/12,39.99,1.64,293.58,41.04,227.32,127.62,3.36
(주)케이티아이에스,058860,2007/12,41.32,1.8,378.67,36.65,128.77,116,2.95
(주)케이티아이에스,058860,2008/12,45.9,1.55,440.75,33.46,152.72,107.31,2.49
(주)케이티아이에스,058860,2009/12,47.32,1.29,528.01,51.3,84.15,101.03,2.21
(주)케이티아이에스,058860,2010/12,51.18,1.56,620.1,42.66,116.51,149.84,3.06
(주)케이티아이에스,058860,2011/12,53.05,1.91,696.88,37.53,280.8,146.53,2.82
(주)케이티아이에스,058860,2012/12,52.9,2.48,714.67,38.5,835.87,153.52,2.78
(주)케이티아이에스,058860,2013/12,50.82,2.81,756.28,36.36,626.05,156.07,2.75
(주)케이티아이에스,058860,2014/12,43.07,2.82,850.38,38.24,674.77,141.98,3.11
(주)케이티아이에스,058860,2015/12,24.02,2.18,895.31,33.47,512.97,153.3,3.65
(주)케이티아이에스,058860,2016/12,24.28,1.72,904,37.94,775.17,128.92,4.04
(주)케이티아이에스,058860,2017/12,26.88,1.68,926.66,35.1,1549.59,122.98,3.81
(주)케이티아이에스,058860,2018/12,29.09,1.69,920.92,37.74,1002.36,126.21,3.7
(주)케이티아이에스,058860,2019/12,16.22,1.81,967.03,45.82,1341.27,96.12,3.54
(주)케이티아이에스,058860,2020/12,13.21,1.58,961.99,52.2,6930.29,104.55,3.57
(주)케이티아이에스,058860,2001/12,,,,,,,
(주)케이티아이에스,058860,2002/12,64.71,0,127.46,27.25,0,13.29,2.58
(주)케이티앤지,033780,2002/12,20.27,8.43,207.83,53.41,144.4,22.07,0.97
(주)케이티앤지,033780,2003/12,31.39,7.87,294.81,21.79,158.02,26.85,1.17
(주)케이티앤지,033780,2004/12,37.75,7.38,336.58,16.65,217.88,28.85,1.37
(주)케이티앤지,033780,2005/12,43.68,7.24,361.07,8.73,170.11,25.76,1.1
(주)케이티앤지,033780,2006/12,34.26,10.5,318.94,11.35,212.4,32.18,1.24
(주)케이티앤지,033780,2007/12,21.23,10.84,329.02,19.82,257.14,31.63,1.57
(주)케이티앤지,033780,2008/12,24.36,10.18,370.68,18.17,142.44,35.85,1.66
(주)케이티앤지,033780,2009/12,26.45,9.24,403.47,19.97,88.76,27.96,1.48
(주)케이티앤지,033780,2010/12,33.54,8.83,454.23,17.76,88.2,29.53,1.09
(주)케이티앤지,033780,2011/12,30.35,8.87,474.94,15.53,117.89,24.48,1.02
(주)케이티앤지,033780,2012/12,31.49,8.26,510.85,17.56,132.05,23.1,1.03
(주)케이티앤지,033780,2013/12,31.15,8.08,522.33,18.54,63.18,18.09,0.91
(주)케이티앤지,033780,2014/12,34.42,8.06,556.03,14.8,43.56,22.66,0.96
(주)케이티앤지,033780,2015/12,33.46,7.32,612.36,24.45,42.88,22.77,0.82
(주)케이티앤지,033780,2016/12,35.79,6.95,684.83,26.95,44.6,21.21,0.68
(주)케이티앤지,033780,2017/12,37.3,7.09,746.4,20.43,55.71,17.98,0.63
(주)케이티앤지,033780,2018/12,35.85,6.86,771.26,17.5,73.59,17.2,0.58
(주)케이티앤지,033780,2019/12,33.61,7.16,814.7,16.09,95.41,17.87,0.67
(주)케이티앤지,033780,2020/12,30.27,7.39,843.38,21.33,106.94,19.36,0.76
(주)케이티앤지,033780,2001/12,31.85,8.1,273.93,26.64,287.98,21.64,0.81
(주)케이티앤지,033780,2000/12,34.17,7.44,290.24,36.93,184.19,18.1,0.73
(주)코리아써키트,007810,2002/12,21.08,1.05,867.32,53.55,14.24,21.07,1.56
(주)코리아써키트,007810,2003/12,15.44,1.46,894.13,53.12,13.25,23.63,1.4
(주)코리아써키트,007810,2004/12,12.02,1.99,1075.34,42.98,16.34,28.51,2.11
(주)코리아써키트,007810,2005/12,20.34,1.09,1181.78,25.17,15.52,26.99,2.54
(주)코리아써키트,007810,2001/12,28.06,1.52,897.13,49.61,10.36,26.44,1.95
(주)코리아써키트,007810,2007/12,1.04,0,1010.15,64.72,9.15,13.7,3.03
(주)코리아써키트,007810,2008/12,3.28,0,1008.71,59.35,10.39,16.21,3.07
(주)코리아써키트,007810,2009/12,6.64,0,1049.07,59.06,10.31,13.29,2.85
(주)코리아써키트,007810,2010/12,-2.34,0,1109.72,74.52,8.64,12.38,2.97
(주)코리아써키트,007810,2006/12,0.34,0,1073.05,48.07,11.83,8.98,2.85
(주)코리아써키트,007810,2011/12,-3.75,0,1747.18,70.26,9.45,8.41,3.39
(주)코리아써키트,007810,2013/12,7.67,0.89,2271.87,33.04,11.38,16.98,3.61
(주)코리아써키트,007810,2014/12,7.77,0.85,2358.16,27.55,12.24,14.88,3.45
(주)코리아써키트,007810,2015/12,14.67,0.79,2546.82,24.56,15.68,18.92,3.48
(주)코리아써키트,007810,2016/12,16.34,0.78,2597.82,26.65,15.69,11.73,2.91
(주)코리아써키트,007810,2017/12,13.3,0,2644.3,28.68,14.31,10.6,3.05
(주)코리아써키트,007810,2018/12,16.32,0,2388.03,23.82,14.04,-0.87,2.97
(주)코리아써키트,007810,2019/12,22.3,0,2516.14,15.06,14.82,12.69,3.18
(주)코리아써키트,007810,2020/12,23.87,0,2521.28,29.44,16.48,5.94,3.13
(주)코리아써키트,007810,2000/12,19.52,2.25,842.01,77.57,7.7,26.36,2.52
(주)코리아써키트,007810,2012/12,7.09,0,1952.21,44.31,10.28,17.66,3.67
(주)코아스,071950,2002/12,11.29,0,269.92,168.34,8.7,24.47,2.76
(주)코아스,071950,2003/12,16.06,0,344.51,160.39,6.64,21.41,2.37
(주)코아스,071950,2004/12,21.26,0,423.46,147.62,5.14,21.32,1.92
(주)코아스,071950,2005/12,36.2,4.97,517.81,84.96,4.75,19.87,1.86
(주)코아스,071950,2006/12,33.96,0.91,552.07,92.7,4.08,15.02,1.46
(주)코아스,071950,2007/12,33.06,0.16,616.09,77.61,4.52,10.35,1.52
(주)코아스,071950,2008/12,17.81,0.03,587.17,94.82,3.77,-2.37,1.33
(주)코아스,071950,2009/12,18.7,0.03,602.29,100.39,3.5,10.71,1.19
(주)코아스,071950,2010/12,18.07,0.02,638.79,122.39,3.63,11.04,1.19
(주)코아스,071950,2011/12,14.69,0,390.96,146.46,3.58,12.11,1.16
(주)코아스,071950,2012/12,15.06,0,373.29,128.91,3.47,9.73,1.07
(주)코아스,071950,2013/12,10.7,0,284.32,138.19,3.87,-1.14,1.3
(주)코아스,071950,2014/12,12.76,0,283.92,128.43,3.98,10.53,1.51
(주)코아스,071950,2015/12,4.07,0,208.51,159.67,4.03,-0.06,1.62
(주)코아스,071950,2016/12,-7.91,0,159.81,183.4,4.51,5.94,2.08
(주)코아스,071950,2017/12,-14.62,0,151.39,205.69,5.46,13.11,2.95
(주)코아스,071950,2018/12,-18.58,0,148.48,221.38,5.09,14.38,2.88
(주)코아스,071950,2019/12,-15.72,0,160.6,185.75,6.27,17.78,3.16
