회사명,거래소코드,회계년도,종가
(주)쏠리드,050890,2005/12,19700
(주)쏠리드,050890,2002/12,
(주)쏠리드,050890,2007/12,10300
(주)쏠리드,050890,2008/12,4005
(주)쏠리드,050890,2009/12,5870
(주)쏠리드,050890,2010/12,3355
(주)쏠리드,050890,2011/12,2755
(주)쏠리드,050890,2012/12,4050
(주)쏠리드,050890,2013/12,6860
(주)쏠리드,050890,2014/12,8130
(주)쏠리드,050890,2001/12,
(주)쏠리드,050890,2016/12,3415
(주)쏠리드,050890,2017/12,4410
(주)쏠리드,050890,2018/12,3255
(주)쏠리드,050890,2019/12,5410
(주)쏠리드,050890,2020/12,11200
(주)쏠리드,050890,2006/12,16600
(주)쏠리드,050890,2015/12,5750
(주)쓰리디월드,065340,2002/12,8780
(주)쓰리디월드,065340,2003/12,2545
(주)쓰리디월드,065340,2004/12,1775
(주)쓰리디월드,065340,2005/12,2440
(주)쓰리디월드,065340,2006/12,5500
(주)쓰리디월드,065340,2007/12,3155
(주)쓰리디월드,065340,2008/12,560
(주)쓰리디월드,065340,2000/12,
(주)쓰리디월드,065340,2001/12,
(주)쓰리소프트,036360,2001/12,2570
(주)쓰리소프트,036360,2002/12,1020
(주)쓰리소프트,036360,2003/12,1195
(주)쓰리소프트,036360,2004/12,445
(주)쓰리소프트,036360,2005/12,12900
(주)쓰리소프트,036360,2006/12,6530
(주)쓰리소프트,036360,2007/12,5410
(주)쓰리소프트,036360,2008/12,930
(주)쓰리소프트,036360,2000/12,
(주)쓰리소프트,036360,1999/12,
(주)씨그널엔터테인먼트그룹,099830,2002/12,
(주)씨그널엔터테인먼트그룹,099830,2003/12,
(주)씨그널엔터테인먼트그룹,099830,2004/12,
(주)씨그널엔터테인먼트그룹,099830,2006/12,
(주)씨그널엔터테인먼트그룹,099830,2005/12,
(주)씨그널엔터테인먼트그룹,099830,2001/12,
(주)씨그널엔터테인먼트그룹,099830,2007/12,
(주)씨그널엔터테인먼트그룹,099830,2010/12,
(주)씨그널엔터테인먼트그룹,099830,2011/12,8600
(주)씨그널엔터테인먼트그룹,099830,2012/12,2145
(주)씨그널엔터테인먼트그룹,099830,2009/12,
(주)씨그널엔터테인먼트그룹,099830,2014/12,761
(주)씨그널엔터테인먼트그룹,099830,2015/12,1985
(주)씨그널엔터테인먼트그룹,099830,2016/12,911
(주)씨그널엔터테인먼트그룹,099830,2017/12,3610
(주)씨그널엔터테인먼트그룹,099830,2013/12,1330
(주)씨그널엔터테인먼트그룹,099830,2008/12,
(주)씨디네트웍스,073710,2004/12,
(주)씨디네트웍스,073710,2002/12,
(주)씨디네트웍스,073710,2003/12,
(주)씨디네트웍스,073710,2007/12,16100
(주)씨디네트웍스,073710,2008/12,7470
(주)씨디네트웍스,073710,2006/12,34000
(주)씨디네트웍스,073710,2005/12,28000
(주)씨모스,037600,2001/12,2210
(주)씨모스,037600,2002/12,1040
(주)씨모스,037600,2003/12,660
(주)씨모스,037600,1999/12,5610
(주)씨모스,037600,2000/12,1900
(주)씨모텍,081090,2006/12,
(주)씨모텍,081090,2007/12,20300
(주)씨모텍,081090,2005/12,
(주)씨모텍,081090,2009/12,6100
(주)씨모텍,081090,2010/12,3600
(주)씨모텍,081090,2008/12,8650
(주)씨모텍,081090,2004/12,
(주)씨씨에스충북방송,066790,2001/12,
(주)씨씨에스충북방송,066790,2002/12,
(주)씨씨에스충북방송,066790,2000/12,
(주)씨씨에스충북방송,066790,2004/12,4995
(주)씨씨에스충북방송,066790,1999/12,
(주)씨씨에스충북방송,066790,2006/12,6910
(주)씨씨에스충북방송,066790,2007/12,10150
(주)씨씨에스충북방송,066790,2008/12,8380
(주)씨씨에스충북방송,066790,2009/12,850
(주)씨씨에스충북방송,066790,2010/12,539
(주)씨씨에스충북방송,066790,2011/12,1160
(주)씨씨에스충북방송,066790,2012/12,540
(주)씨씨에스충북방송,066790,2013/12,421
(주)씨씨에스충북방송,066790,2014/12,471
(주)씨씨에스충북방송,066790,2015/12,2150
(주)씨씨에스충북방송,066790,2016/12,2150
(주)씨씨에스충북방송,066790,2017/12,587
(주)씨씨에스충북방송,066790,2018/12,423
(주)씨씨에스충북방송,066790,2019/12,423
(주)씨씨에스충북방송,066790,2020/12,846
(주)씨씨에스충북방송,066790,2005/12,11300
(주)씨씨에스충북방송,066790,2003/12,5570
(주)씨앤씨인터내셔널,352480,2018/12,
(주)씨앤씨인터내셔널,352480,2019/12,
(주)씨앤씨인터내셔널,352480,2020/12,
(주)씨앤씨인터내셔널,352480,2016/12,
(주)씨앤씨인터내셔널,352480,2017/12,
(주)씨앤에스자산관리,032040,2000/12,1080
(주)씨앤에스자산관리,032040,2001/12,1450
(주)씨앤에스자산관리,032040,2003/12,600
(주)씨앤에스자산관리,032040,2002/12,810
(주)씨앤에스자산관리,032040,2005/12,2510
(주)씨앤에스자산관리,032040,2004/12,520
(주)씨앤에스자산관리,032040,1999/12,2180
(주)씨앤에스자산관리,032040,2008/12,1545
(주)씨앤에스자산관리,032040,2006/12,1665
(주)씨앤에스자산관리,032040,2010/12,655
(주)씨앤에스자산관리,032040,2011/12,2750
(주)씨앤에스자산관리,032040,2012/12,4500
(주)씨앤에스자산관리,032040,2013/12,3180
(주)씨앤에스자산관리,032040,2009/12,900
(주)씨앤에스자산관리,032040,2015/12,5350
(주)씨앤에스자산관리,032040,2016/12,2640
(주)씨앤에스자산관리,032040,2017/12,4375
(주)씨앤에스자산관리,032040,2007/12,3115
(주)씨앤에스자산관리,032040,2014/12,2355
(주)씨앤케이인터내셔널,039530,2001/12,15800
(주)씨앤케이인터내셔널,039530,2002/12,3300
(주)씨앤케이인터내셔널,039530,2003/12,1800
(주)씨앤케이인터내셔널,039530,2004/12,895
(주)씨앤케이인터내셔널,039530,2005/12,2700
(주)씨앤케이인터내셔널,039530,1999/12,
(주)씨앤케이인터내셔널,039530,2007/12,1180
(주)씨앤케이인터내셔널,039530,2008/12,1135
(주)씨앤케이인터내셔널,039530,2009/12,3300
(주)씨앤케이인터내셔널,039530,2010/12,8840
(주)씨앤케이인터내셔널,039530,2011/12,8590
(주)씨앤케이인터내셔널,039530,2012/12,6700
(주)씨앤케이인터내셔널,039530,2013/12,3770
(주)씨앤케이인터내셔널,039530,2014/12,1725
(주)씨앤케이인터내셔널,039530,2006/12,2895
(주)씨앤케이인터내셔널,039530,2000/12,50900
(주)씨앤투스성진,352700,2012/12,
(주)씨앤투스성진,352700,2013/12,
(주)씨앤투스성진,352700,2014/12,
(주)씨앤투스성진,352700,2015/12,
(주)씨앤투스성진,352700,2016/12,
(주)씨앤투스성진,352700,2017/12,
(주)씨앤투스성진,352700,2018/12,
(주)씨앤투스성진,352700,2019/12,
(주)씨앤투스성진,352700,2020/12,
(주)씨앤투스성진,352700,2011/12,
(주)씨앤투스성진,352700,2010/12,
(주)씨에스,065770,2001/12,
(주)씨에스,065770,2002/12,
(주)씨에스,065770,2003/12,
(주)씨에스,065770,2004/12,1760
(주)씨에스,065770,2005/12,10300
(주)씨에스,065770,2006/12,7240
(주)씨에스,065770,2007/12,4510
(주)씨에스,065770,2008/12,1835
(주)씨에스,065770,2009/12,3430
(주)씨에스,065770,2010/12,7050
(주)씨에스,065770,2011/12,8960
(주)씨에스,065770,2012/12,4440
(주)씨에스,065770,2013/12,2500
(주)씨에스,065770,2014/12,2215
(주)씨에스,065770,2015/12,2650
(주)씨에스,065770,2016/12,2165
(주)씨에스,065770,2017/12,1805
(주)씨에스,065770,2018/12,1875
(주)씨에스,065770,2019/12,2770
(주)씨에스,065770,2020/12,2480
(주)씨에스,065770,2000/12,
(주)씨에스,065770,1999/12,
(주)씨에스에이코스믹,083660,2004/12,
(주)씨에스에이코스믹,083660,2005/12,
(주)씨에스에이코스믹,083660,2006/12,5820
(주)씨에스에이코스믹,083660,2007/12,3600
(주)씨에스에이코스믹,083660,2008/12,3170
(주)씨에스에이코스믹,083660,2009/12,2920
(주)씨에스에이코스믹,083660,2010/12,2465
(주)씨에스에이코스믹,083660,2011/12,2400
(주)씨에스에이코스믹,083660,2012/12,2215
(주)씨에스에이코스믹,083660,2013/12,1300
(주)씨에스에이코스믹,083660,2014/12,1575
(주)씨에스에이코스믹,083660,2015/12,7010
(주)씨에스에이코스믹,083660,2016/12,3905
(주)씨에스에이코스믹,083660,2017/12,3785
(주)씨에스에이코스믹,083660,2018/12,4080
(주)씨에스에이코스믹,083660,2019/12,4170
(주)씨에스에이코스믹,083660,2020/12,2135
(주)씨에스에이코스믹,083660,2003/12,
(주)씨에스에이코스믹,083660,2002/12,
(주)씨엔플러스,115530,2009/12,
(주)씨엔플러스,115530,2010/12,
(주)씨엔플러스,115530,2011/12,8410
(주)씨엔플러스,115530,2012/12,7960
(주)씨엔플러스,115530,2013/12,7550
(주)씨엔플러스,115530,2008/12,
(주)씨엔플러스,115530,2015/12,13700
(주)씨엔플러스,115530,2016/12,4955
(주)씨엔플러스,115530,2017/12,3620
(주)씨엔플러스,115530,2007/12,
(주)씨엔플러스,115530,2019/12,839
(주)씨엔플러스,115530,2020/12,839
(주)씨엔플러스,115530,2014/12,3095
(주)씨엔플러스,115530,2018/12,839
(주)씨엘엘씨디,035710,2001/12,740
(주)씨엘엘씨디,035710,2002/12,340
(주)씨엘엘씨디,035710,2003/12,340
(주)씨엘엘씨디,035710,2004/12,210
(주)씨엘엘씨디,035710,2005/12,915
(주)씨엘엘씨디,035710,2000/12,880
(주)씨엘엘씨디,035710,2007/12,1410
(주)씨엘엘씨디,035710,2008/12,195
(주)씨엘엘씨디,035710,2006/12,2910
(주)씨엘엘씨디,035710,1999/12,4760
(주)씨엘인터내셔널,037340,2001/12,13350
(주)씨엘인터내셔널,037340,2000/12,2970
(주)씨엘인터내셔널,037340,1999/12,13750
(주)씨엘인터내셔널,037340,2004/12,2970
(주)씨엘인터내셔널,037340,2002/12,4350
(주)씨엘인터내셔널,037340,2006/12,8510
(주)씨엘인터내셔널,037340,2007/12,8290
(주)씨엘인터내셔널,037340,2008/12,4095
(주)씨엘인터내셔널,037340,2009/12,2850
(주)씨엘인터내셔널,037340,2010/12,3060
(주)씨엘인터내셔널,037340,2011/12,2445
(주)씨엘인터내셔널,037340,2012/12,883
(주)씨엘인터내셔널,037340,2013/12,1395
(주)씨엘인터내셔널,037340,2014/12,1620
(주)씨엘인터내셔널,037340,2015/12,4060
(주)씨엘인터내셔널,037340,2003/12,3785
(주)씨엘인터내셔널,037340,2005/12,1690
(주)씨엠에스에듀,225330,2014/12,
(주)씨엠에스에듀,225330,2015/12,
(주)씨엠에스에듀,225330,2016/12,26200
(주)씨엠에스에듀,225330,2017/12,8850
(주)씨엠에스에듀,225330,2018/12,6720
(주)씨엠에스에듀,225330,2019/12,5300
(주)씨엠에스에듀,225330,2020/12,5470
(주)씨엠에스에듀,225330,2012/12,
(주)씨엠에스에듀,225330,2013/12,
(주)씨오더블유오엔,056000,2001/12,
(주)씨오더블유오엔,056000,2003/12,19000
(주)씨오더블유오엔,056000,2002/12,
(주)씨오더블유오엔,056000,2004/12,6900
(주)씨오더블유오엔,056000,2006/12,3495
(주)씨오더블유오엔,056000,2007/12,3110
(주)씨오더블유오엔,056000,2005/12,4365
(주)씨오더블유오엔,056000,2009/12,7570
(주)씨오더블유오엔,056000,2010/12,4165
(주)씨오더블유오엔,056000,2008/12,1170
(주)씨오더블유오엔,056000,2012/12,1815
(주)씨오더블유오엔,056000,2013/12,1480
(주)씨오더블유오엔,056000,2014/12,1225
(주)씨오더블유오엔,056000,2015/12,5550
(주)씨오더블유오엔,056000,2016/12,3980
(주)씨오더블유오엔,056000,2011/12,1935
(주)씨오더블유오엔,056000,2018/12,2270
(주)씨오더블유오엔,056000,2019/12,6600
(주)씨오더블유오엔,056000,2020/12,2800
(주)씨오더블유오엔,056000,2000/12,
(주)씨오더블유오엔,056000,2017/12,2575
(주)씨유메디칼시스템,115480,2009/12,
(주)씨유메디칼시스템,115480,2010/12,
(주)씨유메디칼시스템,115480,2008/12,
(주)씨유메디칼시스템,115480,2012/12,11800
(주)씨유메디칼시스템,115480,2013/12,6070
(주)씨유메디칼시스템,115480,2014/12,6820
(주)씨유메디칼시스템,115480,2015/12,5940
(주)씨유메디칼시스템,115480,2016/12,3420
(주)씨유메디칼시스템,115480,2017/12,2800
(주)씨유메디칼시스템,115480,2018/12,2240
(주)씨유메디칼시스템,115480,2019/12,2780
(주)씨유메디칼시스템,115480,2020/12,2535
(주)씨유메디칼시스템,115480,2011/12,18900
(주)씨유메디칼시스템,115480,2007/12,
(주)씨유전자,056340,2001/12,
(주)씨유전자,056340,2002/12,5340
(주)씨유전자,056340,2003/12,3250
(주)씨유전자,056340,2004/12,3020
(주)씨유전자,056340,1999/12,
(주)씨유전자,056340,2006/12,2825
(주)씨유전자,056340,2000/12,
(주)씨유전자,056340,2008/12,1020
(주)씨유전자,056340,2009/12,1150
(주)씨유전자,056340,2010/12,730
(주)씨유전자,056340,2011/12,292
(주)씨유전자,056340,2012/12,550
(주)씨유전자,056340,2013/12,211
(주)씨유전자,056340,2007/12,2360
(주)씨유전자,056340,2005/12,3995
(주)씨이랩,189330,2013/12,
(주)씨이랩,189330,2014/12,
(주)씨이랩,189330,2015/12,
(주)씨이랩,189330,2016/12,
(주)씨이랩,189330,2017/12,
(주)씨이랩,189330,2018/12,
(주)씨이랩,189330,2019/12,
(주)씨이랩,189330,2020/12,
(주)씨이랩,189330,2011/12,
(주)씨이랩,189330,2012/12,
(주)씨제이이엔엠,035760,2000/12,14100
(주)씨제이이엔엠,035760,2002/12,42300
(주)씨제이이엔엠,035760,2001/12,35950
(주)씨제이이엔엠,035760,2003/12,52800
(주)씨제이이엔엠,035760,2005/12,124400
(주)씨제이이엔엠,035760,2006/12,77000
(주)씨제이이엔엠,035760,2007/12,52400
(주)씨제이이엔엠,035760,2004/12,59500
(주)씨제이이엔엠,035760,2009/12,77500
(주)씨제이이엔엠,035760,2008/12,39300
(주)씨제이이엔엠,035760,2011/12,258000
(주)씨제이이엔엠,035760,2012/12,277000
(주)씨제이이엔엠,035760,2013/12,415000
(주)씨제이이엔엠,035760,2014/12,260200
(주)씨제이이엔엠,035760,2015/12,190800
(주)씨제이이엔엠,035760,2016/12,162900
(주)씨제이이엔엠,035760,2010/12,231000
(주)씨제이이엔엠,035760,2018/12,201900
(주)씨제이이엔엠,035760,2019/12,159600
(주)씨제이이엔엠,035760,2020/12,139500
(주)씨제이이엔엠,035760,2017/12,231000
(주)씨제이이엔엠,035760,1999/12,69600
(주)씨젠,096530,2009/12,
(주)씨젠,096530,2010/12,31800
(주)씨젠,096530,2011/12,74800
(주)씨젠,096530,2012/12,76300
(주)씨젠,096530,2013/12,59000
(주)씨젠,096530,2008/12,
(주)씨젠,096530,2015/12,37850
(주)씨젠,096530,2016/12,34950
(주)씨젠,096530,2017/12,33500
(주)씨젠,096530,2007/12,
(주)씨젠,096530,2019/12,30650
(주)씨젠,096530,2020/12,193000
(주)씨젠,096530,2018/12,16000
(주)씨젠,096530,2014/12,32550
(주)씨티네트웍스,189540,2013/12,
(주)씨티네트웍스,189540,2014/12,
(주)씨티네트웍스,189540,2015/12,
(주)씨티네트웍스,189540,2016/12,
(주)씨티네트웍스,189540,2017/12,
(주)씨티네트웍스,189540,2018/12,
(주)씨티네트웍스,189540,2019/12,
(주)씨티네트웍스,189540,2012/12,
(주)씨티네트웍스,189540,2011/12,
(주)씨티씨바이오,060590,2002/12,3190
(주)씨티씨바이오,060590,2003/12,3000
(주)씨티씨바이오,060590,2001/12,
(주)씨티씨바이오,060590,2005/12,7840
(주)씨티씨바이오,060590,2000/12,
(주)씨티씨바이오,060590,2004/12,3150
(주)씨티씨바이오,060590,2008/12,3430
(주)씨티씨바이오,060590,2009/12,6790
(주)씨티씨바이오,060590,2010/12,7470
(주)씨티씨바이오,060590,2011/12,11050
(주)씨티씨바이오,060590,2012/12,21700
(주)씨티씨바이오,060590,2013/12,18050
(주)씨티씨바이오,060590,2014/12,17100
(주)씨티씨바이오,060590,2015/12,15400
(주)씨티씨바이오,060590,2016/12,10500
(주)씨티씨바이오,060590,2017/12,12900
(주)씨티씨바이오,060590,2018/12,8100
(주)씨티씨바이오,060590,2019/12,6100
(주)씨티씨바이오,060590,2020/12,7710
(주)씨티씨바이오,060590,2006/12,5200
(주)씨티씨바이오,060590,2007/12,5650
(주)씨티앤티,050470,2003/12,415
(주)씨티앤티,050470,2004/12,505
(주)씨티앤티,050470,2005/12,1830
(주)씨티앤티,050470,2006/12,1040
(주)씨티앤티,050470,2007/12,1245
(주)씨티앤티,050470,2008/12,115
(주)씨티앤티,050470,2009/12,520
(주)씨티앤티,050470,2010/12,986
(주)씨티앤티,050470,2011/12,377
(주)씨티앤티,050470,2002/12,800
(주)씨티앤티,050470,2001/12,
(주)씨티엘테크,088960,2002/12,
(주)씨티엘테크,088960,2001/12,
(주)씨티엘테크,088960,2003/12,
(주)씨티엘테크,088960,2005/12,
(주)씨티엘테크,088960,2007/12,6720
(주)씨티엘테크,088960,2008/12,1140
(주)씨티엘테크,088960,2006/12,8200
(주)씨티엘테크,088960,2010/12,2275
(주)씨티엘테크,088960,2009/12,1335
(주)씨티엘테크,088960,2004/12,
(주)씨티케이,260930,2018/12,21000
(주)씨티케이,260930,2017/12,39250
(주)씨티케이,260930,2020/12,14200
(주)씨티케이,260930,2016/12,
(주)씨티케이,260930,2019/12,13350
(주)아가방앤컴퍼니,013990,2001/12,
(주)아가방앤컴퍼니,013990,2002/12,23400
(주)아가방앤컴퍼니,013990,2003/12,19000
(주)아가방앤컴퍼니,013990,2000/12,
(주)아가방앤컴퍼니,013990,2005/12,26050
(주)아가방앤컴퍼니,013990,2006/12,32550
(주)아가방앤컴퍼니,013990,2007/12,26300
(주)아가방앤컴퍼니,013990,2008/12,1345
(주)아가방앤컴퍼니,013990,2009/12,2960
(주)아가방앤컴퍼니,013990,2010/12,3085
(주)아가방앤컴퍼니,013990,2011/12,19200
(주)아가방앤컴퍼니,013990,2012/12,9250
(주)아가방앤컴퍼니,013990,2013/12,5180
(주)아가방앤컴퍼니,013990,2014/12,6900
(주)아가방앤컴퍼니,013990,2015/12,10600
(주)아가방앤컴퍼니,013990,2016/12,7700
(주)아가방앤컴퍼니,013990,2017/12,5750
(주)아가방앤컴퍼니,013990,2018/12,3755
(주)아가방앤컴퍼니,013990,2019/12,3720
(주)아가방앤컴퍼니,013990,2020/12,3325
(주)아가방앤컴퍼니,013990,2004/12,11050
(주)아가방앤컴퍼니,013990,1999/12,
(주)아구스,078670,2006/12,
(주)아구스,078670,2007/12,7880
(주)아구스,078670,2008/12,2090
(주)아구스,078670,2009/12,2100
(주)아구스,078670,2005/12,
(주)아구스,078670,2004/12,
(주)아나패스,123860,2010/12,58800
(주)아나패스,123860,2011/12,8320
(주)아나패스,123860,2012/12,12050
(주)아나패스,123860,2013/12,11600
(주)아나패스,123860,2014/12,12450
(주)아나패스,123860,2015/12,14600
(주)아나패스,123860,2016/12,14750
(주)아나패스,123860,2017/12,22700
(주)아나패스,123860,2018/12,18550
(주)아나패스,123860,2019/12,29350
(주)아나패스,123860,2020/12,26950
(주)아나패스,123860,2009/12,
(주)아나패스,123860,2008/12,
(주)아난티,025980,2000/12,1010
(주)아난티,025980,2002/12,1910
(주)아난티,025980,2001/12,2500
(주)아난티,025980,2003/12,1790
(주)아난티,025980,2005/12,5700
(주)아난티,025980,2006/12,6450
(주)아난티,025980,2007/12,10700
(주)아난티,025980,2004/12,1565
(주)아난티,025980,2009/12,4200
(주)아난티,025980,2008/12,2890
(주)아난티,025980,2011/12,2125
(주)아난티,025980,2012/12,2825
(주)아난티,025980,2013/12,4505
(주)아난티,025980,2014/12,12200
(주)아난티,025980,2015/12,43450
(주)아난티,025980,2016/12,33850
(주)아난티,025980,2010/12,2460
(주)아난티,025980,2018/12,18750
(주)아난티,025980,2019/12,10400
(주)아난티,025980,2020/12,8070
(주)아난티,025980,1999/12,1095
(주)아난티,025980,2017/12,28750
(주)아라온테크,041060,2001/12,5030
(주)아라온테크,041060,2002/12,1440
(주)아라온테크,041060,2003/12,1130
(주)아라온테크,041060,2004/12,440
(주)아라온테크,041060,2000/12,5990
(주)아라온테크,041060,2006/12,1735
(주)아라온테크,041060,2007/12,1050
(주)아라온테크,041060,2008/12,560
(주)아라온테크,041060,2009/12,595
(주)아라온테크,041060,2010/12,415
(주)아라온테크,041060,2011/12,1480
(주)아라온테크,041060,2012/12,632
(주)아라온테크,041060,2013/12,310
(주)아라온테크,041060,2005/12,1725
(주)아라온테크,041060,1999/12,
(주)아리온테크놀로지,058220,2004/12,
(주)아리온테크놀로지,058220,2005/12,4775
(주)아리온테크놀로지,058220,2006/12,2310
(주)아리온테크놀로지,058220,2007/12,2035
(주)아리온테크놀로지,058220,2008/12,885
(주)아리온테크놀로지,058220,2009/12,1470
(주)아리온테크놀로지,058220,2010/12,1570
(주)아리온테크놀로지,058220,2011/12,2460
(주)아리온테크놀로지,058220,2003/12,
(주)아리온테크놀로지,058220,2013/12,1740
(주)아리온테크놀로지,058220,2002/12,
(주)아리온테크놀로지,058220,2015/12,2370
(주)아리온테크놀로지,058220,2016/12,4135
(주)아리온테크놀로지,058220,2017/12,1015
(주)아리온테크놀로지,058220,2018/12,1005
(주)아리온테크놀로지,058220,2019/12,1585
(주)아리온테크놀로지,058220,2020/12,275
(주)아리온테크놀로지,058220,2012/12,3150
(주)아리온테크놀로지,058220,2014/12,1535
(주)아모그린텍,125210,2017/12,
(주)아모그린텍,125210,2018/12,
(주)아모그린텍,125210,2019/12,12900
(주)아모그린텍,125210,2020/12,15650
(주)아모그린텍,125210,2015/12,
(주)아모그린텍,125210,2016/12,
(주)아모센스,357580,2015/12,
(주)아모센스,357580,2016/12,
(주)아모센스,357580,2014/12,
(주)아모센스,357580,2018/12,
(주)아모센스,357580,2019/12,
(주)아모센스,357580,2017/12,
(주)아모센스,357580,2020/12,
(주)아모센스,357580,2013/12,
(주)아모텍,052710,2000/12,
(주)아모텍,052710,2001/12,
(주)아모텍,052710,2003/12,26950
(주)아모텍,052710,1999/12,
(주)아모텍,052710,2005/12,12950
(주)아모텍,052710,2002/12,
(주)아모텍,052710,2007/12,10300
(주)아모텍,052710,2008/12,3340
(주)아모텍,052710,2009/12,8440
(주)아모텍,052710,2010/12,7120
(주)아모텍,052710,2011/12,3550
(주)아모텍,052710,2012/12,11650
(주)아모텍,052710,2006/12,7950
(주)아모텍,052710,2014/12,14200
(주)아모텍,052710,2015/12,21100
(주)아모텍,052710,2016/12,21950
(주)아모텍,052710,2017/12,49300
(주)아모텍,052710,2018/12,18000
(주)아모텍,052710,2019/12,29650
(주)아모텍,052710,2020/12,38650
(주)아모텍,052710,2004/12,10600
(주)아모텍,052710,2013/12,11550
(주)아미노로직스,074430,2003/12,
(주)아미노로직스,074430,2004/12,5700
(주)아미노로직스,074430,2005/12,12000
(주)아미노로직스,074430,2002/12,
(주)아미노로직스,074430,2007/12,12550
(주)아미노로직스,074430,2008/12,3215
(주)아미노로직스,074430,2001/12,
(주)아미노로직스,074430,2010/12,6460
(주)아미노로직스,074430,2011/12,3795
(주)아미노로직스,074430,2012/12,1475
(주)아미노로직스,074430,2013/12,1790
(주)아미노로직스,074430,2014/12,1205
(주)아미노로직스,074430,2015/12,1165
(주)아미노로직스,074430,2016/12,3105
(주)아미노로직스,074430,2017/12,2105
(주)아미노로직스,074430,2018/12,1715
(주)아미노로직스,074430,2019/12,1955
(주)아미노로직스,074430,2020/12,2690
(주)아미노로직스,074430,2009/12,2880
(주)아미노로직스,074430,2006/12,6900
(주)아바코,083930,2004/12,
(주)아바코,083930,2005/12,6300
(주)아바코,083930,2006/12,2095
(주)아바코,083930,2007/12,2375
(주)아바코,083930,2008/12,2400
(주)아바코,083930,2009/12,7170
(주)아바코,083930,2010/12,16700
(주)아바코,083930,2011/12,12350
(주)아바코,083930,2012/12,5930
(주)아바코,083930,2013/12,3770
(주)아바코,083930,2014/12,4080
(주)아바코,083930,2015/12,4925
(주)아바코,083930,2016/12,6610
(주)아바코,083930,2017/12,7360
(주)아바코,083930,2018/12,5850
(주)아바코,083930,2019/12,6210
(주)아바코,083930,2020/12,10650
(주)아바코,083930,2003/12,
(주)아바코,083930,2002/12,
(주)아바텍,149950,2004/12,
(주)아바텍,149950,2005/12,
(주)아바텍,149950,2006/12,
(주)아바텍,149950,2007/12,
(주)아바텍,149950,2008/12,
(주)아바텍,149950,2009/12,
(주)아바텍,149950,2010/12,
(주)아바텍,149950,2011/12,
(주)아바텍,149950,2012/12,10550
(주)아바텍,149950,2013/12,8980
(주)아바텍,149950,2014/12,11800
(주)아바텍,149950,2015/12,6680
(주)아바텍,149950,2016/12,6600
(주)아바텍,149950,2017/12,7800
(주)아바텍,149950,2018/12,5340
(주)아바텍,149950,2019/12,7690
(주)아바텍,149950,2020/12,8590
(주)아바텍,149950,2003/12,
(주)아바텍,149950,2002/12,
(주)아세아텍,050860,2002/06,
(주)아세아텍,050860,2003/06,
(주)아세아텍,050860,2004/06,
(주)아세아텍,050860,2005/06,
(주)아세아텍,050860,2000/06,
(주)아세아텍,050860,2007/06,
(주)아세아텍,050860,2008/06,
(주)아세아텍,050860,2009/06,
(주)아세아텍,050860,2010/06,2775
(주)아세아텍,050860,2006/06,
(주)아세아텍,050860,2011/06,2060
(주)아세아텍,050860,2013/06,2675
(주)아세아텍,050860,2014/06,2900
(주)아세아텍,050860,2015/06,3130
(주)아세아텍,050860,2016/06,3500
(주)아세아텍,050860,2017/06,3480
(주)아세아텍,050860,2018/06,3435
(주)아세아텍,050860,2019/06,4320
(주)아세아텍,050860,2020/06,2880
(주)아세아텍,050860,2001/06,
(주)아세아텍,050860,2012/06,2050
(주)아스타,246720,2017/12,19800
(주)아스타,246720,2018/12,8360
(주)아스타,246720,2019/12,4860
(주)아스타,246720,2020/12,5070
(주)아스타,246720,2016/12,
(주)아스타,246720,2015/12,
(주)아스트,067390,2004/12,
(주)아스트,067390,2005/12,
(주)아스트,067390,2006/12,
(주)아스트,067390,2007/12,
(주)아스트,067390,2008/12,
(주)아스트,067390,2009/12,
(주)아스트,067390,2010/12,
(주)아스트,067390,2003/12,
(주)아스트,067390,2012/12,
(주)아스트,067390,2013/12,
(주)아스트,067390,2014/12,8370
(주)아스트,067390,2015/12,23500
(주)아스트,067390,2016/12,17500
(주)아스트,067390,2002/12,
(주)아스트,067390,2018/12,10300
(주)아스트,067390,2019/12,8260
(주)아스트,067390,2011/12,
(주)아스트,067390,2020/12,5530
(주)아스트,067390,2017/12,19350
(주)아스플로,159010,2007/12,
(주)아스플로,159010,2008/12,
(주)아스플로,159010,2009/12,
(주)아스플로,159010,2005/12,
(주)아스플로,159010,2011/12,
(주)아스플로,159010,2012/12,
(주)아스플로,159010,2006/12,
(주)아스플로,159010,2014/12,
(주)아스플로,159010,2015/12,
(주)아스플로,159010,2016/12,
(주)아스플로,159010,2017/12,
(주)아스플로,159010,2018/12,
(주)아스플로,159010,2019/12,
(주)아스플로,159010,2020/12,
(주)아스플로,159010,2013/12,
(주)아스플로,159010,2010/12,
(주)아시아경제,127710,2009/12,
(주)아시아경제,127710,2010/12,
(주)아시아경제,127710,2011/12,
(주)아시아경제,127710,2012/12,
(주)아시아경제,127710,2013/12,
(주)아시아경제,127710,2014/12,
(주)아시아경제,127710,2015/12,3045
(주)아시아경제,127710,2016/12,4120
(주)아시아경제,127710,2017/12,3155
(주)아시아경제,127710,2018/12,2350
(주)아시아경제,127710,2019/12,1970
(주)아시아경제,127710,2020/12,2030
(주)아시아경제,127710,2007/12,
(주)아시아경제,127710,2008/12,
(주)아시아미디어홀딩스,052810,2002/12,1500
(주)아시아미디어홀딩스,052810,2003/12,845
