,회사명,거래소코드,공시발생일,공시제목,text,link
10,삼지전자,037460,2000-11-28 17:15,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
 대표이사  이기남


나.변경후
 대표이사 회장 이기남, 대표이사 사장 장병준


2.변경이유
 경영상 효율을 증진시키고, 향후 IMT-2000사업을 준비하기 위하여


3.이사회결의일(주주총회일)
2000년 11월 28일


4.기타
각자 대표이사




",https://kind.krx.co.kr/external/2000/11/28/K00041/00000000026564/15248_70656.htm
11,무한투자,034510,2000-11-27 17:42,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
대표이사 이인규, 대표이사 김종민


나.변경후
대표이사 김종민


2.변경이유
경영권안정을 위해 각자 대표이사 체제에서 단독대표이사 체제로 전환


3.이사회결의일(주주총회일)
2000년 11월 27일


4.기타
-




",https://kind.krx.co.kr/external/2000/11/27/K00134/00000000026475/15193_70656.htm
12,상지카일룸,042940,2000-11-27 12:07,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
이 갑 열


나.변경후
조 영 식


2.변경이유
2000.11.20. 사망


3.이사회결의일(주주총회일)
2000년 11월 25일


4.기타
-




",https://kind.krx.co.kr/external/2000/11/27/K00030/00000000026322/15087_70656.htm
13,그로웰텔레콤,035780,2000-11-27 11:37,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
대표이사 김인형


나.변경후
대표이사 장성익


2.변경이유
이사회 결의


3.이사회결의일(주주총회일)
2000년 11월 25일


4.기타
 -




",https://kind.krx.co.kr/external/2000/11/27/K00016/00000000026308/15075_70656.htm
14,서울제약,018680,2000-11-25 10:31,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
 황준수, 황우성


나.변경후
 황우성


2.변경이유
 이사 황준수 임기만료로 인한 퇴임


3.이사회결의일(주주총회일)
-


4.기타
 결정일 2000년 11월 25일




",https://kind.krx.co.kr/external/2000/11/25/K00006/00000000026270/15050_70656.htm
15,리드코프,012700,2000-11-21 17:54,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
고필재


나.변경후
육심강


2.변경이유
사 임


3.이사회결의일(주주총회일)
2000년 11월 21일


4.기타
없음.




",https://kind.krx.co.kr/external/2000/11/21/K00029/00000000026007/14893_70656.htm
16,알루코,021570,2000-11-20 17:20,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
박주영


나.변경후
강영원


2.변경이유
대우전자부품인수관련


3.이사회결의일(주주총회일)
2000년 11월 20일


4.기타
현 대표이사 박주영은 이사직 유지  




",https://kind.krx.co.kr/external/2000/11/20/K00100/00000000025936/14854_70656.htm
17,으뜸저축은행,032150,2000-11-20 12:13,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
정    태    봉


나.변경후
김    정    온


2.변경이유
대표이사 정태봉 건강상의 사유로 사임


3.이사회결의일(주주총회일)
2000년 11월 17일


4.기타
-




",https://kind.krx.co.kr/external/2000/11/20/K00044/00000000025858/14792_70656.htm
18,드림라인,035430,2000-11-14 15:06,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
김철권


나.변경후
김철권,김일환


2.변경이유
사업확대 및 급변하는 시장환경에 대응


3.이사회결의일(주주총회일)
2000년 11월 13일


4.기타
-




",https://kind.krx.co.kr/external/2000/11/14/K00226/00000000025366/14438_70656.htm
19,세림아이텍,033040,2000-11-13 16:42,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
대표이사 김경민, 대표이사 김대영


나.변경후
대표이사 김경민


2.변경이유
대표이사 김대영 사임


3.이사회결의일(주주총회일)
-


4.기타
-




",https://kind.krx.co.kr/external/2000/11/13/K00220/00000000025019/14128_70656.htm
20,바이오시스,035960,2000-11-03 17:11,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
김범룡 대표이사,이민화 대표이사 2인


나.변경후
김범룡 대표이사 1인


2.변경이유
이민화 대표이사직 일신상의 사유로 사임


3.이사회결의일(주주총회일)
2000년 11월 03일


4.기타
-




",https://kind.krx.co.kr/external/2000/11/03/K00033/00000000024007/13417_70656.htm
21,쎄니트,037760,2000-11-02 17:37,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
이 성 규,  이 학 수


나.변경후
이 학 수


2.변경이유
사임(개인사정)


3.이사회결의일(주주총회일)
2000년 10월 31일


4.기타
-




",https://kind.krx.co.kr/external/2000/11/02/K00051/00000000023940/13378_70656.htm
22,디에스티,033430,2000-11-02 17:02,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
장성환


나.변경후
전병태


2.변경이유
장성환 사임


3.이사회결의일(주주총회일)
2000년 11월 01일


4.기타
-




",https://kind.krx.co.kr/external/2000/11/02/K00045/00000000023929/13373_70656.htm
23,무한투자,034510,2000-11-02 16:45,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
이인규


나.변경후
이인규, 김종민


2.변경이유
시장상황 변화에 따른  투자리스크 관리 강화 및 효율적 경영관리체계 확립을 위해 투자/관리부문 각자 대표이사체제를 도입하기로 하고 투자부문은 이인규 대표이사 사장,관리부문은 김종민 대표이사 전무로 하고자 함.


3.이사회결의일(주주총회일)
2000년 11월 01일


4.기타
각자 대표이사




",https://kind.krx.co.kr/external/2000/11/02/K00040/00000000023919/13368_70656.htm
24,화성밸브,039610,2000-11-02 15:29,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
대표이사 장병호


나.변경후
공동 대표이사 선임(장병호 장원규)


2.변경이유
업무의 효율성을 위하여


3.이사회결의일(주주총회일)
2000년 11월 01일


4.기타
-




",https://kind.krx.co.kr/external/2000/11/02/K00026/00000000023895/13354_70656.htm
25,쎄니트,037760,2000-11-01 00:00,대표이사변경(삼원정밀금속(주) 안내),"삼원정밀금속(주) 대표이사변경 안내


1.변경내용
  가.변경전 : 이성규, 이학수
  나.변경후 : 이학수
2.변경이유 : 사임(개인사정)
3.이사회결의일(주주총회일) : 2000년 10월 31일
4.기타 : -

",https://kind.krx.co.kr/external/2000/11/01/M00029/20001101M00029/70656.htm
26,ST&I,031800,2000-10-21 11:43,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
민병준


나.변경후
홍성범


2.변경이유
법정관리 조기 종결 및 경영정상화를 위하여투자자 및 채권단의 추천에 따라 전문경영인으로변경


3.이사회결의일(주주총회일)
-


4.기타
법원허가일: 2000. 10. 21




",https://kind.krx.co.kr/external/2000/10/21/K00010/00000000023049/12804_70656.htm
27,이지홀딩스,035810,2000-10-20 18:44,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
지원철


나.변경후
지원철, 최상열


2.변경이유
신규사업의 전력 강화


3.이사회결의일(주주총회일)
2000년 10월 20일


4.기타
-




",https://kind.krx.co.kr/external/2000/10/20/K00047/00000000023023/12792_70656.htm
28,넥서스투자,019430,2000-10-09 14:05,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
신 유 진


나.변경후
유 한 수 , 신 유 진 


2.변경이유
공동대표이사 선임


3.이사회결의일(주주총회일)
2000년 10월 09일


4.기타
-




",https://kind.krx.co.kr/external/2000/10/09/K00059/00000000021972/12148_70656.htm
29,리드코프,012700,2000-10-06 19:56,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
이재우


나.변경후
고필재


2.변경이유
사임


3.이사회결의일(주주총회일)
2000년 10월 06일


4.기타
-




",https://kind.krx.co.kr/external/2000/10/06/K00073/00000000021875/12079_70656.htm
30,CJ인터넷,037150,2000-10-04 18:28,[정정]대표이사변경,"








정정공시



2000년 10월 4일




1. 정정관련 공시서류 :  대표이사 변경안내

2. 정정관련 공시서류 제출일 :   2000년 10월 4일

3. 정정사유 : 업무착오

4. 정정사항


항목
정정전
정정후


 1. 변경내용
                인 호 잔
                인 호 진





대표이사 변경 안내



1.변경내용
가.변경전
   인   호   잔


나.변경후
   박   병   무


2.변경이유
   경영권 이양


3.이사회결의일(주주총회일)
2000년 10월 02일


4.기타
    -




",https://kind.krx.co.kr/external/2000/10/04/K00057/00000000021636/11937_70656.htm
31,한국정보통신,025770,2000-10-04 17:43,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
박헌서(朴憲緖), 하제준(河濟俊)


나.변경후
박헌서(朴憲緖), 류예동(柳禮東)


2.변경이유
경영 효율화


3.이사회결의일(주주총회일)
2000년 10월 02일


4.기타
-




",https://kind.krx.co.kr/external/2000/10/04/K00056/00000000021634/11936_70656.htm
32,CJ인터넷,037150,2000-10-04 17:04,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
   인   호   잔


나.변경후
   박   병   무


2.변경이유
   경영권 이양


3.이사회결의일(주주총회일)
2000년 10월 02일


4.기타
    -




",https://kind.krx.co.kr/external/2000/10/04/K00044/00000000021617/11925_70656.htm
33,에듀패스,031950,2000-09-29 16:34,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
 각자 대표이사  (박향재,  장천민)


나.변경후
 단독 대표이사  (장천민)


2.변경이유
 개인사정으로 인한 사임 


3.이사회결의일(주주총회일)
-


4.기타
 2000년 9월 29일 사임서 제출




",https://kind.krx.co.kr/external/2000/09/29/K00056/00000000021292/11700_70656.htm
34,정산애강,022220,2000-09-29 13:58,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
이 영 찬


나.변경후
정 배 옥


2.변경이유
효율적인 경영을위해 전문경영인 영입


3.이사회결의일(주주총회일)
2000년 09월 29일


4.기타
이영찬대표는 회장으로 취임




",https://kind.krx.co.kr/external/2000/09/29/K00035/00000000021259/11679_70656.htm
35,서울제약,018680,2000-09-26 14:52,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
 황준수


나.변경후
 황준수, 황우성


2.변경이유
 코스닥 시장 등록과 사업확대로 인한 원활한     업무 수행을 위함 


3.이사회결의일(주주총회일)
2000년 09월 26일


4.기타
 각자대표이사




",https://kind.krx.co.kr/external/2000/09/26/K00037/00000000020833/11503_70656.htm
36,케이티알파,036030,2000-09-25 17:33,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
이상호


나.변경후
최문기


2.변경이유
대표이사 선임


3.이사회결의일(주주총회일)
2000년 09월 25일


4.기타
-




",https://kind.krx.co.kr/external/2000/09/25/K00143/00000000020740/11459_70656.htm
37,모라리소스,018890,2000-09-19 10:02,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
김영종


나.변경후
정동빈, 김영종, 강호형(각자대표이사)


2.변경이유
사업 다각화에 따른 변경


3.이사회결의일(주주총회일)
2000년 09월 18일


4.기타
관련공시일 : 2000년 08월 01일




",https://kind.krx.co.kr/external/2000/09/19/K00003/00000000020184/11120_70656.htm
38,원풍물산,008290,2000-09-07 15:54,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
이 원 기


나.변경후
이 원 기,  이 두 식


2.변경이유
업무의 효율화를 위해


3.이사회결의일(주주총회일)
2000년 09월 07일


4.기타
-




",https://kind.krx.co.kr/external/2000/09/07/K00043/00000000019357/10553_70656.htm
39,대웅바이오,016890,2000-09-01 16:53,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
문      순     구


나.변경후
김      재     환


2.변경이유
대표이사 사임


3.이사회결의일(주주총회일)
2000년 08월 31일


4.기타
해당사항없음




",https://kind.krx.co.kr/external/2000/09/01/K00070/00000000018761/10174_70656.htm
40,트라이써클,034010,2000-09-01 16:40,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
장갑석, 박헌하


나.변경후
장갑석


2.변경이유
박헌하 대표이사는 당사의 적극적인  해외 진출을 위해 금번에 설립하는 미국현지법인의 대표이사직을 수행키 위해 국내의 대표이사직을 사임함


3.이사회결의일(주주총회일)
-


4.기타
사임일 : 2000년 9월 1일




",https://kind.krx.co.kr/external/2000/09/01/K00065/00000000018754/10169_70656.htm
41,C&S자산관리,032040,2000-08-30 13:33,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
임 석 규


나.변경후
이 도 진


2.변경이유
전 대표이사(임석규)의 개인사정


3.이사회결의일(주주총회일)
2000년 08월 29일


4.기타
 -




",https://kind.krx.co.kr/external/2000/08/30/K00016/00000000018434/9986_70656.htm
42,성우하이텍,015750,2000-08-21 15:13,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
이명근, 서성덕 (각자대표이사)


나.변경후
이명근, 서성덕, 김태일 (각자대표이사)


2.변경이유
업무영역 확대에 따른 각자대표이사 추가선임


3.이사회결의일(주주총회일)
2000년 08월 21일


4.기타
-




",https://kind.krx.co.kr/external/2000/08/21/K00079/00000000017426/9372_70656.htm
43,신민저축은행,031920,2000-08-17 17:59,대표이사변경,"









대표이사 변경 안내




1.변경내용
가.변경전
임한호


나.변경후
나태관


2.변경이유
임기만료


3.이사회결의일(주주총회일)
2000년 08월 16일


4.기타
-




",https://kind.krx.co.kr/external/2000/08/17/K00046/00000000017228/9243_70656.htm
44,케이티알파,036030,2000-08-14 19:26,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
 김 일 환


나.변경후
 이 상 호


2.변경이유
 사    임


3.이사회결의일(주주총회일)
2000년 08월 12일


4.기타
-




",https://kind.krx.co.kr/external/2000/08/14/K00378/00000000016986/9095_70656.htm
45,휴먼이노텍,013630,2000-08-14 14:21,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
박헌진, 조정호 (각자대표이사)


나.변경후
정기웅, 심재명, 이건행 (각자대표이사)


2.변경이유
최대주주 변경에 따른 대표이사 변경


3.이사회결의일(주주총회일)
2000년 08월 14일


4.기타
-




",https://kind.krx.co.kr/external/2000/08/14/K00228/00000000016758/8949_70656.htm
46,바이온,032980,2000-08-10 18:20,대표이사변경,"









대표이사 변경 안내




1.변경내용
가.변경전
채 인 철


나.변경후
채 인 철,    임 종 성 


2.변경이유
사업부문별 전문경영체제 전환


3.이사회결의일(주주총회일)
2000년 08월 10일


4.기타
 2000. 8. 10 임시주주총회에서 선임된  임종성  이사를 이사회결의를 통하여 대표이사로 선임




",https://kind.krx.co.kr/external/2000/08/10/K00152/00000000015743/8339_70656.htm
47,BET,036820,2000-08-09 15:41,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
오  태  환


나.변경후
고  석  훈


2.변경이유
전문경영인 영입


3.이사회결의일(주주총회일)
2000년 08월 09일


4.기타
-




",https://kind.krx.co.kr/external/2000/08/09/K00049/00000000015458/8147_70656.htm
48,아이이,023430,2000-08-09 15:36,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
송형석


나.변경후
한석우


2.변경이유
대표이사 송형석 사임


3.이사회결의일(주주총회일)
2000년 08월 08일


4.기타
-




",https://kind.krx.co.kr/external/2000/08/09/K00038/00000000015441/8138_70656.htm
49,써니트렌드,035500,2000-08-08 14:37,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
이제명 , 최용성


나.변경후
이제명


2.변경이유
최용성사장 일신상의 이유로 퇴사


3.이사회결의일(주주총회일)
2000년 08월 08일


4.기타
-




",https://kind.krx.co.kr/external/2000/08/08/K00035/00000000015289/8050_70656.htm
50,SCI평가정보,036120,2000-08-02 16:27,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
윤의권, 황경택, 박노영


나.변경후
윤의권, 황경택


2.변경이유
일신상의 사유 


3.이사회결의일(주주총회일)
2000년 08월 02일


4.기타
없음




",https://kind.krx.co.kr/external/2000/08/02/K00057/00000000014801/7724_70656.htm
51,피에스텍,002230,2000-07-31 10:53,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
최  순  철


나.변경후
손  승  원


2.변경이유
대표이사 사임


3.이사회결의일(주주총회일)
2000년 07월 29일


4.기타
-




",https://kind.krx.co.kr/external/2000/07/31/K00005/00000000014380/7453_70656.htm
52,피에스텍,002230,2000-07-31 00:00,대표이사변경(풍성전기(주) 안내),"풍성전기(주) 대표이사변경 안내


1.변경내용
  가.변경전 : 최 순 철
  나.변경후 : 손 승 원
2.변경이유 : 대표이사 사임
3.이사회결의일(주주총회일) : 2000년 07월 29일

",https://kind.krx.co.kr/external/2000/07/31/M00002/20000731M00002/70656.htm
53,애드모바일,032600,2000-07-25 10:10,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
노 명 호


나.변경후
정 현 준


2.변경이유
전임 대표이사의 일신상의 사유


3.이사회결의일(주주총회일)
2000년 07월 25일


4.기타
정현준 대표이사의 취임으로 인해 그동안 정대표이사가 중점적으로 투자한 국내 인터넷관련 기업들과 당사의 무선인터넷 분야 핵심 역량을 전략적으로 연결하여 새로운 무선인터넷 분야의 비전 제시가 가능할 전망임..




",https://kind.krx.co.kr/external/2000/07/25/K00002/00000000013780/7092_70656.htm
54,써니트렌드,035500,2000-07-22 13:27,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
윤형기. 최용성. 이제명(각자대표 3명)


나.변경후
최용성. 이제명(각자대표 2명)


2.변경이유
개인적으로 사임


3.이사회결의일(주주총회일)
-


4.기타
일신상의 이유로 사임서 제출(사임일자 : 2000년 7월 22일)




",https://kind.krx.co.kr/external/2000/07/22/K00016/00000000013646/7018_70656.htm
55,대한광통신,010170,2000-07-21 17:19,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
대표이사 이종무


나.변경후
대표이사 이청용


2.변경이유
신규사업  진출에 따른 전문기술경영자 유치


3.이사회결의일(주주총회일)
2000년 07월 20일


4.기타
-




",https://kind.krx.co.kr/external/2000/07/21/K00037/00000000013580/6975_70656.htm
56,씨모스,037600,2000-07-18 00:00,대표이사변경((주)씨피씨),"(주)씨피씨 대표이사 변경 안내


1. 변경내용
   가. 변경전 : 김명재
   나. 변경후 : 김명재, 박범성
2. 변경사유 : 사업확장으로 인한 경영효율성을 극대화하기 위해 각각의 책임과
              권한을 명확히 함
3. 이사회결의일 : 2000. 7. 18
4. 기타 : 각자 대표이사임

",https://kind.krx.co.kr/external/2000/07/18/M00119/20000718M00119/70656.htm
57,한일,022610,2000-07-15 12:21,대표이사변경,"









대표이사 변경 안내



1.변경내용
가.변경전
오태환


나.변경후
김강하


2.변경이유
대표이사 사망으로 인한 신임 대표이사선임


3.이사회결의일(주주총회일)
2000년 07월 15일


4.기타
-




",https://kind.krx.co.kr/external/2000/07/15/K00005/00000000013148/6729_70656.htm
58,한일,022610,2000-07-15 00:00,대표이사변경((주)한일),"(주)한일 대표이사 변경 안내


1. 변경내용
   가. 변경전 : 오태환
   나. 변경후 : 김강하
2. 변경이유 : 대표이사 사망으로 인한 신임 대표이사 선임
3. 이사회결의일 : 2000. 7. 15
4. 기타 : -

",https://kind.krx.co.kr/external/2000/07/15/M00012/20000715M00012/70656.htm
59,리드코프,012700,2000-07-04 00:00,대표이사변경((주)동특),"(주)동특 대표이사 변경 안내


(주)동특 대표이사 변경 안내
1. 변경내용
1. 변경내용
   가. 변경전 : 김상훈
   가. 변경전 : 김상훈
   나. 변경후 : 이재우
   나. 변경후 : 이재우
2. 변경사유 : 사임(대표이사직 및 이사직)
2. 변경사유 : 사임(대표이사직 및 이사직)
3. 이사회결의일 : 2000. 7. 3
4. 기타 : 대표이사 변경일 2000. 7. 11부
3. 이사회결의일 : 2000. 7. 3

",https://kind.krx.co.kr/external/2000/07/04/M00020/20000704M00020/70656.htm
60,녹십자셀,031390,2000-06-26 00:00,대표이사변경(서울이동통신(주)),"서울이동통신(주) 대표이사 변경 안내


1. 변경내용
   가. 변경전 : 이봉훈, 윤창용
   나. 변경후 : 이봉훈, 최상빈(각자 대표이사)
2. 변경사유 : 대표이사 사장 윤창용이 사임함에 따라 회사의 발전적인 경영관리
              를 위하여 대표이사를 이사회에서 보선하여 변경함
3. 이사회 결의일 : 2000. 6. 26

",https://kind.krx.co.kr/external/2000/06/26/M00110/20000626M00110/70656.htm
61,모헨즈,006920,2000-06-23 00:00,대표이사변경(한일흥업(주)),"한일흥업(주) 대표이사 변경 안내


1. 변경내용
   가. 변경전 : 김기수
   나. 변경후 : 김기수, 정병철(각자 대표이사)
2. 변경사유 : 정보통신사업부문의 업무를 총괄하는 대표이사를 새로이 선임
3. 이사회결의일 : 2000. 6. 23

",https://kind.krx.co.kr/external/2000/06/23/M00031/20000623M00031/70656.htm
62,바른손,018700,2000-06-21 00:00,대표이사변경((주)바른손),"(주)바른손 대표이사 변경 안내


1. 변경내용
   가. 변경전 : 함승종
   나. 변경후 : 임호석
2. 변경사유 : 제15기 정기주총 결의에 따른 이사직 취임 및 사임
3. 이사회결의일 : 2000. 6. 20

",https://kind.krx.co.kr/external/2000/06/21/M00043/20000621M00043/70656.htm
63,세종텔레콤,036630,2000-06-21 00:00,대표이사변경((주)영흥텔레콤),"(주)영흥텔레콤 대표이사 변경 안내


1. 변경내용
   가. 변경전 : 최종언
   나. 변경후 : 이재욱
2. 변경사유 : 최종언이사의 사임
3. 이사회결의일 : 2000. 6. 21

",https://kind.krx.co.kr/external/2000/06/21/M00016/20000621M00016/70656.htm
64,서희건설,035890,2000-06-09 00:00,대표이사변경((주)서희이엔씨),"(주)서희이엔씨 대표이사 변경 안내


1. 변경내용
   가. 변경전 : 김정수, 박준희(각자대표)
   나. 변경후 : 김정수, 박준희, 채수웅(각자대표)
2. 변경사유 : 각자대표이사 1명 추가
3. 이사회 결의일 : 2000. 6. 9

",https://kind.krx.co.kr/external/2000/06/09/M00027/20000609M00027/70656.htm
65,모베이스전자,012860,2000-06-09 00:00,대표이사변경((주)신창전기),"신창전기(주) 대표이사 변경 안내


(주)신창전기 대표이사 변경 안내
1. 변경내용
1. 변경내용
   가. 변경전 : 이철환
   가. 변경전 : 이철환
   나. 변경후 : 이철환, 손병휘(각자대표)
   나. 변경후 : 이철환, 손병휘(각자대표)
2. 변경사유 : 신규사업확대 및 사세확장에 따라 원활한 업무수행과 의사결정을
2. 변경사유 : 신규사업확대 및 사세확장에 따라 원활한 업무수행과 의사결정을
              하기 위함
              하기 위함
3. 이사회 결의일 : 2000. 6. 9
3. 이사회 결의일 : 2000. 6. 9

",https://kind.krx.co.kr/external/2000/06/09/M00008/20000609M00008/70656.htm
66,주화산업,017740,2000-04-11 00:00,대표이사변경(주화산업(주) 관리인 변경),"주화산업(주) 관리인 변경


1. 변경내용
   가. 변경전 : 김정환
   나. 변경후 : 이종수
2. 변경사유 : 법원결정에 의해 변경
3. 변경일 : 2000. 4. 10

",https://kind.krx.co.kr/external/2000/04/11/M00008/20000411M00008/70656.htm
67,대전금고,006300,2000-02-08 00:00,대표이사변경((주)대전상호신용금고),"(주)대전상호신용금고 대표자 변경


1. 변경내용
   가. 변경전 : 관리인 이명상
   나. 변경후 : 청산인 함동균
2. 변경사유 : 2000. 1. 14자로 영업인가가 취소되어 경영관리가 종료되고
              청산인이 선임됨
3. 변경일 : 2000. 1. 14

",https://kind.krx.co.kr/external/2000/02/08/M00017/20000208M00017/70656.htm
68,에듀언스,009010,2000-01-26 00:00,대표이사변경((주)세화 관리인 변경),"(주)세화 관리인 변경


1. 변경내용
   가. 변경전 : 문승호, 이원희
   나. 변경후 : 문승호
2. 변경사유 : 관리인 이원희의 사임
3. 이사회결의일 : 2000. 1. 26

",https://kind.krx.co.kr/external/2000/01/26/M00052/20000126M00052/70656.htm
69,엘티삼보,011870,2000-01-05 00:00,대표이사변경(삼보지질(주) 관리인 변경),"삼보지질(주) 관리인 변경


1. 변경내용
   가. 변경전 : 박병연
   나. 변경후 : 차수환
2. 변경사유 : 박병연관리인의 사임
3. 법원결정일 : 1999. 12. 30
4. 결정통지서수령일 : 2000. 1. 5

",https://kind.krx.co.kr/external/2000/01/05/M00013/20000105M00013/70656.htm
