회사명,거래소코드,회계년도,보통주식비율
(주)삼표시멘트,038500,2003/12,36.18
(주)삼표시멘트,038500,2004/12,32.09
(주)삼표시멘트,038500,2005/12,13.47
(주)삼표시멘트,038500,2006/12,9.58
(주)삼표시멘트,038500,2007/12,9.92
(주)삼표시멘트,038500,2008/12,70
(주)삼표시멘트,038500,2009/12,70
(주)삼표시멘트,038500,2010/12,90.46
(주)삼표시멘트,038500,2011/12,86.76
(주)삼표시멘트,038500,2012/12,86.5
(주)삼표시멘트,038500,2013/12,81.74
(주)삼표시멘트,038500,2014/12,74.1
(주)삼표시멘트,038500,2015/12,55.04
(주)삼표시멘트,038500,2016/12,55.1
(주)삼표시멘트,038500,2017/12,65.13
(주)삼표시멘트,038500,2018/12,65.01
(주)삼표시멘트,038500,2019/12,65.03
(주)삼표시멘트,038500,2020/12,65.04
(주)삼화네트웍스,046390,2000/12,43.59
(주)삼화네트웍스,046390,2001/12,43.59
(주)삼화네트웍스,046390,2002/12,43.67
(주)삼화네트웍스,046390,2003/12,31.22
(주)삼화네트웍스,046390,2004/12,14.59
(주)삼화네트웍스,046390,2005/12,15.02
(주)삼화네트웍스,046390,2006/12,25.39
(주)삼화네트웍스,046390,2007/12,51.84
(주)삼화네트웍스,046390,2008/12,52.43
(주)삼화네트웍스,046390,2009/12,52.43
(주)삼화네트웍스,046390,2010/12,47.39
(주)삼화네트웍스,046390,2011/12,41.54
(주)삼화네트웍스,046390,2012/12,41.54
(주)삼화네트웍스,046390,2013/12,44.09
(주)삼화네트웍스,046390,2014/12,38.87
(주)삼화네트웍스,046390,2015/12,38.87
(주)삼화네트웍스,046390,2016/12,38.87
(주)삼화네트웍스,046390,2017/12,38.81
(주)삼화네트웍스,046390,2018/12,38.8
(주)삼화네트웍스,046390,2019/12,38.76
(주)삼화네트웍스,046390,2020/12,38.7
(주)상보,027580,2000/12,
(주)상보,027580,2001/12,
(주)상보,027580,2002/12,
(주)상보,027580,2003/12,
(주)상보,027580,2004/12,
(주)상보,027580,2005/12,
(주)상보,027580,2006/12,
(주)상보,027580,2007/12,36.19
(주)상보,027580,2008/12,36.19
(주)상보,027580,2009/12,27.85
(주)상보,027580,2010/12,27.95
(주)상보,027580,2011/12,28.3
(주)상보,027580,2012/12,33.26
(주)상보,027580,2013/12,25.85
(주)상보,027580,2014/12,25.66
(주)상보,027580,2015/12,26.5
(주)상보,027580,2016/12,21.46
(주)상보,027580,2017/12,21.51
(주)상보,027580,2018/12,20.6
(주)상보,027580,2019/12,14.47
(주)상보,027580,2020/12,14.76
(주)상상인,038540,2000/12,50.8
(주)상상인,038540,2001/12,48.8
(주)상상인,038540,2002/12,46.98
(주)상상인,038540,2003/12,43.53
(주)상상인,038540,2004/12,59.87
(주)상상인,038540,2005/12,40.14
(주)상상인,038540,2006/12,8.86
(주)상상인,038540,2007/12,21.17
(주)상상인,038540,2008/12,22.97
(주)상상인,038540,2009/12,18.25
(주)상상인,038540,2010/12,20.04
(주)상상인,038540,2011/12,22.55
(주)상상인,038540,2012/12,34.27
(주)상상인,038540,2013/12,34.54
(주)상상인,038540,2014/12,35.4
(주)상상인,038540,2015/12,29.31
(주)상상인,038540,2016/12,29.94
(주)상상인,038540,2017/12,30.66
(주)상상인,038540,2018/12,30.66
(주)상상인,038540,2019/12,31.93
(주)상상인,038540,2020/12,31.93
(주)상상인인더스트리,101000,2006/12,
(주)상상인인더스트리,101000,2007/12,
(주)상상인인더스트리,101000,2008/12,
(주)상상인인더스트리,101000,2009/12,32.89
(주)상상인인더스트리,101000,2010/12,52.76
(주)상상인인더스트리,101000,2011/12,47.96
(주)상상인인더스트리,101000,2012/12,51.44
(주)상상인인더스트리,101000,2013/12,36.85
(주)상상인인더스트리,101000,2014/12,36.87
(주)상상인인더스트리,101000,2015/12,36.87
(주)상상인인더스트리,101000,2016/12,22.96
(주)상상인인더스트리,101000,2017/12,15.28
(주)상상인인더스트리,101000,2018/12,76.57
(주)상상인인더스트리,101000,2019/12,76.46
(주)상상인인더스트리,101000,2020/12,59.86
(주)상아프론테크,089980,2000/12,
(주)상아프론테크,089980,2001/12,
(주)상아프론테크,089980,2002/12,
(주)상아프론테크,089980,2003/12,
(주)상아프론테크,089980,2004/12,
(주)상아프론테크,089980,2005/12,
(주)상아프론테크,089980,2006/12,
(주)상아프론테크,089980,2007/12,
(주)상아프론테크,089980,2008/12,
(주)상아프론테크,089980,2009/12,
(주)상아프론테크,089980,2010/12,
(주)상아프론테크,089980,2011/12,57.63
(주)상아프론테크,089980,2012/12,57.65
(주)상아프론테크,089980,2013/12,57.65
(주)상아프론테크,089980,2014/12,58.05
(주)상아프론테크,089980,2015/12,51.16
(주)상아프론테크,089980,2016/12,49.73
(주)상아프론테크,089980,2017/12,46.37
(주)상아프론테크,089980,2018/12,46.58
(주)상아프론테크,089980,2019/12,46.85
(주)상아프론테크,089980,2020/12,43.77
(주)상지카일룸,042940,2000/12,35.42
(주)상지카일룸,042940,2001/12,22.18
(주)상지카일룸,042940,2002/12,22.1
(주)상지카일룸,042940,2003/12,39.96
(주)상지카일룸,042940,2004/12,39.96
(주)상지카일룸,042940,2005/12,34.75
(주)상지카일룸,042940,2006/12,32.75
(주)상지카일룸,042940,2007/12,30.55
(주)상지카일룸,042940,2008/12,30.55
(주)상지카일룸,042940,2009/12,24.08
(주)상지카일룸,042940,2010/12,23.93
(주)상지카일룸,042940,2011/12,14.98
(주)상지카일룸,042940,2012/12,54.42
(주)상지카일룸,042940,2013/12,62.31
(주)상지카일룸,042940,2014/12,1.9
(주)상지카일룸,042940,2015/12,7.79
(주)상지카일룸,042940,2016/12,7.96
(주)상지카일룸,042940,2017/12,13.92
(주)상지카일룸,042940,2018/12,20.77
(주)상지카일룸,042940,2019/12,19.05
(주)상지카일룸,042940,2020/12,13.54
(주)새로닉스,042600,2000/12,
(주)새로닉스,042600,2001/12,
(주)새로닉스,042600,2002/12,62
(주)새로닉스,042600,2003/12,74.74
(주)새로닉스,042600,2004/12,69.36
(주)새로닉스,042600,2005/12,64.1
(주)새로닉스,042600,2006/12,60.7
(주)새로닉스,042600,2007/12,58.6
(주)새로닉스,042600,2008/12,58.4
(주)새로닉스,042600,2009/12,58.9
(주)새로닉스,042600,2010/12,58.77
(주)새로닉스,042600,2011/12,58.29
(주)새로닉스,042600,2012/12,58.29
(주)새로닉스,042600,2013/12,63.37
(주)새로닉스,042600,2014/12,65.8
(주)새로닉스,042600,2015/12,65.56
(주)새로닉스,042600,2016/12,65.32
(주)새로닉스,042600,2017/12,65.29
(주)새로닉스,042600,2018/12,65.07
(주)새로닉스,042600,2019/12,65.07
(주)새로닉스,042600,2020/12,65.29
(주)샘씨엔에스,252990,2017/12,
(주)샘씨엔에스,252990,2018/12,
(주)샘씨엔에스,252990,2019/12,
(주)샘씨엔에스,252990,2020/12,
(주)샘코,263540,2012/12,
(주)샘코,263540,2013/12,
(주)샘코,263540,2014/12,
(주)샘코,263540,2015/12,
(주)샘코,263540,2016/12,
(주)샘코,263540,2017/12,44.53
(주)샘코,263540,2018/12,45.4
(주)샘코,263540,2019/12,12.49
(주)샘코,263540,2020/12,20.26
(주)샤인시스템,066300,2000/12,
(주)샤인시스템,066300,2001/12,
(주)샤인시스템,066300,2002/12,66.69
(주)샤인시스템,066300,2003/12,66.69
(주)샤인시스템,066300,2004/12,66.68
(주)샤인시스템,066300,2005/12,39.53
(주)샤인시스템,066300,2006/12,19.95
(주)샤인시스템,066300,2007/12,7.03
(주)샤인시스템,066300,2008/12,11.29
(주)샤인시스템,066300,2009/12,36.62
(주)서남,294630,2010/12,
(주)서남,294630,2011/12,
(주)서남,294630,2012/12,
(주)서남,294630,2013/12,
(주)서남,294630,2014/12,
(주)서남,294630,2015/12,
(주)서남,294630,2016/12,
(주)서남,294630,2017/12,
(주)서남,294630,2018/12,
(주)서남,294630,2019/12,13.42
(주)서남,294630,2020/12,11.05
(주)서린바이오사이언스,038070,2001/12,
(주)서린바이오사이언스,038070,2002/12,
(주)서린바이오사이언스,038070,2003/12,
(주)서린바이오사이언스,038070,2004/12,
(주)서린바이오사이언스,038070,2005/12,36.34
(주)서린바이오사이언스,038070,2006/12,36.34
(주)서린바이오사이언스,038070,2007/12,36.01
(주)서린바이오사이언스,038070,2008/12,36.07
(주)서린바이오사이언스,038070,2009/12,36.11
(주)서린바이오사이언스,038070,2010/12,36.16
(주)서린바이오사이언스,038070,2011/12,33.54
(주)서린바이오사이언스,038070,2012/12,32.18
(주)서린바이오사이언스,038070,2013/12,32.16
(주)서린바이오사이언스,038070,2014/12,32.16
(주)서린바이오사이언스,038070,2015/12,31.02
(주)서린바이오사이언스,038070,2016/12,30.79
(주)서린바이오사이언스,038070,2017/12,28.91
(주)서린바이오사이언스,038070,2018/12,28.72
(주)서린바이오사이언스,038070,2019/12,30.36
(주)서린바이오사이언스,038070,2020/12,30.38
(주)서부티엔디,006730,2000/12,77.95
(주)서부티엔디,006730,2001/12,77.68
(주)서부티엔디,006730,2002/12,73.55
(주)서부티엔디,006730,2003/12,71.9
(주)서부티엔디,006730,2004/12,73.55
(주)서부티엔디,006730,2005/12,67.82
(주)서부티엔디,006730,2006/12,60.24
(주)서부티엔디,006730,2007/12,56.6
(주)서부티엔디,006730,2008/12,54.98
(주)서부티엔디,006730,2009/12,56.1
(주)서부티엔디,006730,2010/12,57.7
(주)서부티엔디,006730,2011/12,59.12
(주)서부티엔디,006730,2012/12,57.72
(주)서부티엔디,006730,2013/12,57.99
(주)서부티엔디,006730,2014/12,58.01
(주)서부티엔디,006730,2015/12,53.09
(주)서부티엔디,006730,2016/12,52.56
(주)서부티엔디,006730,2017/12,55.64
(주)서부티엔디,006730,2018/12,55.97
(주)서부티엔디,006730,2019/12,55.1
(주)서부티엔디,006730,2020/12,54.52
(주)서산,079650,2004/12,65.02
(주)서산,079650,2005/12,65.02
(주)서산,079650,2006/12,65.02
(주)서산,079650,2007/12,65.02
(주)서산,079650,2008/12,65.02
(주)서산,079650,2009/12,61.52
(주)서산,079650,2010/12,65.02
(주)서산,079650,2011/12,70.28
(주)서산,079650,2012/12,67.9
(주)서산,079650,2013/12,67.9
(주)서산,079650,2014/12,67.9
(주)서산,079650,2015/12,67.9
(주)서산,079650,2016/12,67.9
(주)서산,079650,2017/12,67.9
(주)서산,079650,2018/12,67.9
(주)서산,079650,2019/12,67.9
(주)서산,079650,2020/12,67.9
(주)서연탑메탈,019770,2000/12,
(주)서연탑메탈,019770,2001/12,
(주)서연탑메탈,019770,2002/12,
(주)서연탑메탈,019770,2003/12,
(주)서연탑메탈,019770,2004/12,
(주)서연탑메탈,019770,2005/12,
(주)서연탑메탈,019770,2006/12,
(주)서연탑메탈,019770,2007/12,
(주)서연탑메탈,019770,2008/12,
(주)서연탑메탈,019770,2009/12,
(주)서연탑메탈,019770,2010/12,
(주)서연탑메탈,019770,2011/12,65.93
(주)서연탑메탈,019770,2012/12,65.95
(주)서연탑메탈,019770,2013/12,65.8
(주)서연탑메탈,019770,2014/12,65.26
(주)서연탑메탈,019770,2015/12,65.26
(주)서연탑메탈,019770,2016/12,51.44
(주)서연탑메탈,019770,2017/12,51.44
(주)서연탑메탈,019770,2018/12,51.44
(주)서연탑메탈,019770,2019/12,51.44
(주)서연탑메탈,019770,2020/12,51.44
(주)서울리거,043710,2000/12,
(주)서울리거,043710,2001/12,
(주)서울리거,043710,2002/12,35.79
(주)서울리거,043710,2003/12,35.69
(주)서울리거,043710,2004/12,33.76
(주)서울리거,043710,2005/12,33.09
(주)서울리거,043710,2006/12,24.37
(주)서울리거,043710,2007/12,25.16
(주)서울리거,043710,2008/12,24.97
(주)서울리거,043710,2009/12,21.35
(주)서울리거,043710,2010/12,15.12
(주)서울리거,043710,2011/12,27.98
(주)서울리거,043710,2012/12,27.98
(주)서울리거,043710,2013/12,30.57
(주)서울리거,043710,2014/12,58.73
(주)서울리거,043710,2015/12,61.41
(주)서울리거,043710,2016/12,12.19
(주)서울리거,043710,2017/12,8.78
(주)서울리거,043710,2018/12,19.34
(주)서울리거,043710,2019/12,35.04
(주)서울리거,043710,2020/12,21.5
(주)서울옥션,063170,2002/12,
(주)서울옥션,063170,2003/12,
(주)서울옥션,063170,2004/12,
(주)서울옥션,063170,2005/12,
(주)서울옥션,063170,2006/12,
(주)서울옥션,063170,2007/12,
(주)서울옥션,063170,2008/12,34.74
(주)서울옥션,063170,2009/12,34.74
(주)서울옥션,063170,2010/12,35.14
(주)서울옥션,063170,2011/12,34.21
(주)서울옥션,063170,2012/12,34.56
(주)서울옥션,063170,2013/12,34.53
(주)서울옥션,063170,2014/12,34.53
(주)서울옥션,063170,2015/12,33.64
(주)서울옥션,063170,2016/12,33.66
(주)서울옥션,063170,2017/12,33.98
(주)서울옥션,063170,2018/12,33.61
(주)서울옥션,063170,2019/12,31.82
(주)서울옥션,063170,2020/12,35.05
(주)서울제약,018680,2000/12,79.5
(주)서울제약,018680,2001/12,69.17
(주)서울제약,018680,2002/12,69.17
(주)서울제약,018680,2003/12,69.06
(주)서울제약,018680,2004/12,65.86
(주)서울제약,018680,2005/12,61.06
(주)서울제약,018680,2006/12,60.68
(주)서울제약,018680,2007/12,60.68
(주)서울제약,018680,2008/12,61.79
(주)서울제약,018680,2009/12,61.79
(주)서울제약,018680,2010/12,61.79
(주)서울제약,018680,2011/12,61.79
(주)서울제약,018680,2012/12,61.3
(주)서울제약,018680,2013/12,56.31
(주)서울제약,018680,2014/12,56.27
(주)서울제약,018680,2015/12,54.25
(주)서울제약,018680,2016/12,52.51
(주)서울제약,018680,2017/12,46.36
(주)서울제약,018680,2018/12,45.81
(주)서울제약,018680,2019/12,45.49
(주)서울제약,018680,2020/12,44.48
(주)서원인텍,093920,2002/12,
(주)서원인텍,093920,2003/12,
(주)서원인텍,093920,2004/12,
(주)서원인텍,093920,2005/12,
(주)서원인텍,093920,2006/12,
(주)서원인텍,093920,2007/12,69.34
(주)서원인텍,093920,2008/12,69.34
(주)서원인텍,093920,2009/12,68.46
(주)서원인텍,093920,2010/12,68.35
(주)서원인텍,093920,2011/12,68.19
(주)서원인텍,093920,2012/12,57.22
(주)서원인텍,093920,2013/12,57.21
(주)서원인텍,093920,2014/12,57.23
(주)서원인텍,093920,2015/12,57.22
(주)서원인텍,093920,2016/12,55.6
(주)서원인텍,093920,2017/12,52.63
(주)서원인텍,093920,2018/12,52.63
(주)서원인텍,093920,2019/12,52.63
(주)서원인텍,093920,2020/12,52.41
(주)서전기전,189860,2010/12,
(주)서전기전,189860,2011/12,
(주)서전기전,189860,2012/12,
(주)서전기전,189860,2013/12,
(주)서전기전,189860,2014/12,45.36
(주)서전기전,189860,2015/12,45.28
(주)서전기전,189860,2016/12,45.28
(주)서전기전,189860,2017/12,45.28
(주)서전기전,189860,2018/12,45.28
(주)서전기전,189860,2019/12,45.28
(주)서전기전,189860,2020/12,45.29
(주)서진시스템,178320,2009/12,
(주)서진시스템,178320,2010/12,
(주)서진시스템,178320,2011/12,
(주)서진시스템,178320,2012/12,
(주)서진시스템,178320,2013/12,
(주)서진시스템,178320,2014/12,
(주)서진시스템,178320,2015/12,
(주)서진시스템,178320,2016/12,
(주)서진시스템,178320,2017/12,43.82
(주)서진시스템,178320,2018/12,45.06
(주)서진시스템,178320,2019/12,33.22
(주)서진시스템,178320,2020/12,33.06
(주)서진오토모티브,122690,2010/12,18.75
(주)서진오토모티브,122690,2011/12,16.49
(주)서진오토모티브,122690,2012/12,51.34
(주)서진오토모티브,122690,2013/12,51.19
(주)서진오토모티브,122690,2014/12,51.19
(주)서진오토모티브,122690,2015/12,51.19
(주)서진오토모티브,122690,2016/12,48.82
(주)서진오토모티브,122690,2017/12,63.55
(주)서진오토모티브,122690,2018/12,63.55
(주)서진오토모티브,122690,2019/12,63.55
(주)서진오토모티브,122690,2020/12,62.06
(주)서플러스글로벌,140070,2007/12,
(주)서플러스글로벌,140070,2008/12,
(주)서플러스글로벌,140070,2009/12,
(주)서플러스글로벌,140070,2010/12,
(주)서플러스글로벌,140070,2011/12,
(주)서플러스글로벌,140070,2012/12,
(주)서플러스글로벌,140070,2013/12,
(주)서플러스글로벌,140070,2014/12,
(주)서플러스글로벌,140070,2015/12,
(주)서플러스글로벌,140070,2016/12,86.4
(주)서플러스글로벌,140070,2017/12,65
(주)서플러스글로벌,140070,2018/12,57.52
(주)서플러스글로벌,140070,2019/12,57.5
(주)서플러스글로벌,140070,2020/12,57.52
(주)서한,011370,2000/12,4.24
(주)서한,011370,2001/12,4.24
(주)서한,011370,2002/12,26.99
(주)서한,011370,2003/12,9
(주)서한,011370,2004/12,11.61
(주)서한,011370,2005/12,9
(주)서한,011370,2006/12,9
(주)서한,011370,2007/12,11.85
(주)서한,011370,2008/12,12.78
(주)서한,011370,2009/12,12.78
(주)서한,011370,2010/12,26.81
(주)서한,011370,2011/12,11.26
(주)서한,011370,2012/12,11.26
(주)서한,011370,2013/12,11.26
(주)서한,011370,2014/12,11.26
(주)서한,011370,2015/12,11.26
(주)서한,011370,2016/12,11.26
(주)서한,011370,2017/12,11.26
(주)서한,011370,2018/12,11.26
(주)서한,011370,2019/12,11.26
(주)서한,011370,2020/12,11.26
(주)서희건설,035890,2000/12,35.44
(주)서희건설,035890,2001/12,44.96
(주)서희건설,035890,2002/12,45.47
(주)서희건설,035890,2003/12,54.19
(주)서희건설,035890,2004/12,31.58
(주)서희건설,035890,2005/12,39.35
(주)서희건설,035890,2006/12,39.38
(주)서희건설,035890,2007/12,38.19
(주)서희건설,035890,2008/12,38.05
(주)서희건설,035890,2009/12,30.98
(주)서희건설,035890,2010/12,31.81
(주)서희건설,035890,2011/12,32.65
(주)서희건설,035890,2012/12,25.75
(주)서희건설,035890,2013/12,25.75
(주)서희건설,035890,2014/12,25.76
(주)서희건설,035890,2015/12,22.49
(주)서희건설,035890,2016/12,24.28
(주)서희건설,035890,2017/12,30.2
(주)서희건설,035890,2018/12,28.31
(주)서희건설,035890,2019/12,39.81
(주)서희건설,035890,2020/12,54.32
(주)석경에이티,357550,2011/12,
(주)석경에이티,357550,2012/12,
(주)석경에이티,357550,2013/12,
(주)석경에이티,357550,2014/12,
(주)석경에이티,357550,2015/12,
(주)석경에이티,357550,2016/12,
(주)석경에이티,357550,2017/12,
(주)석경에이티,357550,2018/12,
(주)석경에이티,357550,2019/12,
(주)석경에이티,357550,2020/12,41.45
(주)선광,003100,2000/12,63.32
(주)선광,003100,2001/12,67.3
(주)선광,003100,2002/12,60.75
(주)선광,003100,2003/12,64.1
(주)선광,003100,2004/12,60.75
(주)선광,003100,2005/12,59.03
(주)선광,003100,2006/12,56.83
(주)선광,003100,2007/12,53.1
(주)선광,003100,2008/12,53.1
(주)선광,003100,2009/12,52.34
(주)선광,003100,2010/12,52.47
(주)선광,003100,2011/12,52.47
(주)선광,003100,2012/12,52.09
(주)선광,003100,2013/12,52.09
(주)선광,003100,2014/12,51.64
(주)선광,003100,2015/12,51.64
(주)선광,003100,2016/12,52.92
(주)선광,003100,2017/12,52.92
(주)선광,003100,2018/12,52.88
(주)선광,003100,2019/12,52.88
(주)선광,003100,2020/12,52.51
(주)선데이토즈,123420,2010/12,19.13
(주)선데이토즈,123420,2011/12,16.4
(주)선데이토즈,123420,2012/12,14.86
(주)선데이토즈,123420,2013/12,47.02
(주)선데이토즈,123420,2014/12,47.02
(주)선데이토즈,123420,2015/12,47.02
(주)선데이토즈,123420,2016/12,47.54
(주)선데이토즈,123420,2017/12,47.78
(주)선데이토즈,123420,2018/12,35.87
(주)선데이토즈,123420,2019/12,35.63
(주)선데이토즈,123420,2020/12,35.66
(주)선우중공업,068770,2000/12,
(주)선우중공업,068770,2001/12,
(주)선우중공업,068770,2002/12,
(주)선우중공업,068770,2003/12,
(주)선우중공업,068770,2004/12,
(주)선우중공업,068770,2005/12,37.02
(주)선우중공업,068770,2006/12,34.26
(주)선우중공업,068770,2007/12,33.43
(주)선우중공업,068770,2008/12,20.22
(주)선우중공업,068770,2009/12,2.76
(주)선익시스템,171090,2001/12,
(주)선익시스템,171090,2002/12,
(주)선익시스템,171090,2003/12,
(주)선익시스템,171090,2004/12,
(주)선익시스템,171090,2005/12,
(주)선익시스템,171090,2006/12,
(주)선익시스템,171090,2007/12,
(주)선익시스템,171090,2008/12,
(주)선익시스템,171090,2009/12,
(주)선익시스템,171090,2010/12,
(주)선익시스템,171090,2011/12,
(주)선익시스템,171090,2012/12,
(주)선익시스템,171090,2013/12,
(주)선익시스템,171090,2014/12,
(주)선익시스템,171090,2015/12,
(주)선익시스템,171090,2016/12,
(주)선익시스템,171090,2017/12,50.07
(주)선익시스템,171090,2018/12,50.07
(주)선익시스템,171090,2019/12,50.07
(주)선익시스템,171090,2020/12,50.07
(주)선팩테크,054010,2000/12,86.96
(주)선팩테크,054010,2001/12,60.85
(주)선팩테크,054010,2002/12,60.85
(주)선팩테크,054010,2003/12,44.25
(주)선팩테크,054010,2004/12,23.9
(주)선팩테크,054010,2005/12,8.09
(주)선팩테크,054010,2006/12,13.53
(주)선팩테크,054010,2007/12,18.46
(주)선팩테크,054010,2008/12,7.2
(주)선팩테크,054010,2009/12,12.66
(주)선팩테크,054010,2010/12,21.04
(주)성광벤드,014620,2000/12,69.78
(주)성광벤드,014620,2001/12,69.8
(주)성광벤드,014620,2002/12,69.9
(주)성광벤드,014620,2003/12,70.87
(주)성광벤드,014620,2004/12,71.4
(주)성광벤드,014620,2005/12,64.21
(주)성광벤드,014620,2006/12,55.37
(주)성광벤드,014620,2007/12,48.03
(주)성광벤드,014620,2008/12,48.03
(주)성광벤드,014620,2009/12,48.03
(주)성광벤드,014620,2010/12,47.68
(주)성광벤드,014620,2011/12,47.7
(주)성광벤드,014620,2012/12,40.67
(주)성광벤드,014620,2013/12,40.29
(주)성광벤드,014620,2014/12,40.29
(주)성광벤드,014620,2015/12,40.68
(주)성광벤드,014620,2016/12,41.08
(주)성광벤드,014620,2017/12,41.08
(주)성광벤드,014620,2018/12,41.08
(주)성광벤드,014620,2019/12,41.08
(주)성광벤드,014620,2020/12,41.08
(주)성도이엔지,037350,2000/12,66.62
(주)성도이엔지,037350,2001/12,56.13
(주)성도이엔지,037350,2002/12,56.09
(주)성도이엔지,037350,2003/12,66.8
(주)성도이엔지,037350,2004/12,55.97
(주)성도이엔지,037350,2005/12,50.24
(주)성도이엔지,037350,2006/12,38.34
(주)성도이엔지,037350,2007/12,38.87
(주)성도이엔지,037350,2008/12,39.47
(주)성도이엔지,037350,2009/12,39.23
(주)성도이엔지,037350,2010/12,39.23
(주)성도이엔지,037350,2011/12,38.07
(주)성도이엔지,037350,2012/12,38.51
(주)성도이엔지,037350,2013/12,38.51
(주)성도이엔지,037350,2014/12,37.05
(주)성도이엔지,037350,2015/12,37.31
(주)성도이엔지,037350,2016/12,37.19
(주)성도이엔지,037350,2017/12,37.03
(주)성도이엔지,037350,2018/12,36.05
(주)성도이엔지,037350,2019/12,36.05
(주)성도이엔지,037350,2020/12,37.05
(주)성우몰드,053440,2000/12,
(주)성우몰드,053440,2001/12,26.7
(주)성우몰드,053440,2002/12,26.7
(주)성우몰드,053440,2003/12,26.7
(주)성우몰드,053440,2004/12,26.7
(주)성우몰드,053440,2005/12,45.83
(주)성우몰드,053440,2006/12,45.83
(주)성우몰드,053440,2007/12,45.83
(주)성우몰드,053440,2008/12,45.83
(주)성우몰드,053440,2009/12,45.83
(주)성우하이텍,015750,2000/12,46.14
(주)성우하이텍,015750,2001/12,42.7
(주)성우하이텍,015750,2002/12,42.7
(주)성우하이텍,015750,2003/12,45.8
(주)성우하이텍,015750,2004/12,52.3
(주)성우하이텍,015750,2005/12,43.98
(주)성우하이텍,015750,2006/12,43.57
(주)성우하이텍,015750,2007/12,43.72
(주)성우하이텍,015750,2008/12,46.42
(주)성우하이텍,015750,2009/12,45.22
(주)성우하이텍,015750,2010/12,45.31
(주)성우하이텍,015750,2011/12,45.31
(주)성우하이텍,015750,2012/12,45.31
(주)성우하이텍,015750,2013/12,45.31
(주)성우하이텍,015750,2014/12,45.31
(주)성우하이텍,015750,2015/12,42.26
(주)성우하이텍,015750,2016/12,42.26
(주)성우하이텍,015750,2017/12,42.26
(주)성우하이텍,015750,2018/12,43.94
(주)성우하이텍,015750,2019/12,43.94
(주)성우하이텍,015750,2020/12,44.87
(주)성진산업,037650,2000/12,55.74
(주)성진산업,037650,2001/12,32.1
(주)성진산업,037650,2002/12,32.07
(주)성진산업,037650,2003/12,18.9
(주)성진산업,037650,2004/12,17.85
(주)성창오토텍,080470,2003/12,
(주)성창오토텍,080470,2004/12,
(주)성창오토텍,080470,2005/12,
(주)성창오토텍,080470,2006/12,53.5
(주)성창오토텍,080470,2007/12,53.55
(주)성창오토텍,080470,2008/12,53.13
(주)성창오토텍,080470,2009/12,53.23
(주)성창오토텍,080470,2010/12,52.2
(주)성창오토텍,080470,2011/12,52.3
(주)성창오토텍,080470,2012/12,52.54
(주)성창오토텍,080470,2013/12,52.54
(주)성창오토텍,080470,2014/12,52.8
(주)성창오토텍,080470,2015/12,52.6
(주)성창오토텍,080470,2016/12,52.1
(주)성창오토텍,080470,2017/12,52.1
(주)성창오토텍,080470,2018/12,52.1
(주)성창오토텍,080470,2019/12,52.1
(주)성창오토텍,080470,2020/12,52.1
(주)세경하이테크,148150,2011/12,
(주)세경하이테크,148150,2012/12,
(주)세경하이테크,148150,2013/12,
(주)세경하이테크,148150,2014/12,
(주)세경하이테크,148150,2015/12,
(주)세경하이테크,148150,2016/12,
(주)세경하이테크,148150,2017/12,
(주)세경하이테크,148150,2018/12,
(주)세경하이테크,148150,2019/12,35.26
(주)세경하이테크,148150,2020/12,35.36
(주)세계투어,047600,2000/12,16.63
(주)세계투어,047600,2001/12,15.82
(주)세계투어,047600,2002/12,12.2
(주)세계투어,047600,2003/12,6.25
(주)세계투어,047600,2004/12,36.18
(주)세계투어,047600,2005/12,10.11
(주)세계투어,047600,2006/12,28.71
(주)세계투어,047600,2007/12,19.55
(주)세계투어,047600,2008/12,8.69
(주)세계투어,047600,2009/12,29.7
(주)세계투어,047600,2010/12,2.9
(주)세기리텍,199870,2011/12,
(주)세기리텍,199870,2012/12,
(주)세기리텍,199870,2013/12,
(주)세기리텍,199870,2014/12,
(주)세기리텍,199870,2015/12,38.82
(주)세기리텍,199870,2016/12,38.82
(주)세니콘,056060,2000/12,54
(주)세니콘,056060,2001/12,54
(주)세니콘,056060,2002/12,32.15
(주)세니콘,056060,2003/12,26.76
(주)세니콘,056060,2004/12,14.35
(주)세니콘,056060,2005/12,
(주)세동,053060,2000/12,
(주)세동,053060,2001/12,59.76
(주)세동,053060,2002/12,59.76
(주)세동,053060,2003/12,59.78
(주)세동,053060,2004/12,59.78
(주)세동,053060,2005/12,59.78
(주)세동,053060,2006/12,57.45
(주)세동,053060,2007/12,57.45
(주)세동,053060,2008/12,57.45
(주)세동,053060,2009/12,57.45
(주)세동,053060,2010/12,57.45
(주)세동,053060,2011/12,57.45
(주)세동,053060,2012/12,57.46
(주)세동,053060,2013/12,57.46
(주)세동,053060,2014/12,57.46
(주)세동,053060,2015/12,57.46
(주)세동,053060,2016/12,53.01
(주)세동,053060,2017/12,40.48
(주)세동,053060,2018/12,37.19
(주)세동,053060,2019/12,37.19
(주)세동,053060,2020/12,32.83
(주)세라온홀딩스,050600,2000/12,32.99
(주)세라온홀딩스,050600,2001/12,25.65
(주)세라온홀딩스,050600,2002/12,25.65
(주)세라온홀딩스,050600,2003/12,18.01
(주)세라온홀딩스,050600,2004/12,19.2
(주)세라온홀딩스,050600,2005/12,20.04
(주)세라온홀딩스,050600,2006/12,11.79
(주)세라온홀딩스,050600,2007/12,16.72
(주)세보엠이씨,011560,2000/12,17.37
