회사명,거래소코드,회계년도,기업가치(EV),EBITDA,EBITDA/매출액,EBITDA/금융비용,EBITDA/평균발행주식수,EV/EBITDA
(주)에스에프에이,056190,2003/12,,,,,,
(주)에스에프에이,056190,2004/12,,,,,,
(주)에스에프에이,056190,2005/12,,,,,,
(주)에스에프에이,056190,2006/12,,,,,,
(주)에스에프에이,056190,2007/12,542165.93,47950.35,15.63,0,5263.48,11.31
(주)에스에프에이,056190,2008/12,-36043.19,58016.68,13.47,0,6368.46,-0.62
(주)에스에프에이,056190,2009/12,278221.1,19756.71,6.43,0,2168.68,14.08
(주)에스에프에이,056190,2010/12,813462.63,42515.93,10.05,0,2368.05,19.13
(주)에스에프에이,056190,2011/12,1020238.73,101036.73,13.41,5000.83,5627.41,10.1
(주)에스에프에이,056190,2012/12,820629.46,72550.89,15.09,3974.96,4040.85,11.31
(주)에스에프에이,056190,2013/12,661106.29,65865.14,14.61,0,3668.47,10.04
(주)에스에프에이,056190,2014/12,578163.38,47957.2,12.67,0,2671.06,12.06
(주)에스에프에이,056190,2015/12,791993.01,61804.34,12.45,11224.91,3442.3,12.81
(주)에스에프에이,056190,2016/12,1024409.11,114663.15,13.49,0,6386.36,8.93
(주)에스에프에이,056190,2017/12,940726.75,198762.63,15.13,5678932.17,5535.21,4.73
(주)에스에프에이,056190,2018/12,1031709.35,183369.67,19.42,0,5106.54,5.63
(주)에스에프에이,056190,2019/12,1595948.85,163201.26,18.96,4450.66,4544.89,9.78
(주)에스에프에이,056190,2020/12,1109362.76,112057.91,13.41,514.23,3120.63,9.9
(주)에스에프에이반도체,036540,2000/12,,,,,,
(주)에스에프에이반도체,036540,2001/12,,,,,,
(주)에스에프에이반도체,036540,2002/12,,,,,,
(주)에스에프에이반도체,036540,2003/12,,,,,,
(주)에스에프에이반도체,036540,2004/12,,,,,,
(주)에스에프에이반도체,036540,2005/12,,,,,,
(주)에스에프에이반도체,036540,2006/12,,,,,,
(주)에스에프에이반도체,036540,2007/12,233326.74,38197.92,17.96,8.32,2535.31,6.11
(주)에스에프에이반도체,036540,2008/12,146978.66,25335.29,13.15,2.73,1681.58,5.8
(주)에스에프에이반도체,036540,2009/12,260572.12,22516.55,9.76,2.17,1191.92,11.57
(주)에스에프에이반도체,036540,2010/12,371686.2,44513.06,11.94,4.33,1531.36,8.35
(주)에스에프에이반도체,036540,2011/12,591462.96,47137.94,11.16,3.55,1208.34,12.55
(주)에스에프에이반도체,036540,2012/12,514196.33,34348.56,8.84,2.15,793.02,14.97
(주)에스에프에이반도체,036540,2013/12,430496.88,29536.39,9.03,1.54,681.89,14.58
(주)에스에프에이반도체,036540,2014/12,513759.38,56862.19,16.94,2.92,1041.76,9.04
(주)에스에프에이반도체,036540,2015/12,434865.89,29203.74,8.93,1.36,367.51,14.89
(주)에스에프에이반도체,036540,2016/12,528081.71,31952,11.85,3.53,244.02,16.53
(주)에스에프에이반도체,036540,2017/12,533214.18,51266.73,17.5,5.65,367.86,10.4
(주)에스에프에이반도체,036540,2018/12,389902.19,56546.1,19.09,6.35,400.69,6.9
(주)에스에프에이반도체,036540,2019/12,787256.08,58581.57,12.68,6.69,411.7,13.44
(주)에스에프에이반도체,036540,2020/12,1044073.45,53278.25,9.81,7.87,323.96,19.6
(주)에스엘바이오닉스,214310,2012/12,,,,,,
(주)에스엘바이오닉스,214310,2013/12,559.16,1676.24,7.65,17.2,462.59,0.33
(주)에스엘바이오닉스,214310,2014/12,4591.12,11765.49,24.44,39.51,3185.9,0.39
(주)에스엘바이오닉스,214310,2015/12,51812.84,12114.52,21.16,46.32,2584.98,4.28
(주)에스엘바이오닉스,214310,2016/12,94036.66,-2439.68,-4.12,-3.68,-287.35,0
(주)에스엘바이오닉스,214310,2017/12,85650.64,7445.92,15.63,1.67,815.97,11.5
(주)에스엘바이오닉스,214310,2018/12,78243.56,1592.17,5.02,0.47,25.21,49.14
(주)에스엘바이오닉스,214310,2019/12,49697.72,1245.34,5.16,0.4,18.67,39.91
(주)에스엘바이오닉스,214310,2020/12,68153.58,118.25,0.41,0.11,4.53,576.36
(주)에스엠라이프디자인그룹,063440,2001/12,,,,,,
(주)에스엠라이프디자인그룹,063440,2002/12,,,,,,
(주)에스엠라이프디자인그룹,063440,2003/12,,,,,,
(주)에스엠라이프디자인그룹,063440,2004/12,,,,,,
(주)에스엠라이프디자인그룹,063440,2005/12,,,,,,
(주)에스엠라이프디자인그룹,063440,2006/12,,,,,,
(주)에스엠라이프디자인그룹,063440,2007/12,41614.61,1325.15,5.86,3.48,132.51,31.4
(주)에스엠라이프디자인그룹,063440,2008/12,2227.21,1370.17,6,4.74,137.02,1.63
(주)에스엠라이프디자인그룹,063440,2009/12,40240.77,126.46,0.53,0.52,12.65,318.22
(주)에스엠라이프디자인그룹,063440,2010/12,27311.7,-4902.93,-21.7,-23.5,-490.29,
(주)에스엠라이프디자인그룹,063440,2011/12,37408.81,2424.84,11.44,8.85,242.48,15.43
(주)에스엠라이프디자인그룹,063440,2012/12,31094.4,-1965.55,-11.34,-7.99,-196.56,0
(주)에스엠라이프디자인그룹,063440,2013/12,26709.93,-1558.35,-10.52,-1.74,-151.95,0
(주)에스엠라이프디자인그룹,063440,2014/12,20744.26,1283.33,7.21,1.78,89.39,16.16
(주)에스엠라이프디자인그룹,063440,2015/12,30198.31,-710.16,-6.34,-3.32,-39.27,0
(주)에스엠라이프디자인그룹,063440,2016/12,58475.09,-1292.75,-11.37,-12.45,-42.77,0
(주)에스엠라이프디자인그룹,063440,2017/12,42611.29,4149.89,13.17,2026.31,108.33,10.27
(주)에스엠라이프디자인그룹,063440,2018/12,62558.37,592.75,2.96,301.5,14.13,105.54
(주)에스엠라이프디자인그룹,063440,2019/12,84120.14,2237.35,6.71,320.43,50.08,37.6
(주)에스엠라이프디자인그룹,063440,2020/12,90479.08,859.4,3.43,164.1,19.09,105.28
(주)에스엠엔터테인먼트,041510,2000/12,,,,,,
(주)에스엠엔터테인먼트,041510,2001/12,,,,,,
(주)에스엠엔터테인먼트,041510,2002/12,,,,,,
(주)에스엠엔터테인먼트,041510,2003/12,,,,,,
(주)에스엠엔터테인먼트,041510,2004/12,,,,,,
(주)에스엠엔터테인먼트,041510,2005/12,,,,,,
(주)에스엠엔터테인먼트,041510,2006/12,,,,,,
(주)에스엠엔터테인먼트,041510,2007/12,40051.69,-505.76,-1.52,-13.42,-31.81,0
(주)에스엠엔터테인먼트,041510,2008/12,-4375.75,1276.78,2.94,39.44,79.41,-3.43
(주)에스엠엔터테인먼트,041510,2009/12,67474.78,11859.79,19.19,12835.27,737.64,5.69
(주)에스엠엔터테인먼트,041510,2010/12,269022.34,28008.57,32.42,5270.71,1723.84,9.61
(주)에스엠엔터테인먼트,041510,2011/12,747265.59,25491.69,23.19,794.65,1546.35,29.31
(주)에스엠엔터테인먼트,041510,2012/12,897337.37,54208.2,32.16,17458.36,2714.83,16.55
(주)에스엠엔터테인먼트,041510,2013/12,885507.05,39077.73,23.79,471.9,1898.16,22.66
(주)에스엠엔터테인먼트,041510,2014/12,678199.84,29011.09,17.12,201.39,1405.01,23.38
(주)에스엠엔터테인먼트,041510,2015/12,887409.41,35652.45,18.24,66.59,1722.16,24.89
(주)에스엠엔터테인먼트,041510,2016/12,497425.76,30473.19,15.08,40.67,1413.44,16.32
(주)에스엠엔터테인먼트,041510,2017/12,735248.94,38864.52,17.98,44.02,1786.41,18.92
(주)에스엠엔터테인먼트,041510,2018/12,1173401.56,53971.46,19.16,34.09,2407.75,21.74
(주)에스엠엔터테인먼트,041510,2019/12,875660.42,53554.65,17.42,48.32,2299.44,16.35
(주)에스엠엔터테인먼트,041510,2020/12,629798.73,55183.67,18.24,58.68,2353.35,11.41
(주)에스엠컬처앤콘텐츠,048550,2000/12,,,,,,
(주)에스엠컬처앤콘텐츠,048550,2001/12,,,,,,
(주)에스엠컬처앤콘텐츠,048550,2002/12,,,,,,
(주)에스엠컬처앤콘텐츠,048550,2003/12,,,,,,
(주)에스엠컬처앤콘텐츠,048550,2004/12,,,,,,
(주)에스엠컬처앤콘텐츠,048550,2005/12,,,,,,
(주)에스엠컬처앤콘텐츠,048550,2006/12,,,,,,
(주)에스엠컬처앤콘텐츠,048550,2007/12,62384.75,-355.43,-6.8,-0.27,-26.44,0
(주)에스엠컬처앤콘텐츠,048550,2008/12,15486.06,-646.54,-6.83,-0.38,-43.06,
(주)에스엠컬처앤콘텐츠,048550,2009/12,24387.61,2056.84,18.41,1.81,81.62,11.86
(주)에스엠컬처앤콘텐츠,048550,2010/12,34722.42,2559.79,20.55,3.81,83.72,13.56
(주)에스엠컬처앤콘텐츠,048550,2011/12,20863.37,2184.01,17.61,8.79,66.15,9.55
(주)에스엠컬처앤콘텐츠,048550,2012/12,209580.14,109.71,0.66,1.05,2.25,1910.36
(주)에스엠컬처앤콘텐츠,048550,2013/12,186817.86,4371.72,8,34.54,68.62,42.73
(주)에스엠컬처앤콘텐츠,048550,2014/12,229550.02,23.76,0.04,0.05,0.34,9659.98
(주)에스엠컬처앤콘텐츠,048550,2015/12,190759.58,2992.43,3.98,12.29,43.04,63.75
(주)에스엠컬처앤콘텐츠,048550,2016/12,124297.74,7380.28,8.2,37.17,106.14,16.84
(주)에스엠컬처앤콘텐츠,048550,2017/12,194268.95,-11576.07,-22.91,-86.54,-166.48,0
(주)에스엠컬처앤콘텐츠,048550,2018/12,107285.49,4588.31,2.34,7.17,48.78,23.38
(주)에스엠컬처앤콘텐츠,048550,2019/12,51823.31,13328.21,8.06,10.77,141.7,3.89
(주)에스엠컬처앤콘텐츠,048550,2020/12,64130.38,5556.87,4.26,5.56,58.88,11.54
(주)에스엠코어,007820,2000/12,,,,,,
(주)에스엠코어,007820,2001/12,,,,,,
(주)에스엠코어,007820,2002/12,,,,,,
(주)에스엠코어,007820,2003/12,,,,,,
(주)에스엠코어,007820,2004/12,,,,,,
(주)에스엠코어,007820,2005/12,,,,,,
(주)에스엠코어,007820,2006/12,,,,,,
(주)에스엠코어,007820,2007/12,-1258.54,4677.56,19.83,105.72,8662.16,-0.27
(주)에스엠코어,007820,2008/12,2438.27,2423.19,5.83,51.4,4487.38,1.01
(주)에스엠코어,007820,2009/12,2151.9,4774.88,13.32,48.71,803.85,0.45
(주)에스엠코어,007820,2010/12,-948.4,6506.75,10.75,77.35,1204.95,-0.15
(주)에스엠코어,007820,2011/12,114957.81,9150.65,13.67,91.37,1639.76,12.56
(주)에스엠코어,007820,2012/12,59286.56,8188.71,10.47,69.44,1232.68,7.24
(주)에스엠코어,007820,2013/12,69231.23,6091.37,8.02,64.52,874.13,11.37
(주)에스엠코어,007820,2014/12,90880.78,8785.2,9.58,79.06,1203.44,10.34
(주)에스엠코어,007820,2015/12,79042.65,3544.75,4.83,47.4,231.23,22.3
(주)에스엠코어,007820,2016/12,184983.55,-11886.15,-24.35,-782.14,-775.37,0
(주)에스엠코어,007820,2017/12,313636.7,2113.41,2.97,67.54,106.35,148.4
(주)에스엠코어,007820,2018/12,151646.73,3416.3,3.85,74267.43,170.82,44.39
(주)에스엠코어,007820,2019/12,209287.81,7408.25,5.79,198.97,369.78,28.25
(주)에스엠코어,007820,2020/12,122883.02,4172.37,4.01,11.93,208.27,29.45
(주)에스오케이,032610,2000/12,,,,,,
(주)에스오케이,032610,2001/12,,,,,,
(주)에스오케이,032610,2002/12,,,,,,
(주)에스오케이,032610,2003/12,,,,,,
(주)에스와이이노베이션,194860,2012/12,,,,,,
(주)에스와이이노베이션,194860,2013/12,379.33,609.13,20.29,52.94,1522.82,0.62
(주)에스와이이노베이션,194860,2014/12,598.64,347.85,8.66,10.9,231.9,1.72
(주)에스와이이노베이션,194860,2015/12,2057.6,41.25,1.3,0.72,27.5,49.88
(주)에스와이제이,251540,2015/12,,,,,,
(주)에스와이제이,251540,2016/12,815.25,2214.28,17.06,21.43,14285.65,0.37
(주)에스와이제이,251540,2017/12,3794.31,-3140.57,-29.89,-15.48,-1037.86,0
(주)에스제이그룹,306040,2016/12,,,,,,
(주)에스제이그룹,306040,2017/12,-6436.62,6487.6,14.27,88.52,3243.8,-0.99
(주)에스제이그룹,306040,2018/12,-6293.22,9844.57,14.74,27.9,4219.1,-0.64
(주)에스제이그룹,306040,2019/12,165127.42,18085.33,18.06,62.65,7750.85,9.13
(주)에스제이그룹,306040,2020/12,154196.23,18442.12,20.04,33.52,1869.32,8.36
(주)에스지엔지,040610,2000/12,,,,,,
(주)에스지엔지,040610,2001/12,,,,,,
(주)에스지엔지,040610,2002/12,,,,,,
(주)에스지엔지,040610,2003/12,,,,,,
(주)에스지엔지,040610,2004/12,,,,,,
(주)에스지엔지,040610,2005/12,,,,,,
(주)에스지엔지,040610,2006/12,,,,,,
(주)에스지엔지,040610,2007/12,68862.94,-1773.03,-31.7,-4.84,-61.7,0
(주)에스지엔지,040610,2008/12,4842.67,-2823.38,-13.78,-5.1,-82.83,
(주)에스지엔지,040610,2009/12,39199.75,921.48,5.03,2.33,27.03,42.54
(주)에스지엔지,040610,2010/12,81937.52,1127.41,4.07,3.52,33.07,72.68
(주)에스지엔지,040610,2011/12,58002.54,3019.35,6.59,13.39,88.58,19.21
(주)에스지엔지,040610,2012/12,81502.23,3696.57,8.2,22.54,108.44,22.05
(주)에스지엔지,040610,2013/12,116719.67,4733.3,8.28,28.2,138.86,24.66
(주)에스지엔지,040610,2014/12,142335.08,4832.28,8.81,8.06,141.76,29.46
(주)에스지엔지,040610,2015/12,137002.97,2662.11,5.53,4.31,78.1,51.46
(주)에스지엔지,040610,2016/12,139835.34,4088.64,8.43,6.9,119.95,34.2
(주)에스지엔지,040610,2017/12,117475.57,3819.09,6.93,6.3,112.04,30.76
(주)에스지엔지,040610,2018/12,102115.46,-216.8,-0.38,-0.29,-6.36,0
(주)에스지엔지,040610,2019/12,96664.9,3068.39,5.91,2.64,90.02,31.5
(주)에스지엔지,040610,2020/12,90863.6,3735.48,9.25,3.2,109.59,24.32
(주)에스코넥,096630,2004/12,,,,,,
(주)에스코넥,096630,2005/12,,,,,,
(주)에스코넥,096630,2006/12,,,,,,
(주)에스코넥,096630,2007/12,9404.32,2202.92,12.37,26.95,581.67,4.27
(주)에스코넥,096630,2008/12,7610.18,-553.99,-7.19,-16.06,-115.72,0
(주)에스코넥,096630,2009/12,95808.4,4140.32,4.75,1.1,272.53,23.14
(주)에스코넥,096630,2010/12,63692.26,7588.41,8.97,1.34,494.31,8.39
(주)에스코넥,096630,2011/12,61168.97,9247.19,8.18,2.19,193.24,6.61
(주)에스코넥,096630,2012/12,99562.6,10739.26,6.31,4.31,168.28,9.27
(주)에스코넥,096630,2013/12,110053.66,15535.44,6.86,7.14,242.61,7.08
(주)에스코넥,096630,2014/12,90480.56,12875.82,7.08,3.93,200.28,7.03
(주)에스코넥,096630,2015/12,112446.85,14321.56,7.13,5.64,219.43,7.85
(주)에스코넥,096630,2016/12,169833.99,14169.46,7.43,10.28,217.1,11.99
(주)에스코넥,096630,2017/12,175522.22,8789.14,6.8,7.22,134.67,19.97
(주)에스코넥,096630,2018/12,139332.39,6625.72,5.73,4.79,101.52,21.03
(주)에스코넥,096630,2019/12,152889.65,-4355.29,-7.73,-2.96,-66.73,0
(주)에스코넥,096630,2020/12,161900.4,-4757.35,-11.96,-2.33,-72.89,0
(주)에스텍파마,041910,2001/12,,,,,,
(주)에스텍파마,041910,2002/12,,,,,,
(주)에스텍파마,041910,2003/12,,,,,,
(주)에스텍파마,041910,2004/12,,,,,,
(주)에스텍파마,041910,2005/12,,,,,,
(주)에스텍파마,041910,2006/12,,,,,,
(주)에스텍파마,041910,2007/12,43200.5,3627.31,19.61,4.11,448.23,11.91
(주)에스텍파마,041910,2008/12,18371.31,7911.42,30.98,5.66,977.63,2.32
(주)에스텍파마,041910,2009/12,45055.44,7595.57,23.63,5.38,844.92,5.93
(주)에스텍파마,041910,2010/12,47539.35,10532.15,23.12,10.21,1171.58,4.51
(주)에스텍파마,041910,2011/12,86680.05,14328.7,25.58,23,1452.8,6.05
(주)에스텍파마,041910,2012/12,202875.49,16588.01,28.3,15.13,1637.74,12.23
(주)에스텍파마,041910,2013/12,113724.23,10663.22,25.24,6.56,979.29,10.67
(주)에스텍파마,041910,2014/12,96952.64,3892.88,8.8,3.53,357.52,24.91
(주)에스텍파마,041910,2015/12,265417.87,4682.36,10.39,4.77,418.82,56.68
(주)에스텍파마,041910,2016/12,114330.21,7127.22,16.43,26.53,623.28,16.04
(주)에스텍파마,041910,2017/12,128223.07,6707.16,17.57,29.95,569.55,19.12
(주)에스텍파마,041910,2018/12,74142.73,4196.89,10.41,47.25,352.73,17.67
(주)에스텍파마,041910,2019/12,86064.38,6227.02,13.39,518.44,523.36,13.82
(주)에스텍파마,041910,2020/12,109654.46,10722.23,17.55,1202.45,901.16,10.23
(주)에스티씨라이프,026220,2000/12,,,,,,
(주)에스티씨라이프,026220,2001/12,,,,,,
(주)에스티씨라이프,026220,2002/12,,,,,,
(주)에스티씨라이프,026220,2003/12,,,,,,
(주)에스티씨라이프,026220,2004/12,,,,,,
(주)에스티씨라이프,026220,2005/12,,,,,,
(주)에스티씨라이프,026220,2006/12,,,,,,
(주)에스티씨라이프,026220,2007/12,130858.19,-7363.28,-190.57,-8.04,-114.66,0
(주)에스티씨라이프,026220,2008/12,7868.51,-3431.73,-81.13,-4.2,-52.21,
(주)에스티씨라이프,026220,2009/12,50331.8,-3730.6,-106.75,-4.29,-56.28,
(주)에스티씨라이프,026220,2010/12,29176.38,-2526.01,-74.28,-18.47,-37.9,
(주)에스티아이,039440,2000/12,,,,,,
(주)에스티아이,039440,2001/12,,,,,,
(주)에스티아이,039440,2002/12,,,,,,
(주)에스티아이,039440,2003/12,,,,,,
(주)에스티아이,039440,2004/12,,,,,,
(주)에스티아이,039440,2005/12,,,,,,
(주)에스티아이,039440,2006/12,,,,,,
(주)에스티아이,039440,2007/12,44117.7,1763.21,3.34,6.63,147.2,25.02
(주)에스티아이,039440,2008/12,2435.92,7274.07,10.27,40.63,604.63,0.33
(주)에스티아이,039440,2009/12,30067.72,-6229.21,-23.64,-6.79,-517.78,
(주)에스티아이,039440,2010/12,38207.85,7408.79,8.75,8.04,615.82,5.16
(주)에스티아이,039440,2011/12,24886.05,5389.12,5.83,24.83,447.95,4.62
(주)에스티아이,039440,2012/12,30682.46,5864.43,8.27,34.83,487.46,5.23
(주)에스티아이,039440,2013/12,72615.66,6300.56,6.47,16.36,523.71,11.53
(주)에스티아이,039440,2014/12,68672.76,9382.46,7.92,67.42,779.88,7.32
(주)에스티아이,039440,2015/12,66091.43,13536.62,10.94,101.09,1097.7,4.88
(주)에스티아이,039440,2016/12,127151.1,21828.64,12.31,121.81,1728.08,5.82
(주)에스티아이,039440,2017/12,354324.37,32842.57,11.61,354.72,2583.83,10.79
(주)에스티아이,039440,2018/12,137719.31,24816.64,8.99,49.9,1656.08,5.55
(주)에스티아이,039440,2019/12,323096.1,27844.17,9.49,30.84,1758.95,11.6
(주)에스티아이,039440,2020/12,277291.5,25648.92,9.86,75.12,1620.27,10.81
(주)에스티앤아이,031800,2000/12,,,,,,
(주)에스티앤아이,031800,2001/12,,,,,,
(주)에스티앤아이,031800,2002/12,,,,,,
(주)에스티앤아이,031800,2003/12,,,,,,
(주)에스티앤아이,031800,2004/12,,,,,,
(주)에스티앤아이,031800,2005/12,,,,,,
(주)에스티앤아이,031800,2006/12,,,,,,
(주)에스티앤아이,031800,2007/12,71821.94,-4464.82,-20.05,-2.68,-75.77,0
(주)에스티앤아이,031800,2008/12,18988.93,-8962.86,-73.75,-2.61,-116.99,
(주)에스티오,098660,2006/12,,,,,,
(주)에스티오,098660,2007/12,233.58,9267.55,17.65,1206.71,2326.83,0.03
(주)에스티오,098660,2008/12,7146.31,9239.42,13.32,18.97,2223.58,0.77
(주)에스티오,098660,2009/12,26423.68,6657.69,8.89,12.24,1340.73,3.97
(주)에스티오,098660,2010/12,32702.3,7706.03,8.73,9.19,1413.95,4.24
(주)에스티오,098660,2011/12,46723.83,10650.75,11.15,7.12,1867.12,4.39
(주)에스티오,098660,2012/12,49299.36,10513.12,11.5,5.31,1842.99,4.69
(주)에스티오,098660,2013/12,38895.92,3332.99,3.99,2.04,584.29,11.67
(주)에스티오,098660,2014/12,41762.9,6691.85,7.27,3.53,799.01,6.24
(주)에스티오,098660,2015/12,61536.98,9905.16,9.95,6.52,1182.7,6.21
(주)에스티오,098660,2016/12,54467.77,8538.7,8.64,6.63,1019.54,6.38
(주)에스티오,098660,2017/12,41803.45,4071.8,4.55,4.35,481.58,10.27
(주)에스티오,098660,2018/12,31290.4,3724.35,4.28,4.31,440.48,8.4
(주)에스티오,098660,2019/12,52059.48,9660.41,11.5,8,1142.55,5.39
(주)에스티오,098660,2020/12,52856.93,2935.92,4.3,2.52,234.86,18
(주)에스티큐브,052020,2000/12,,,,,,
(주)에스티큐브,052020,2001/12,,,,,,
(주)에스티큐브,052020,2002/12,,,,,,
(주)에스티큐브,052020,2003/12,,,,,,
(주)에스티큐브,052020,2004/12,,,,,,
(주)에스티큐브,052020,2005/12,,,,,,
(주)에스티큐브,052020,2006/12,,,,,,
(주)에스티큐브,052020,2007/12,71237.43,-689.49,-7.2,-6.13,-97.73,0
(주)에스티큐브,052020,2008/12,618.36,-1496.46,-12,-114.06,-206.41,
(주)에스티큐브,052020,2009/12,26866.6,737.29,5.99,24.04,100.88,36.44
(주)에스티큐브,052020,2010/12,25289.89,875.97,4.96,0,117.27,28.87
(주)에스티큐브,052020,2011/12,37995.7,-2779.54,-37.78,-117.98,-331.82,0
(주)에스티큐브,052020,2012/12,27278.53,926.25,8.04,10.53,97.5,29.45
(주)에스티큐브,052020,2013/12,53976.18,-4604.65,-52.12,-3.27,-414.46,0
(주)에스티큐브,052020,2014/12,24247.87,-3623.27,-66.16,-4.52,-264.68,0
(주)에스티큐브,052020,2015/12,100014.24,-3182.56,-59.5,-15.9,-143,0
(주)에스티큐브,052020,2016/12,113224.81,2274.96,14.9,4.28,88.6,49.77
(주)에스티큐브,052020,2017/12,148567.93,-8280.95,-97.88,-20.41,-322.45,0
(주)에스티큐브,052020,2018/12,605236.64,-3927.69,-35.47,-2.7,-143.58,0
(주)에스티큐브,052020,2019/12,308041.74,3781.17,21.75,1.36,136.09,81.47
(주)에스티큐브,052020,2020/12,287243.42,-7169.21,-70.83,-5.97,-238.43,0
(주)에스폴리텍,050760,2001/12,,,,,,
(주)에스폴리텍,050760,2002/12,,,,,,
(주)에스폴리텍,050760,2003/12,,,,,,
(주)에스폴리텍,050760,2004/12,,,,,,
(주)에스폴리텍,050760,2005/12,,,,,,
(주)에스폴리텍,050760,2006/12,,,,,,
(주)에스폴리텍,050760,2007/12,42589.76,4296.61,9.49,2.81,60.21,9.91
(주)에스폴리텍,050760,2008/12,20787.34,4103.59,8.45,2.23,58.92,5.07
(주)에스폴리텍,050760,2009/12,48490.68,6457.91,9.55,2.94,452.48,7.51
(주)에스폴리텍,050760,2010/12,73969.68,9965.58,10.2,3.89,671.13,7.42
(주)에스폴리텍,050760,2011/12,63540.44,5542.27,5.35,2.62,347.19,11.46
(주)에스폴리텍,050760,2012/12,63937.23,8222.59,8.73,4.03,515.1,7.78
(주)에스폴리텍,050760,2013/12,57310.37,5631.99,6.72,4.06,344.79,10.18
(주)에스폴리텍,050760,2014/12,54029.82,3551.88,4.06,2.88,217.44,15.21
(주)에스폴리텍,050760,2015/12,59171.23,4429.28,4.52,4.23,271.16,13.36
(주)에스폴리텍,050760,2016/12,71535.17,6849.71,5.84,7.07,419.34,10.44
(주)에스폴리텍,050760,2017/12,57073.31,5117.31,4.19,5.13,313.28,11.15
(주)에스폴리텍,050760,2018/12,60628.7,7966.97,5.83,6.69,487.73,7.61
(주)에스폴리텍,050760,2019/12,99841.32,19239.52,14.26,18.41,1177.83,5.19
(주)에스폴리텍,050760,2020/12,109690.52,18551.88,13.72,20.93,1135.74,5.91
(주)에스피시스템스,317830,2006/12,,,,,,
(주)에스피시스템스,317830,2007/12,-336.99,731.55,5.95,9.54,0,-0.46
(주)에스피시스템스,317830,2008/12,2521.54,639.95,5.79,4.88,6399.54,3.94
(주)에스피시스템스,317830,2009/12,3487.06,-813.81,-17.6,-5.81,-8138.11,0
(주)에스피시스템스,317830,2010/12,2702.93,1570.03,8.26,6.91,15700.26,1.72
(주)에스피시스템스,317830,2011/12,2503.47,1859.32,8.19,11.61,18593.15,1.35
(주)에스피시스템스,317830,2012/12,1694.36,2004.64,13.24,11.34,20046.4,0.85
(주)에스피시스템스,317830,2013/12,1238.19,1883.56,12.26,13.59,18835.55,0.66
(주)에스피시스템스,317830,2014/12,-1117.11,831.85,5.15,8.19,8318.53,-1.34
(주)에스피시스템스,317830,2015/12,2260.29,2198.91,11.35,34.9,21989.06,1.03
(주)에스피시스템스,317830,2016/12,1438.66,2065.15,8.15,27.08,20651.51,0.7
(주)에스피시스템스,317830,2017/12,-285.34,1927.67,7.13,43.18,19276.73,-0.15
(주)에스피시스템스,317830,2018/12,3247.77,4632.41,10.39,32.37,46324.1,0.7
(주)에스피시스템스,317830,2019/12,58640.96,1988.82,6.85,8.58,272.97,29.49
(주)에스피시스템스,317830,2020/12,53449.84,1137.62,4,6.51,139.66,46.98
(주)에스피지,058610,2000/12,,,,,,
(주)에스피지,058610,2001/12,,,,,,
(주)에스피지,058610,2002/12,,,,,,
(주)에스피지,058610,2003/12,,,,,,
(주)에스피지,058610,2004/12,,,,,,
(주)에스피지,058610,2005/12,,,,,,
(주)에스피지,058610,2006/12,,,,,,
(주)에스피지,058610,2007/12,60356.21,5131.63,8.17,6.28,423.65,11.76
(주)에스피지,058610,2008/12,15048.53,7630.01,9.82,5.8,598.9,1.97
(주)에스피지,058610,2009/12,123390.94,7092.43,8.77,6.03,556.71,17.4
(주)에스피지,058610,2010/12,85084.78,11490.8,10.85,9.32,901.95,7.4
(주)에스피지,058610,2011/12,59835.79,6587.23,6.78,4.55,492.43,9.08
(주)에스피지,058610,2012/12,76503.05,6280.75,6.21,4.41,469.52,12.18
(주)에스피지,058610,2013/12,90586.62,6505.96,5.96,3.86,486.35,13.92
(주)에스피지,058610,2014/12,126060.67,8411.12,6.76,5.27,519.78,14.99
(주)에스피지,058610,2015/12,124813.03,6855.16,5.72,5.01,423.63,18.21
(주)에스피지,058610,2016/12,168943.79,4341.43,3.25,3.55,268.29,38.91
(주)에스피지,058610,2017/12,215786.89,3854.97,1.62,1.78,184.65,55.98
(주)에스피지,058610,2018/12,200143.99,8662.9,3.82,3.91,414.95,23.1
(주)에스피지,058610,2019/12,206189.03,3747.33,1.71,1.55,179.5,55.02
(주)에스피지,058610,2020/12,228450.88,5657.52,2.5,2.98,270.99,40.38
(주)에스피컴텍,039110,2000/12,,,,,,
(주)에스피컴텍,039110,2001/12,,,,,,
(주)에스피컴텍,039110,2002/12,,,,,,
(주)에스피컴텍,039110,2003/12,,,,,,
(주)에스피컴텍,039110,2004/12,,,,,,
(주)에스피컴텍,039110,2005/12,,,,,,
(주)에스피코프,048130,2000/12,,,,,,
(주)에스피코프,048130,2001/12,,,,,,
(주)에스피코프,048130,2002/12,,,,,,
(주)에스피코프,048130,2003/12,,,,,,
(주)에스피코프,048130,2004/12,,,,,,
(주)에스피코프,048130,2005/12,,,,,,
(주)에스피코프,048130,2006/12,,,,,,
(주)에스피코프,048130,2007/12,46345.94,-3307.54,-31.29,-2.49,-42.72,0
(주)에스피코프,048130,2008/12,8202.84,-7021.66,-685.01,-4.23,-184.2,
(주)에스피코프,048130,2009/12,14932.7,-1553.49,-23.19,-1.54,-42.55,
(주)에쎈테크,043340,2000/03,,,,,,
(주)에쎈테크,043340,2001/03,,,,,,
(주)에쎈테크,043340,2002/03,,,,,,
