회사명,거래소코드,회계년도,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저)
(주)엠피대산,065150,2010/12,42.3,22.75,11.61,6.24,14.41,7.75,1.31,0.7
(주)엠피대산,065150,2011/12,25.52,12.04,7.44,3.51,9.08,4.28,0.87,0.41
(주)엠피대산,065150,2012/12,35.27,19.26,6.88,3.76,6.59,3.6,0.72,0.39
(주)엠피대산,065150,2013/12,51.87,21.67,9.07,3.79,50.97,21.3,1.11,0.47
(주)엠피대산,065150,2014/12,455.02,123.32,10.45,2.83,1266.77,343.33,2.97,0.8
(주)엠피대산,065150,2015/12,0,0,12.19,6.77,0,0,3.98,2.21
(주)엠피대산,065150,2016/12,0,0,10.22,4.77,0,0,2.86,1.33
(주)엠피대산,065150,2017/12,0,0,16.18,7.99,0,0,2.48,1.22
(주)엠피대산,065150,2018/12,12.06,12.06,5.33,5.33,0,0,1.62,1.62
(주)엠피대산,065150,2019/12,0,0,5.98,5.98,0,0,1.72,1.72
(주)엠피대산,065150,2020/12,0,0,5.03,2.36,0,0,3.68,1.73
(주)연우,115960,2000/12,,,,,,,,
(주)연우,115960,2001/12,,,,,,,,
(주)연우,115960,2002/12,,,,,,,,
(주)연우,115960,2003/12,,,,,,,,
(주)연우,115960,2004/12,,,,,,,,
(주)연우,115960,2005/12,,,,,,,,
(주)연우,115960,2006/12,,,,,,,,
(주)연우,115960,2007/12,0,0,0,0,0,0,0,0
(주)연우,115960,2008/12,0,0,0,0,0,0,0,0
(주)연우,115960,2009/12,0,0,0,0,0,0,0,0
(주)연우,115960,2010/12,0,0,0,0,0,0,0,0
(주)연우,115960,2011/12,0,0,0,0,0,0,0,0
(주)연우,115960,2012/12,0,0,0,0,0,0,0,0
(주)연우,115960,2013/12,0,0,0,0,0,0,0,0
(주)연우,115960,2014/12,0,0,0,0,0,0,0,0
(주)연우,115960,2015/12,29.44,18.37,2.86,1.79,17.85,11.13,2.26,1.41
(주)연우,115960,2016/12,29.32,18.57,3.46,2.19,24.66,15.62,2.61,1.65
(주)연우,115960,2017/12,58.74,33.71,2.57,1.48,24.23,13.91,2.05,1.18
(주)연우,115960,2018/12,59.4,30.53,2.38,1.22,38.29,19.68,1.64,0.84
(주)연우,115960,2019/12,21.07,12.56,1.97,1.17,9.01,5.37,1.39,0.83
(주)연우,115960,2020/12,29.11,15.58,1.52,0.81,9.3,4.98,1.33,0.71
(주)연이비앤티,090740,2004/12,,,,,,,,
(주)연이비앤티,090740,2005/12,,,,,,,,
(주)연이비앤티,090740,2006/12,,,,,,,,
(주)연이비앤티,090740,2007/12,10.79,5.73,1.25,0.66,11.74,6.24,0.45,0.24
(주)연이비앤티,090740,2008/12,7.74,2.2,0.93,0.26,6.93,1.97,0.3,0.08
(주)연이비앤티,090740,2009/12,18.24,2.93,2,0.32,11.91,1.91,0.63,0.1
(주)연이비앤티,090740,2010/12,18.53,7.4,1.58,0.63,42.32,16.9,0.4,0.16
(주)연이비앤티,090740,2011/12,40.45,14.63,1.21,0.44,6.59,2.38,0.42,0.15
(주)연이비앤티,090740,2012/12,39.23,19.08,0.81,0.39,5.31,2.58,0.27,0.13
(주)연이비앤티,090740,2013/12,6.52,3.61,0.87,0.48,4.62,2.56,0.3,0.16
(주)연이비앤티,090740,2014/12,13.45,7.95,0.77,0.46,6.36,3.76,0.24,0.14
(주)연이비앤티,090740,2015/12,20.9,9.85,0.99,0.47,11.46,5.4,0.37,0.17
(주)연이비앤티,090740,2016/12,0,0,1.09,0.56,10.29,5.25,0.52,0.27
(주)연이비앤티,090740,2017/12,0,0,1.07,0.51,7.51,3.59,1.55,0.74
(주)연이비앤티,090740,2018/12,24.52,11.04,0.95,0.43,15.18,6.83,5.18,2.33
(주)연이비앤티,090740,2019/12,0,0,1.68,0.55,253.81,83.34,14.76,4.85
(주)연이비앤티,090740,2020/12,0,0,7.66,2.63,52.76,18.13,28.22,9.7
(주)영림원소프트랩,060850,2004/12,,,,,,,,
(주)영림원소프트랩,060850,2005/12,,,,,,,,
(주)영림원소프트랩,060850,2008/12,0,0,0,0,0,0,0,0
(주)영림원소프트랩,060850,2009/12,0,0,0,0,0,0,0,0
(주)영림원소프트랩,060850,2010/12,0,0,0,0,0,0,0,0
(주)영림원소프트랩,060850,2011/12,0,0,0,0,0,0,0,0
(주)영림원소프트랩,060850,2012/12,0,0,0,0,0,0,0,0
(주)영림원소프트랩,060850,2013/12,0,0,0,0,0,0,0,0
(주)영림원소프트랩,060850,2014/12,0,0,0,0,0,0,0,0
(주)영림원소프트랩,060850,2015/12,0,0,0,0,0,0,0,0
(주)영림원소프트랩,060850,2016/12,0,0,0,0,0,0,0,0
(주)영림원소프트랩,060850,2017/12,0,0,0,0,0,0,0,0
(주)영림원소프트랩,060850,2018/12,0,0,0,0,0,0,0,0
(주)영림원소프트랩,060850,2019/12,0,0,0,0,0,0,0,0
(주)영림원소프트랩,060850,2020/12,30.82,16.96,4.43,2.44,50.48,27.78,3.19,1.75
(주)영우디에스피,143540,2006/12,,,,,,,,
(주)영우디에스피,143540,2007/12,0,0,0,0,0,0,0,0
(주)영우디에스피,143540,2008/12,0,0,0,0,0,0,0,0
(주)영우디에스피,143540,2009/12,0,0,0,0,0,0,0,0
(주)영우디에스피,143540,2010/12,0,0,0,0,0,0,0,0
(주)영우디에스피,143540,2011/12,0,0,0,0,0,0,0,0
(주)영우디에스피,143540,2012/12,0,0,0,0,0,0,0,0
(주)영우디에스피,143540,2013/12,0,0,0,0,0,0,0,0
(주)영우디에스피,143540,2014/12,13.06,9.14,1.62,1.13,0,0,0.55,0.38
(주)영우디에스피,143540,2015/12,69.02,30.26,3.61,1.58,31,13.59,1.15,0.5
(주)영우디에스피,143540,2016/12,12.96,3.5,4.88,1.32,0,0,1.07,0.29
(주)영우디에스피,143540,2017/12,0,0,5.22,1.94,415.84,154.52,0.61,0.23
(주)영우디에스피,143540,2018/12,0,0,12.75,1.75,38.32,5.27,0.48,0.07
(주)영우디에스피,143540,2019/12,0,0,4.56,1.38,0,0,0.74,0.22
(주)영우디에스피,143540,2020/12,14.04,4.58,1.98,0.64,8.84,2.88,0.92,0.3
(주)영진코퍼레이션,053330,2000/12,,,,,,,,
(주)영진코퍼레이션,053330,2001/12,,,,,,,,
(주)영진코퍼레이션,053330,2002/12,,,,,,,,
(주)영진코퍼레이션,053330,2003/12,,,,,,,,
(주)영진코퍼레이션,053330,2004/12,,,,,,,,
(주)영진코퍼레이션,053330,2005/12,,,,,,,,
(주)영진코퍼레이션,053330,2006/12,,,,,,,,
(주)영진코퍼레이션,053330,2007/12,0,0,4.09,0.81,0,0,25.61,5.09
(주)영진코퍼레이션,053330,2008/12,0,0,3.4,0.25,0,0,26.93,1.98
(주)영진코퍼레이션,053330,2009/12,0,0,2.13,0.66,0,0,8.38,2.59
(주)영진코퍼레이션,053330,2010/12,0,0,1.84,0.99,0,0,1.48,0.8
(주)영진코퍼레이션,053330,2011/12,0,0,4.15,1.05,0,0,2.5,0.63
(주)영진코퍼레이션,053330,2012/12,0,0,9.24,0.89,0,0,5.71,0.55
(주)영진코퍼레이션,053330,2013/12,0,0,2.61,0.79,0,0,1.44,0.43
(주)영진코퍼레이션,053330,2014/12,,,,,,,,
(주)영현무역,242850,2014/12,,,,,,,,
(주)영현무역,242850,2015/12,0,0,0,0,0,0,0,0
(주)영현무역,242850,2016/12,0,0,0,0,0,0,0,0
(주)영현무역,242850,2017/12,0,0,0,0,0,0,0,0
(주)영현무역,242850,2018/12,0,0,0,0,0,0,0,0
(주)예당컴퍼니,049000,2000/06,,,,,,,,
(주)예당컴퍼니,049000,2001/06,,,,,,,,
(주)예당컴퍼니,049000,2002/06,,,,,,,,
(주)예당컴퍼니,049000,2003/06,,,,,,,,
(주)예당컴퍼니,049000,2004/06,,,,,,,,
(주)예당컴퍼니,049000,2005/12,,,,,,,,
(주)예당컴퍼니,049000,2006/12,,,,,,,,
(주)예당컴퍼니,049000,2007/12,0,0,14.11,3.45,0,0,8.32,2.03
(주)예당컴퍼니,049000,2008/12,0,0,0,0,0,0,5.19,0.7
(주)예당컴퍼니,049000,2009/12,1374.43,309.62,27.33,6.16,0,0,21.04,4.74
(주)예당컴퍼니,049000,2010/12,0,0,5.75,2.55,0,0,19.54,8.67
(주)예당컴퍼니,049000,2011/12,159.67,65.31,5.8,2.37,0,0,19.66,8.04
(주)예당컴퍼니,049000,2012/12,0,0,9.51,2.91,0,0,52.81,16.16
(주)예림당,036000,2000/12,,,,,,,,
(주)예림당,036000,2001/12,,,,,,,,
(주)예림당,036000,2002/12,,,,,,,,
(주)예림당,036000,2003/12,,,,,,,,
(주)예림당,036000,2004/12,,,,,,,,
(주)예림당,036000,2005/12,,,,,,,,
(주)예림당,036000,2006/12,,,,,,,,
(주)예림당,036000,2007/12,0,0,1.4,0.53,0,0,4.8,1.82
(주)예림당,036000,2008/12,0,0,1.56,0.69,0,0,5.47,2.42
(주)예림당,036000,2009/12,11.92,2.78,4.24,0.99,16.57,3.86,2.05,0.48
(주)예림당,036000,2010/12,23.48,11.55,3.7,1.82,21.35,10.5,3.31,1.63
(주)예림당,036000,2011/12,15.73,7.14,3.57,1.62,12.07,5.48,3.16,1.44
(주)예림당,036000,2012/12,22.22,11.1,3.76,1.88,19.52,9.75,4.66,2.33
(주)예림당,036000,2013/12,54.38,33.09,2.66,1.62,23.51,14.31,3.61,2.2
(주)예림당,036000,2014/12,48.68,28.91,2.66,1.58,15.25,9.06,4.11,2.44
(주)예림당,036000,2015/12,567.3,303.41,2.75,1.47,0,0,7.71,4.12
(주)예림당,036000,2016/12,85.89,52.6,1.88,1.15,17.69,10.83,3.85,2.36
(주)예림당,036000,2017/12,281.18,92.36,4.08,1.34,221.77,72.85,11.97,3.93
(주)예림당,036000,2018/12,10.27,2.97,3.29,0.95,523.89,151.33,15.76,4.55
(주)예림당,036000,2019/12,0,0,1.55,0.68,0,0,9.14,4.02
(주)예림당,036000,2020/12,32.71,11.62,0.81,0.29,23.69,8.41,5.36,1.9
(주)예선테크,250930,2016/12,,,,,,,,
(주)예선테크,250930,2017/12,,,,,,,,
(주)예선테크,250930,2018/12,,,,,,,,
(주)예선테크,250930,2019/12,0,0,5.6,2.35,60.34,25.31,6.27,2.63
(주)예선테크,250930,2020/12,0,0,4.25,1.43,0,0,6.04,2.03
(주)예스티,122640,2005/12,,,,,,,,
(주)예스티,122640,2006/12,,,,,,,,
(주)예스티,122640,2007/12,0,0,0,0,0,0,0,0
(주)예스티,122640,2008/12,0,0,0,0,0,0,0,0
(주)예스티,122640,2009/12,0,0,0,0,0,0,0,0
(주)예스티,122640,2010/12,0,0,0,0,0,0,0,0
(주)예스티,122640,2011/12,0,0,0,0,0,0,0,0
(주)예스티,122640,2012/12,0,0,0,0,0,0,0,0
(주)예스티,122640,2013/12,0,0,0,0,0,0,0,0
(주)예스티,122640,2014/12,0,0,0,0,0,0,0,0
(주)예스티,122640,2015/12,8.97,7.04,1.76,1.38,7.18,5.64,0.94,0.74
(주)예스티,122640,2016/12,63.45,18.74,4.22,1.25,0,0,3.06,0.9
(주)예스티,122640,2017/12,16.8,6.42,4.9,1.87,0,0,1.63,0.62
(주)예스티,122640,2018/12,0,0,14.16,1.48,115.29,12.06,6.38,0.67
(주)예스티,122640,2019/12,0,0,4.93,1.89,0,0,4.59,1.76
(주)예스티,122640,2020/12,131.96,46.12,3.66,1.28,17.74,6.2,3.35,1.17
(주)예일바이오텍,054250,2000/12,,,,,,,,
(주)예일바이오텍,054250,2001/12,,,,,,,,
(주)예일바이오텍,054250,2002/12,,,,,,,,
(주)예일바이오텍,054250,2003/12,,,,,,,,
(주)예일바이오텍,054250,2004/12,,,,,,,,
(주)예일바이오텍,054250,2005/12,,,,,,,,
(주)예일바이오텍,054250,2006/12,,,,,,,,
(주)오공,045060,2000/12,,,,,,,,
(주)오공,045060,2001/12,,,,,,,,
(주)오공,045060,2002/12,,,,,,,,
(주)오공,045060,2003/12,,,,,,,,
(주)오공,045060,2004/12,,,,,,,,
(주)오공,045060,2005/12,,,,,,,,
(주)오공,045060,2006/12,,,,,,,,
(주)오공,045060,2007/12,31.04,22.22,0.83,0.59,9.64,6.9,0.44,0.32
(주)오공,045060,2008/12,0,0,0.79,0.28,0,0,0.39,0.14
(주)오공,045060,2009/12,17.67,3.67,0.94,0.19,9.97,2.07,0.8,0.17
(주)오공,045060,2010/12,15.49,7.91,0.74,0.38,12.54,6.41,0.63,0.32
(주)오공,045060,2011/12,28.16,12.55,0.76,0.34,22.25,9.92,0.64,0.28
(주)오공,045060,2012/12,17.51,10.68,0.64,0.39,7.26,4.43,0.59,0.36
(주)오공,045060,2013/12,15.65,9.45,0.73,0.44,5.1,3.08,0.66,0.4
(주)오공,045060,2014/12,38.95,14.58,1.47,0.55,15.02,5.62,1.39,0.52
(주)오공,045060,2015/12,34.81,13.65,2.22,0.87,29.61,11.61,2.02,0.79
(주)오공,045060,2016/12,21.31,12.08,1.69,0.96,11.26,6.38,1.54,0.87
(주)오공,045060,2017/12,23.28,15.69,1.54,1.04,26.35,17.76,1.39,0.94
(주)오공,045060,2018/12,23.15,9.85,1.05,0.44,19.72,8.39,1.27,0.54
(주)오공,045060,2019/12,21.62,14.4,1.07,0.71,16.02,10.67,1.27,0.85
(주)오공,045060,2020/12,61.82,14.09,3.43,0.78,29.85,6.8,4.25,0.97
(주)오디텍,080520,2005/12,,,,,,,,
(주)오디텍,080520,2006/12,,,,,,,,
(주)오디텍,080520,2007/12,10.58,5.3,1.7,0.85,17.28,8.66,1.62,0.81
(주)오디텍,080520,2008/12,9.94,2.63,1.52,0.4,13.97,3.7,1.39,0.37
(주)오디텍,080520,2009/12,10.33,2.54,2.23,0.55,13.06,3.21,1.61,0.4
(주)오디텍,080520,2010/12,13.83,5.84,3.35,1.42,18.07,7.63,2.26,0.96
(주)오디텍,080520,2011/12,25.7,9.43,2.06,0.75,33.5,12.29,2,0.73
(주)오디텍,080520,2012/12,16.15,7.32,1.71,0.78,8.9,4.04,1.62,0.74
(주)오디텍,080520,2013/12,15.71,10.29,1.83,1.2,7.32,4.8,2.25,1.47
(주)오디텍,080520,2014/12,25.18,11.89,2,0.94,14.25,6.73,3.21,1.52
(주)오디텍,080520,2015/12,15.76,9.12,1.43,0.83,9.76,5.65,2.54,1.47
(주)오디텍,080520,2016/12,11.12,7.79,1.04,0.73,9.82,6.88,2.15,1.5
(주)오디텍,080520,2017/12,26.88,18.04,1.11,0.75,20.92,14.04,2.72,1.82
(주)오디텍,080520,2018/12,56.07,24.96,1.06,0.47,70.08,31.19,2.86,1.27
(주)오디텍,080520,2019/12,101.48,52.92,0.81,0.42,59.66,31.12,2.39,1.25
(주)오디텍,080520,2020/12,11.07,3.99,0.63,0.23,12.13,4.37,1.96,0.71
(주)오로스테크놀로지,322310,2013/12,,,,,,,,
(주)오로스테크놀로지,322310,2014/12,0,0,0,0,0,0,0,0
(주)오로스테크놀로지,322310,2015/12,0,0,0,0,0,0,0,0
(주)오로스테크놀로지,322310,2016/12,0,0,0,0,0,0,0,0
(주)오로스테크놀로지,322310,2017/12,0,0,0,0,0,0,0,0
(주)오로스테크놀로지,322310,2018/12,0,0,0,0,0,0,0,0
(주)오로스테크놀로지,322310,2019/12,0,0,0,0,0,0,0,0
(주)오로스테크놀로지,322310,2020/12,0,0,0,0,0,0,0,0
(주)오르비텍,046120,2000/12,,,,,,,,
(주)오르비텍,046120,2001/12,,,,,,,,
(주)오르비텍,046120,2002/12,,,,,,,,
(주)오르비텍,046120,2003/12,,,,,,,,
(주)오르비텍,046120,2004/12,,,,,,,,
(주)오르비텍,046120,2005/12,,,,,,,,
(주)오르비텍,046120,2006/12,,,,,,,,
(주)오르비텍,046120,2007/12,0,0,0,0,0,0,0,0
(주)오르비텍,046120,2008/12,0,0,0,0,0,0,0,0
(주)오르비텍,046120,2009/12,0,0,0,0,0,0,0,0
(주)오르비텍,046120,2010/12,84.88,29.6,2.95,1.03,36.96,12.89,2.61,0.91
(주)오르비텍,046120,2011/12,0,0,1.78,0.78,0,0,1.36,0.59
(주)오르비텍,046120,2012/12,70.2,31.33,2.01,0.9,10.19,4.55,1.32,0.59
(주)오르비텍,046120,2013/12,0,0,3.46,1.61,0,0,3.39,1.58
(주)오르비텍,046120,2014/12,0,0,3.03,1.13,17.72,6.61,1.58,0.59
(주)오르비텍,046120,2015/12,208.42,26.66,6.55,0.84,0,0,5.17,0.66
(주)오르비텍,046120,2016/12,46.17,29.19,2.97,1.87,103.21,65.25,2.2,1.39
(주)오르비텍,046120,2017/12,40.89,21.2,1.82,0.94,0,0,2.24,1.16
(주)오르비텍,046120,2018/12,71.43,20.11,3.74,1.05,0,0,3.61,1.02
(주)오르비텍,046120,2019/12,178.93,73.86,2.72,1.12,0,0,2.4,0.99
(주)오르비텍,046120,2020/12,0,0,3.3,0.74,38.84,8.73,3.14,0.71
(주)오리엔탈정공,014940,2000/12,,,,,,,,
(주)오리엔탈정공,014940,2001/12,,,,,,,,
(주)오리엔탈정공,014940,2002/12,,,,,,,,
(주)오리엔탈정공,014940,2003/12,,,,,,,,
(주)오리엔탈정공,014940,2004/12,,,,,,,,
(주)오리엔탈정공,014940,2005/12,,,,,,,,
(주)오리엔탈정공,014940,2006/12,,,,,,,,
(주)오리엔탈정공,014940,2007/12,113.94,9.95,9.99,0.87,18.26,1.59,1.75,0.15
(주)오리엔탈정공,014940,2008/12,24.89,4.74,2.54,0.48,0,0,0.75,0.14
(주)오리엔탈정공,014940,2009/12,15.03,6.92,1.26,0.58,0,0,0.35,0.16
(주)오리엔탈정공,014940,2010/12,0,0,0.9,0.57,9.66,6.11,0.33,0.21
(주)오리엔탈정공,014940,2011/12,0,0,4.71,1.47,0,0,0.26,0.08
(주)오리엔탈정공,014940,2012/12,0,0,0,0,51.88,7.76,0.49,0.07
(주)오리엔탈정공,014940,2013/12,13.81,4.2,11.82,3.59,0,0,3.8,1.15
(주)오리엔탈정공,014940,2014/12,0,0,16.16,5.13,0,0,2.02,0.64
(주)오리엔탈정공,014940,2015/12,583.32,23.53,23.66,0.95,137.57,5.55,5.99,0.24
(주)오리엔탈정공,014940,2016/12,0,0,6.49,2.99,18.52,8.54,1.77,0.82
(주)오리엔탈정공,014940,2017/12,60.2,18.67,5.01,1.55,54.04,16.76,2.64,0.82
(주)오리엔탈정공,014940,2018/12,0,0,2.42,1.07,0,0,1.6,0.71
(주)오리엔탈정공,014940,2019/12,20.75,12.12,1.54,0.9,10.12,5.91,0.87,0.51
(주)오리엔탈정공,014940,2020/12,4.49,0.65,2.21,0.32,15.99,2.32,2.1,0.3
(주)오리엔트정공,065500,2000/12,,,,,,,,
(주)오리엔트정공,065500,2001/12,,,,,,,,
(주)오리엔트정공,065500,2002/12,,,,,,,,
(주)오리엔트정공,065500,2003/12,,,,,,,,
(주)오리엔트정공,065500,2004/12,,,,,,,,
(주)오리엔트정공,065500,2005/12,,,,,,,,
(주)오리엔트정공,065500,2006/12,,,,,,,,
(주)오리엔트정공,065500,2007/12,9.45,3.21,2.87,0.97,6.27,2.13,0.86,0.29
(주)오리엔트정공,065500,2008/12,13.06,3.35,2.73,0.7,392.44,100.79,0.82,0.21
(주)오리엔트정공,065500,2009/12,16.63,6.56,1.5,0.59,10.78,4.26,0.76,0.3
(주)오리엔트정공,065500,2010/12,0,0,2.18,1.18,0,0,0.78,0.42
(주)오리엔트정공,065500,2011/12,0,0,12.5,2,0,0,2.89,0.46
(주)오리엔트정공,065500,2012/12,118.07,25.58,3.97,0.86,0,0,0.89,0.19
(주)오리엔트정공,065500,2013/12,0,0,3.43,1.79,4.76,2.48,0.65,0.34
(주)오리엔트정공,065500,2014/12,0,0,1.8,0.79,39.48,17.39,0.49,0.22
(주)오리엔트정공,065500,2015/12,62.42,20.97,3.11,1.05,12.4,4.17,0.76,0.26
(주)오리엔트정공,065500,2016/12,0,0,1.81,0.82,67.81,30.73,1.16,0.53
(주)오리엔트정공,065500,2017/12,112.66,50.74,1.87,0.84,24.16,10.88,1.22,0.55
(주)오리엔트정공,065500,2018/12,0,0,1.78,0.41,0,0,1.71,0.4
(주)오리엔트정공,065500,2019/12,0,0,1.87,0.7,46.99,17.63,1.58,0.59
(주)오리엔트정공,065500,2020/12,0,0,3.76,0.57,0,0,2.73,0.41
(주)오리콤,010470,2000/12,,,,,,,,
(주)오리콤,010470,2001/12,,,,,,,,
(주)오리콤,010470,2002/12,,,,,,,,
(주)오리콤,010470,2003/12,,,,,,,,
(주)오리콤,010470,2004/12,,,,,,,,
(주)오리콤,010470,2005/12,,,,,,,,
(주)오리콤,010470,2006/12,,,,,,,,
(주)오리콤,010470,2007/12,12.82,4.97,1.48,0.57,21.79,8.45,0.68,0.27
(주)오리콤,010470,2008/12,14.35,3.55,0.99,0.25,0,0,0.38,0.09
(주)오리콤,010470,2009/12,7.31,4.22,0.46,0.26,0,0,0.22,0.13
(주)오리콤,010470,2010/12,6.52,3.24,0.7,0.35,3.7,1.84,0.33,0.16
(주)오리콤,010470,2011/12,5.75,3.11,0.89,0.48,0,0,0.36,0.19
(주)오리콤,010470,2012/12,8.86,1.22,1.01,0.14,4.8,0.66,0.38,0.05
(주)오리콤,010470,2013/12,14.02,9,0.79,0.51,5.35,3.44,0.44,0.28
(주)오리콤,010470,2014/12,27.76,11.54,1.23,0.51,2.92,1.22,0.72,0.3
(주)오리콤,010470,2015/12,63.27,14.61,3.04,0.7,25.84,5.97,1.77,0.41
(주)오리콤,010470,2016/12,27.12,11.89,2.14,0.94,16.33,7.16,1.28,0.56
(주)오리콤,010470,2017/12,32.9,20.06,1.5,0.91,8.58,5.23,0.89,0.54
(주)오리콤,010470,2018/12,16.91,8.24,1.61,0.79,9.78,4.77,0.95,0.46
(주)오리콤,010470,2019/12,22.55,15.41,1.15,0.78,0,0,0.66,0.45
(주)오리콤,010470,2020/12,0,0,1.29,0.43,0,0,0.97,0.32
(주)오브제,058680,2001/12,,,,,,,,
(주)오브제,058680,2002/12,,,,,,,,
(주)오브제,058680,2003/12,,,,,,,,
(주)오브제,058680,2004/12,,,,,,,,
(주)오브제,058680,2005/12,,,,,,,,
(주)오브제,058680,2006/12,,,,,,,,
(주)오브제,058680,2007/12,23.43,14.37,1.43,0.88,0,0,0.72,0.44
(주)오비고,352910,2004/12,,,,,,,,
(주)오비고,352910,2006/12,,,,,,,,
(주)오비고,352910,2007/12,0,0,0,0,0,0,0,0
(주)오비고,352910,2008/12,0,0,0,0,0,0,0,0
(주)오비고,352910,2009/12,0,0,0,0,0,0,0,0
(주)오비고,352910,2010/12,0,0,0,0,0,0,0,0
(주)오비고,352910,2011/12,0,0,0,0,0,0,0,0
(주)오비고,352910,2012/12,0,0,0,0,0,0,0,0
(주)오비고,352910,2013/12,0,0,0,0,0,0,0,0
(주)오비고,352910,2014/12,0,0,0,0,0,0,0,0
(주)오비고,352910,2015/12,0,0,0,0,0,0,0,0
(주)오비고,352910,2016/12,0,0,0,0,0,0,0,0
(주)오비고,352910,2017/12,0,0,0,0,0,0,0,0
(주)오비고,352910,2018/12,0,0,0,0,0,0,0,0
(주)오비고,352910,2019/12,0,0,0,0,0,0,0,0
(주)오비고,352910,2020/12,0,0,0,0,0,0,0,0
(주)오스코텍,039200,2002/12,,,,,,,,
(주)오스코텍,039200,2003/12,,,,,,,,
(주)오스코텍,039200,2004/12,,,,,,,,
(주)오스코텍,039200,2005/12,,,,,,,,
(주)오스코텍,039200,2006/12,,,,,,,,
(주)오스코텍,039200,2007/12,83.28,23.99,6.54,1.88,0,0,14.34,4.13
(주)오스코텍,039200,2008/12,117.73,40.82,3.29,1.14,21.57,7.48,5.3,1.84
(주)오스코텍,039200,2009/12,0,0,2.83,1.07,0,0,4.78,1.82
(주)오스코텍,039200,2010/12,140.34,81.21,2.83,1.64,0,0,3.29,1.9
(주)오스코텍,039200,2011/12,0,0,5.66,1.9,0,0,5.63,1.89
(주)오스코텍,039200,2012/12,0,0,4.69,1.52,86.47,28.1,6.09,1.98
(주)오스코텍,039200,2013/12,0,0,3.39,1.93,0,0,4.41,2.51
(주)오스코텍,039200,2014/12,0,0,4.39,2.37,0,0,8.72,4.7
(주)오스코텍,039200,2015/12,498.99,110.42,12.13,2.68,95.29,21.09,31.35,6.94
(주)오스코텍,039200,2016/12,0,0,23.81,10.08,964.14,408.13,73.17,30.97
(주)오스코텍,039200,2017/12,0,0,24.78,7.81,0,0,132.56,41.76
(주)오스코텍,039200,2018/12,854.79,359.46,22.41,9.42,0,0,80.67,33.92
(주)오스코텍,039200,2019/12,0,0,16.35,7.92,0,0,200.76,97.28
(주)오스코텍,039200,2020/12,0,0,43.98,10.58,0,0,91.73,22.07
(주)오스테오닉,226400,2015/12,,,,,,,,
(주)오스테오닉,226400,2016/12,0,0,0,0,0,0,0,0
(주)오스테오닉,226400,2017/12,0,0,0,0,0,0,0,0
(주)오스테오닉,226400,2018/12,0,0,6.27,1.34,494.14,105.64,17.27,3.69
(주)오스테오닉,226400,2019/12,98.72,42.57,1.95,0.84,0,0,4.41,1.9
(주)오스테오닉,226400,2020/12,0,0,3.94,1.03,30.63,7.98,6.68,1.74
(주)오스템,031510,2000/12,,,,,,,,
(주)오스템,031510,2001/12,,,,,,,,
(주)오스템,031510,2002/12,,,,,,,,
(주)오스템,031510,2003/12,,,,,,,,
(주)오스템,031510,2004/12,,,,,,,,
(주)오스템,031510,2005/12,,,,,,,,
(주)오스템,031510,2006/12,,,,,,,,
(주)오스템,031510,2007/12,15.47,4.97,2.56,0.82,4.37,1.41,0.58,0.19
(주)오스템,031510,2008/12,19.98,4.95,1.72,0.43,4.32,1.07,0.46,0.11
(주)오스템,031510,2009/12,9.07,4.54,0.63,0.32,2.45,1.23,0.31,0.15
(주)오스템,031510,2010/12,6.51,1.78,1.32,0.36,8.34,2.28,0.53,0.14
(주)오스템,031510,2011/12,8.47,4.44,1.37,0.72,0,0,0.48,0.25
(주)오스템,031510,2012/12,8.8,5.31,1.02,0.62,2.51,1.51,0.36,0.22
(주)오스템,031510,2013/12,8.32,5.73,0.72,0.49,2.12,1.46,0.28,0.19
(주)오스템,031510,2014/12,14.41,11.54,0.65,0.52,9.4,7.53,0.31,0.25
(주)오스템,031510,2015/12,6.4,4.4,0.61,0.42,3.17,2.18,0.33,0.23
(주)오스템,031510,2016/12,13.21,5.31,1,0.4,2.6,1.05,0.62,0.25
(주)오스템,031510,2017/12,495.8,195.52,1.74,0.69,1332.84,525.59,1.22,0.48
(주)오스템,031510,2018/12,0,0,1.56,0.69,10.89,4.81,1.21,0.53
(주)오스템,031510,2019/12,0,0,1.24,0.43,5.61,1.95,1.08,0.38
(주)오스템,031510,2020/12,43.14,9.6,0.97,0.22,7.93,1.77,1.04,0.23
(주)오이솔루션,138080,2006/12,,,,,,,,
(주)오이솔루션,138080,2007/12,0,0,0,0,0,0,0,0
(주)오이솔루션,138080,2008/12,0,0,0,0,0,0,0,0
(주)오이솔루션,138080,2009/12,0,0,0,0,0,0,0,0
(주)오이솔루션,138080,2010/12,0,0,0,0,0,0,0,0
(주)오이솔루션,138080,2011/12,0,0,0,0,0,0,0,0
(주)오이솔루션,138080,2012/12,0,0,0,0,0,0,0,0
(주)오이솔루션,138080,2013/12,0,0,0,0,0,0,0,0
(주)오이솔루션,138080,2014/12,12.06,7.17,2.88,1.71,11.29,6.71,1.87,1.11
(주)오이솔루션,138080,2015/12,77.08,26.17,2.87,0.97,47.16,16.01,2.3,0.78
